Geography,Year,Geographic Area Name,Population 25 years and over - Less than 9th grade,Percent Population 25 years and over - Less than 9th grade,Population 25 years and over - 9th to12th (No Diploma),Percent Population 25 years and over - 9th to12th (No Diploma),Population 25 years and over - High School Graduate (and equivalent),Percent Population 25 years and over - High School Graduate (and equivalent),"Population 25 years and over - Some college, no degree","Percent Population 25 years and over - Some college, no degree",Population 25 years and over - Associate's degree,Percent Population 25 years and over - Associate's degree,Population 25 years and over - Bachelor's degree,Percent Population 25 years and over - Bachelor's degree,Population 25 years and over - Graduate or Prefessional Degree,Percent Population 25 years and over - Graduate or Prefessional Degree
1600000US0619766,2018,"Downey city, California",8990.00,11.36,8588.00,10.85,21705.00,27.42,16698.00,21.10,4553.00,5.75,12889.00,16.29,5723.00,7.23
1600000US0620802,2018,"East Los Angeles CDP, California",21484.00,27.95,11744.00,15.28,17764.00,23.11,13563.00,17.64,3562.00,4.63,6762.00,8.80,2000.00,2.60
1600000US0621712,2018,"El Cajon city, California",5834.00,8.71,4583.00,6.84,19602.00,29.25,17365.00,25.92,5262.00,7.85,10097.00,15.07,4262.00,6.36
1600000US0622020,2018,"Elk Grove city, California",5434.00,4.67,5869.00,5.05,20049.00,17.25,31028.00,26.69,13156.00,11.32,28553.00,24.56,12164.00,10.46
1600000US0622230,2018,"El Monte city, California",19929.00,26.44,8699.00,11.54,20155.00,26.74,12033.00,15.96,4604.00,6.11,8076.00,10.71,1889.00,2.51
1600000US0622804,2018,"Escondido city, California",13052.00,12.63,6804.00,6.59,24601.00,23.81,27048.00,26.18,7270.00,7.04,15602.00,15.10,8943.00,8.66
1600000US0623182,2018,"Fairfield city, California",4819.00,6.34,4500.00,5.92,16798.00,22.11,21682.00,28.53,6528.00,8.59,14873.00,19.57,6790.00,8.94
1600000US0624477,2018,"Florence-Graham CDP, California",12221.00,34.99,7487.00,21.44,7685.00,22.00,4541.00,13.00,1366.00,3.91,1394.00,3.99,233.00,0.67
1600000US0624638,2018,"Folsom city, California",857.00,1.62,2006.00,3.79,6157.00,11.63,10954.00,20.69,5584.00,10.55,16864.00,31.85,10532.00,19.89
1600000US0624680,2018,"Fontana city, California",16223.00,12.68,13270.00,10.37,36184.00,28.28,30155.00,23.57,7645.00,5.97,18847.00,14.73,5636.00,4.40
1600000US0626000,2018,"Fremont city, California",5735.00,3.36,5274.00,3.09,26045.00,15.24,23263.00,13.61,9952.00,5.82,51214.00,29.97,49387.00,28.90
1600000US0627000,2018,"Fresno city, California",35712.00,10.96,33597.00,10.31,76112.00,23.36,74890.00,22.98,30781.00,9.45,48011.00,14.73,26735.00,8.20
1600000US0628000,2018,"Fullerton city, California",4504.00,4.78,5281.00,5.61,15875.00,16.86,20739.00,22.03,7625.00,8.10,26376.00,28.01,13755.00,14.61
1600000US0629000,2018,"Garden Grove city, California",16745.00,14.03,12398.00,10.39,32780.00,27.47,24552.00,20.57,8723.00,7.31,18160.00,15.22,5989.00,5.02
1600000US0630000,2018,"Glendale city, California",10697.00,7.05,7671.00,5.05,30877.00,20.34,23778.00,15.67,20875.00,13.75,37133.00,24.46,20751.00,13.67
1600000US0632548,2018,"Hawthorne city, California",6709.00,11.97,5342.00,9.53,13137.00,23.45,12156.00,21.70,5387.00,9.61,9523.00,17.00,3774.00,6.74
1600000US0633000,2018,"Hayward city, California",6567.00,6.05,11707.00,10.79,32686.00,30.12,21567.00,19.87,5723.00,5.27,21766.00,20.06,8510.00,7.84
1600000US0633182,2018,"Hemet city, California",4304.00,7.58,6907.00,12.16,19204.00,33.81,15171.00,26.71,5487.00,9.66,3904.00,6.87,1830.00,3.22
1600000US0633434,2018,"Hesperia city, California",5484.00,9.67,6628.00,11.69,19927.00,35.14,16389.00,28.90,4381.00,7.73,2508.00,4.42,1390.00,2.45
1600000US0636000,2018,"Huntington Beach city, California",4484.00,3.09,5150.00,3.55,25392.00,17.50,31695.00,21.84,12504.00,8.62,40566.00,27.96,25301.00,17.44
1600000US0636448,2018,"Indio city, California",4941.00,6.93,4276.00,6.00,34469.00,48.33,13940.00,19.55,3640.00,5.10,5407.00,7.58,4648.00,6.52
1600000US0636546,2018,"Inglewood city, California",10222.00,14.19,6064.00,8.42,16683.00,23.17,16436.00,22.82,7374.00,10.24,10842.00,15.05,4396.00,6.10
1600000US0636770,2018,"Irvine city, California",4243.00,2.34,2818.00,1.56,14370.00,7.94,25632.00,14.16,12399.00,6.85,67442.00,37.25,54152.00,29.91
1600000US0637692,2018,"Jurupa Valley city, California",11476.00,17.07,8790.00,13.07,20939.00,31.14,12743.00,18.95,4697.00,6.99,5956.00,8.86,2636.00,3.92
1600000US0639248,2018,"Laguna Niguel city, California",778.00,1.61,1622.00,3.36,7016.00,14.56,10641.00,22.08,3263.00,6.77,14392.00,29.86,10491.00,21.76
1600000US0639486,2018,"Lake Elsinore city, California",3758.00,9.39,2536.00,6.34,11623.00,29.05,11026.00,27.56,3393.00,8.48,5083.00,12.71,2588.00,6.47
1600000US0639496,2018,"Lake Forest city, California",2029.00,3.29,2142.00,3.48,7017.00,11.38,13677.00,22.19,6575.00,10.67,20038.00,32.51,10156.00,16.48
1600000US0639892,2018,"Lakewood city, California",2124.00,3.71,3143.00,5.49,12117.00,21.15,14981.00,26.15,5678.00,9.91,13403.00,23.40,5836.00,10.19
1600000US0640130,2018,"Lancaster city, California",8549.00,8.91,11116.00,11.59,28949.00,30.18,21406.00,22.32,9091.00,9.48,10004.00,10.43,6802.00,7.09
1600000US0641992,2018,"Livermore city, California",1422.00,2.23,2123.00,3.33,11750.00,18.42,15335.00,24.04,6494.00,10.18,16778.00,26.31,9876.00,15.48
1600000US0642202,2018,"Lodi city, California",5572.00,12.71,2782.00,6.35,11928.00,27.21,8967.00,20.46,4712.00,10.75,7121.00,16.25,2753.00,6.28
1600000US0643000,2018,"Long Beach city, California",39632.00,12.28,20994.00,6.51,53310.00,16.52,84182.00,26.09,25678.00,7.96,64856.00,20.10,33953.00,10.52
1600000US0644000,2018,"Los Angeles city, California",379197.00,13.62,244927.00,8.79,531202.00,19.07,498526.00,17.90,170504.00,6.12,627964.00,22.55,332524.00,11.94
1600000US0644574,2018,"Lynwood city, California",11051.00,26.01,6658.00,15.67,12460.00,29.33,7899.00,18.59,1489.00,3.50,1923.00,4.53,1005.00,2.37
1600000US0645022,2018,"Madera city, California",12639.00,33.47,4958.00,13.13,7870.00,20.84,6502.00,17.22,1837.00,4.87,2768.00,7.33,1184.00,3.14
1600000US0645484,2018,"Manteca city, California",3556.00,6.47,5161.00,9.39,16903.00,30.75,13481.00,24.52,6447.00,11.73,7074.00,12.87,2352.00,4.28
1600000US0646842,2018,"Menifee city, California",3490.00,5.56,4481.00,7.13,19084.00,30.38,19373.00,30.84,6302.00,10.03,6538.00,10.41,3555.00,5.66
1600000US0646898,2018,"Merced city, California",7155.00,15.13,5172.00,10.94,11704.00,24.75,11072.00,23.41,3534.00,7.47,5164.00,10.92,3487.00,7.37
1600000US0647766,2018,"Milpitas city, California",4604.00,8.09,3870.00,6.80,8233.00,14.46,6691.00,11.75,5036.00,8.85,17176.00,30.17,11320.00,19.88
1600000US0648256,2018,"Mission Viejo city, California",2029.00,2.86,2281.00,3.22,10157.00,14.32,13846.00,19.53,7524.00,10.61,23425.00,33.04,11643.00,16.42
1600000US0648354,2018,"Modesto city, California",8820.00,6.53,11465.00,8.49,42129.00,31.21,36732.00,27.21,10237.00,7.58,17801.00,13.19,7810.00,5.79
1600000US0649270,2018,"Moreno Valley city, California",13042.00,10.48,12878.00,10.35,38832.00,31.21,29318.00,23.56,9591.00,7.71,14860.00,11.94,5902.00,4.74
1600000US0649670,2018,"Mountain View city, California",2153.00,3.57,885.00,1.47,4584.00,7.59,6228.00,10.32,3115.00,5.16,17762.00,29.42,25648.00,42.48
1600000US0650076,2018,"Murrieta city, California",3551.00,4.95,4072.00,5.67,17880.00,24.90,16874.00,23.50,6827.00,9.51,15448.00,21.51,7152.00,9.96
1600000US0650258,2018,"Napa city, California",5749.00,10.37,2355.00,4.25,10529.00,18.99,12154.00,21.92,5505.00,9.93,13190.00,23.78,5976.00,10.78
1600000US0651182,2018,"Newport Beach city, California",1164.00,1.74,799.00,1.19,5549.00,8.29,8898.00,13.29,5470.00,8.17,26453.00,39.51,18617.00,27.81
1600000US0652526,2018,"Norwalk city, California",10955.00,15.34,6121.00,8.57,21593.00,30.24,15359.00,21.51,5767.00,8.08,9043.00,12.66,2576.00,3.61
1600000US0653000,2018,"Oakland city, California",22160.00,6.96,21603.00,6.79,51685.00,16.24,52882.00,16.61,19676.00,6.18,86353.00,27.13,63922.00,20.08
1600000US0653322,2018,"Oceanside city, California",9190.00,7.34,7107.00,5.68,30060.00,24.01,32884.00,26.27,9785.00,7.82,24387.00,19.48,11767.00,9.40
1600000US0653896,2018,"Ontario city, California",19080.00,16.56,14229.00,12.35,30030.00,26.06,24492.00,21.26,9257.00,8.03,13668.00,11.86,4457.00,3.87
1600000US0653980,2018,"Orange city, California",5321.00,5.70,6914.00,7.41,16383.00,17.56,19710.00,21.13,7583.00,8.13,25561.00,27.40,11825.00,12.67
1600000US0654652,2018,"Oxnard city, California",28395.00,21.15,9491.00,7.07,34540.00,25.73,29293.00,21.82,9425.00,7.02,16805.00,12.52,6277.00,4.68
1600000US0655156,2018,"Palmdale city, California",8828.00,9.40,14090.00,15.01,23370.00,24.90,22629.00,24.11,7839.00,8.35,11342.00,12.08,5771.00,6.15
1600000US0655282,2018,"Palo Alto city, California",447.00,0.93,729.00,1.51,1837.00,3.81,3559.00,7.38,1605.00,3.33,14219.00,29.47,25861.00,53.59
1600000US0656000,2018,"Pasadena city, California",7765.00,7.54,3449.00,3.35,15960.00,15.50,16417.00,15.94,7147.00,6.94,28656.00,27.82,23606.00,22.92
1600000US0656700,2018,"Perris city, California",7819.00,17.76,7304.00,16.59,14140.00,32.12,8666.00,19.69,1783.00,4.05,3153.00,7.16,1156.00,2.63
1600000US0657456,2018,"Pittsburg city, California",3469.00,7.56,5232.00,11.40,11815.00,25.73,11272.00,24.55,4783.00,10.42,6823.00,14.86,2519.00,5.49
1600000US0657792,2018,"Pleasanton city, California",1066.00,1.87,1626.00,2.86,4668.00,8.20,8568.00,15.05,4468.00,7.85,20261.00,35.60,16256.00,28.56
1600000US0658072,2018,"Pomona city, California",16656.00,18.25,11607.00,12.72,21162.00,23.18,20051.00,21.97,6339.00,6.94,11380.00,12.47,4088.00,4.48
1600000US0659444,2018,"Rancho Cordova city, California",2451.00,4.71,3769.00,7.24,11204.00,21.52,15087.00,28.98,5440.00,10.45,9701.00,18.63,4414.00,8.48
1600000US0659451,2018,"Rancho Cucamonga city, California",4089.00,3.39,6214.00,5.15,22022.00,18.25,34678.00,28.75,11186.00,9.27,24872.00,20.62,17575.00,14.57
1600000US0659920,2018,"Redding city, California",957.00,1.49,5495.00,8.54,14603.00,22.68,17602.00,27.34,8207.00,12.75,10154.00,15.77,7355.00,11.43
1600000US0659962,2018,"Redlands city, California",1601.00,3.23,4017.00,8.11,10102.00,20.41,8386.00,16.94,4392.00,8.87,11518.00,23.27,9491.00,19.17
1600000US0660018,2018,"Redondo Beach city, California",605.00,1.24,1219.00,2.49,4844.00,9.91,7852.00,16.07,4498.00,9.20,18272.00,37.38,11586.00,23.70
1600000US0660102,2018,"Redwood City city, California",3518.00,5.76,4261.00,6.97,9956.00,16.29,10774.00,17.63,3025.00,4.95,15164.00,24.81,14425.00,23.60
1600000US0660466,2018,"Rialto city, California",10134.00,16.50,7838.00,12.76,18964.00,30.88,12817.00,20.87,4384.00,7.14,4936.00,8.04,2335.00,3.80
1600000US0660620,2018,"Richmond city, California",8068.00,10.59,6945.00,9.12,16157.00,21.21,16638.00,21.84,6568.00,8.62,14354.00,18.84,7461.00,9.79
1600000US0662000,2018,"Riverside city, California",19117.00,9.37,17555.00,8.61,56443.00,27.68,48325.00,23.69,15849.00,7.77,26817.00,13.15,19841.00,9.73
1600000US0662364,2018,"Rocklin city, California",213.00,0.51,1684.00,4.04,6640.00,15.94,10213.00,24.52,4469.00,10.73,12730.00,30.57,5697.00,13.68
1600000US0662938,2018,"Roseville city, California",1327.00,1.41,2220.00,2.36,14186.00,15.05,24451.00,25.95,10063.00,10.68,30183.00,32.03,11798.00,12.52
1600000US0664000,2018,"Sacramento city, California",27483.00,7.96,22173.00,6.42,71422.00,20.70,75235.00,21.80,29554.00,8.56,77182.00,22.36,42066.00,12.19
1600000US0664224,2018,"Salinas city, California",25708.00,28.11,12206.00,13.35,21689.00,23.72,14274.00,15.61,6348.00,6.94,7888.00,8.62,3343.00,3.66
1600000US0665000,2018,"San Bernardino city, California",16962.00,13.33,21700.00,17.05,37210.00,29.24,25673.00,20.17,8814.00,6.93,11047.00,8.68,5863.00,4.61
1600000US0665042,2018,"San Buenaventura (Ventura) city, California",3972.00,5.02,4835.00,6.11,13374.00,16.90,19903.00,25.15,7740.00,9.78,18326.00,23.16,10984.00,13.88
1600000US0665084,2018,"San Clemente city, California",2632.00,5.66,1277.00,2.75,5130.00,11.03,9863.00,21.21,5799.00,12.47,14583.00,31.37,7208.00,15.50
1600000US0666000,2018,"San Diego city, California",72665.00,7.34,56128.00,5.67,142739.00,14.43,188866.00,19.09,73687.00,7.45,264622.00,26.74,190787.00,19.28
1600000US0667000,2018,"San Francisco city, California",41657.00,5.93,31724.00,4.52,85850.00,12.22,87877.00,12.51,35127.00,5.00,253594.00,36.10,166736.00,23.73
1600000US0668000,2018,"San Jose city, California",57489.00,8.07,44362.00,6.22,113834.00,15.97,119121.00,16.72,57305.00,8.04,189186.00,26.55,131362.00,18.43
1600000US0668084,2018,"San Leandro city, California",4819.00,7.42,5468.00,8.42,19607.00,30.20,11746.00,18.09,5049.00,7.78,12235.00,18.85,5996.00,9.24
1600000US0668196,2018,"San Marcos city, California",5386.00,8.85,4431.00,7.28,10869.00,17.85,12531.00,20.58,4558.00,7.49,15017.00,24.67,8085.00,13.28
1600000US0668252,2018,"San Mateo city, California",2833.00,3.63,2341.00,3.00,8551.00,10.96,14555.00,18.66,4557.00,5.84,24860.00,31.86,20322.00,26.05
1600000US0668378,2018,"San Ramon city, California",1271.00,2.51,1386.00,2.74,3828.00,7.57,5123.00,10.13,2317.00,4.58,20769.00,41.07,15880.00,31.40
1600000US0669000,2018,"Santa Ana city, California",47051.00,22.23,32304.00,15.27,47431.00,22.41,40577.00,19.18,10314.00,4.87,24726.00,11.68,9209.00,4.35
1600000US0669070,2018,"Santa Barbara city, California",6001.00,9.48,3734.00,5.90,9368.00,14.80,11641.00,18.39,3944.00,6.23,16100.00,25.44,12505.00,19.76
1600000US0669084,2018,"Santa Clara city, California",2182.00,2.43,2695.00,3.00,12621.00,14.06,12103.00,13.49,4973.00,5.54,27463.00,30.60,27699.00,30.87
1600000US0669088,2018,"Santa Clarita city, California",7626.00,5.45,6999.00,5.00,24055.00,17.18,35086.00,25.05,15768.00,11.26,34031.00,24.30,16484.00,11.77
1600000US0669112,2018,"Santa Cruz city, California",2184.00,6.44,1101.00,3.25,3153.00,9.30,7136.00,21.05,2677.00,7.90,8951.00,26.41,8692.00,25.64
1600000US0669196,2018,"Santa Maria city, California",17108.00,29.01,6219.00,10.54,13678.00,23.19,9930.00,16.84,4516.00,7.66,5193.00,8.81,2333.00,3.96
1600000US0670000,2018,"Santa Monica city, California",1739.00,2.42,1042.00,1.45,5423.00,7.56,11242.00,15.67,4533.00,6.32,25904.00,36.12,21843.00,30.45
1600000US0670098,2018,"Santa Rosa city, California",12130.00,9.63,8479.00,6.73,21832.00,17.33,30577.00,24.28,12216.00,9.70,25127.00,19.95,15591.00,12.38
1600000US0672016,2018,"Simi Valley city, California",2598.00,2.92,3407.00,3.83,20000.00,22.49,22212.00,24.98,10685.00,12.02,21031.00,23.65,8985.00,10.10
1600000US0673080,2018,"South Gate city, California",15379.00,27.11,9330.00,16.45,14267.00,25.15,9745.00,17.18,2180.00,3.84,3958.00,6.98,1870.00,3.30
1600000US0673262,2018,"South San Francisco city, California",3610.00,7.41,2005.00,4.11,10917.00,22.40,9748.00,20.00,3771.00,7.74,13002.00,26.67,5693.00,11.68
1600000US0673430,2018,"South Whittier CDP, California",5323.00,12.76,2926.00,7.01,14479.00,34.70,9841.00,23.58,2400.00,5.75,5034.00,12.06,1729.00,4.14
1600000US0675000,2018,"Stockton city, California",23787.00,12.46,16021.00,8.39,64003.00,33.53,38721.00,20.28,17611.00,9.23,21071.00,11.04,9681.00,5.07
1600000US0677000,2018,"Sunnyvale city, California",3386.00,2.96,4449.00,3.89,10780.00,9.42,13920.00,12.16,6690.00,5.85,36385.00,31.80,38826.00,33.93
1600000US0678120,2018,"Temecula city, California",1909.00,2.73,2647.00,3.78,15366.00,21.97,19612.00,28.04,7426.00,10.62,14712.00,21.03,8278.00,11.83
1600000US0678582,2018,"Thousand Oaks city, California",4732.00,5.29,3749.00,4.19,12772.00,14.28,17287.00,19.32,8882.00,9.93,23771.00,26.57,18275.00,20.43
1600000US0680000,2018,"Torrance city, California",2214.00,2.09,3482.00,3.28,16258.00,15.33,19579.00,18.47,8915.00,8.41,37403.00,35.28,18179.00,17.15
1600000US0680238,2018,"Tracy city, California",5122.00,9.02,3458.00,6.09,15917.00,28.02,14134.00,24.88,5569.00,9.80,9673.00,17.03,2932.00,5.16
1600000US0680812,2018,"Turlock city, California",5410.00,11.78,4337.00,9.44,11267.00,24.53,10498.00,22.86,3720.00,8.10,6790.00,14.78,3907.00,8.51
1600000US0680854,2018,"Tustin city, California",6645.00,12.94,3747.00,7.30,8347.00,16.26,9749.00,18.99,2640.00,5.14,13235.00,25.78,6974.00,13.58
1600000US0681204,2018,"Union City city, California",1626.00,2.98,4424.00,8.12,14100.00,25.88,9143.00,16.78,2939.00,5.39,13371.00,24.54,8889.00,16.31
1600000US0681344,2018,"Upland city, California",1866.00,3.64,3204.00,6.26,10040.00,19.60,13208.00,25.79,5551.00,10.84,10422.00,20.35,6925.00,13.52
1600000US0681554,2018,"Vacaville city, California",1769.00,2.57,4301.00,6.24,17532.00,25.45,21204.00,30.77,7114.00,10.32,11325.00,16.44,5656.00,8.21
1600000US0681666,2018,"Vallejo city, California",4564.00,5.29,5388.00,6.25,20873.00,24.21,23198.00,26.90,9926.00,11.51,16641.00,19.30,5638.00,6.54
1600000US0682590,2018,"Victorville city, California",3738.00,5.28,10508.00,14.85,23187.00,32.78,18246.00,25.79,6914.00,9.77,6107.00,8.63,2043.00,2.89
1600000US0682954,2018,"Visalia city, California",4768.00,5.88,5133.00,6.33,19318.00,23.83,20321.00,25.07,9616.00,11.86,12981.00,16.01,8931.00,11.02
1600000US0682996,2018,"Vista city, California",6907.00,10.36,3985.00,5.98,16583.00,24.87,15404.00,23.10,6189.00,9.28,11494.00,17.24,6118.00,9.18
1600000US0683346,2018,"Walnut Creek city, California",418.00,0.72,963.00,1.66,3656.00,6.30,8000.00,13.78,3464.00,5.96,22184.00,38.20,19391.00,33.39
1600000US0684200,2018,"West Covina city, California",6421.00,8.81,3603.00,4.95,18666.00,25.62,16635.00,22.83,5224.00,7.17,15748.00,21.62,6557.00,9.00
1600000US0684550,2018,"Westminster city, California",8915.00,13.65,7365.00,11.28,12913.00,19.77,12055.00,18.46,5455.00,8.35,13132.00,20.10,5485.00,8.40
1600000US0685292,2018,"Whittier city, California",4195.00,6.86,2757.00,4.51,17148.00,28.04,14770.00,24.15,5162.00,8.44,10559.00,17.27,6564.00,10.73
1600000US0686832,2018,"Yorba Linda city, California",658.00,1.37,1079.00,2.24,5856.00,12.17,11275.00,23.43,4283.00,8.90,16304.00,33.88,8663.00,18.00
1600000US0686972,2018,"Yuba City city, California",4654.00,10.50,4710.00,10.63,10446.00,23.58,11206.00,25.29,4485.00,10.12,5596.00,12.63,3210.00,7.24
