City,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019
Fremont,567043.4002,572007.5853,575861.0887,576859.4197,580066.8937,581289.8318,580118.407,574917.0003,569478.2466,564873.8292,561483.1959,557470.5604,554142.4344,550388.8618,547728.5971,543815.3156,538689.5269,532097.5246,529079.6833,526562.3258,526211.4492,523285.4252,520216.4574,517232.9207,514214.5919,511471.2935,506200.1434,501189.3981,497973.1332,497976.6803,500782.95,507195.3436,515820.4236,525750.1142,535478.9197,545471.0072,555252.4695,565021.2456,574726.8107,584915.4752,598101.5002,612601.5712,627254.5656,638459.3457,647948.5488,655835.7203,662710.0274,669841.5001,676984.8504,684814.3849,692696.603,701420.5202,710671.6428,717408.6198,721573.8915,724957.317,730656.8556,738228.1706,746851.1805,756294.0584,766701.2177,778598.7341,790174.7521,800404.2988,809965.5878,819333.035,828977.1615,839148.3907,848815.107,859218.2428,868377.819,878695.8277,890273.295,903067.5258,913146.4555,918857.5182,920021.4259,918129.0375,914878.9521,912972.2924,912050.4785,912824.7567,914757.1516,920551.5091,929415.9936,938546.9653,946536.9854,953489.4682,958924.7201,963959.6939,967202.1093,971848.277,978716.7357,989556.9735,1002523.478,1019681.191,1039108.239,1058427.64,1077013.41,1096296.021,1117784.407,1136337.151,1147655.009,1155395.74,1159483.071,1162485.822,1160361.848,1154495.124,1145320.483,1134069.488,1123032.058,1114874.531,1107842.274,1102633.657,1096687.108,1092662.274,1088155.516,1084514.554,1082466.74,1082349.887
Fontana,205208.7236,205484.2933,206597.132,207945.8741,209685.056,211260.9648,212527.2269,213136.1571,213373.6928,212935.5478,211925.915,211237.6022,211315.3884,212111.0601,211988.5781,210663.0986,209467.1636,208607.7163,208182.9978,206432.9922,204760.7012,202964.944,203056.3128,202894.4714,202679.131,201183.7583,199712.0158,198991.7778,199433.6822,200655.5532,201837.4204,203057.4048,205112.2564,208113.8104,211495.9436,214973.0953,218419.8232,221445.917,224132.7542,227240.9544,231931.2197,237283.4651,242904.2768,248938.6863,256420.156,264753.9775,272227.0066,277931.6659,281866.6122,284991.6441,287975.7674,291306.1753,294610.3761,297056.9631,298652.5641,299928.7174,302398.0981,305437.4504,308669.5363,311104.2389,312551.3513,313250.8513,313576.8599,314716.4997,316754.6783,319107.0205,321206.6605,322123.5547,322358.8038,321749.5023,321069.1657,320342.661,321246.1393,324327.9155,328730.32,333283.6251,336999.2871,340361.3329,342893.9932,345370.1713,345013.0498,342656.9508,338456.3672,336342.1568,337870.8899,342664.1621,349064.1087,354597.5438,358368.196,360891.7543,362170.3345,363745.5617,366723.886,371381.6371,376332.6199,381175.1824,384827.0171,387027.078,387499.2923,387561.8435,388550.7876,390088.8104,391737.0251,393638.156,395992.1748,399424.9767,402386.7003,404521.7459,405070.7191,405508.9024,406008.7953,406647.0874,406346.2927,405709.2887,405280.7137,405571.4794,406830.3382,409195.009,412520.0991,416140.2055
Oxnard,322617.1673,325080.5536,328135.9996,329588.0351,330134.8326,328465.5676,327011.7201,326754.2195,327315.2406,328108.6954,328489.8461,327537.1058,324610.429,321793.5537,318711.0941,317240.9401,315395.454,315185.7877,315284.0373,313852.5274,311438.9791,307567.2536,304595.3849,301506.828,298611.566,295297.1944,291567.1498,288366.4267,286415.4723,286088.5868,286425.8084,287279.4695,288999.7592,291959.734,295517.6136,299056.8299,302753.8311,306820.6179,311439.2648,316471.1505,323009.5303,330731.2999,338839.6266,346501.2598,353907.5778,361216.3937,366829.2507,370766.0301,373997.0409,377668.9169,381723.3964,385230.6055,388465.5878,391218.9048,393442.0505,395460.0945,397716.4279,400261.3453,402567.689,404588.215,406561.9845,408947.9328,411482.9955,413653.3749,416070.7036,418284.2114,420643.8651,422846.8439,425490.6718,428784.6224,432098.7312,435230.8901,438617.7322,441885.7764,444980.9665,447403.6614,449512.159,451554.2568,453050.9744,454495.298,455699.0477,458043.9701,460608.4954,464037.477,467616.0672,471670.2092,474848.7142,477018.2127,478250.371,479606.9828,480720.0347,481962.2971,483282.3629,485817.5165,488724.4308,493006.6311,497182.4845,500945.6547,503502.1496,505133.5227,507127.4398,509007.6353,510026.5508,510663.1324,510712.8771,512077.4901,512839.7451,513784.8398,514765.9418,516230.8714,518427.6112,519923.6865,520658.5152,520403.2698,520316.6193,520582.0732,521263.4185,522748.9016,525193.3882,528013.2203
Santa Rosa,340927.1425,343613.3696,345297.4116,346939.211,346569.2282,345538.3775,343460.118,340481.5609,337457.1188,334528.3492,333378.427,332486.4678,330874.5422,328504.0131,326293.6472,324299.4866,321565.8198,317234.0238,313143.1723,308895.9747,305576.6705,302703.7637,300202.6993,297417.9128,295361.2168,294650.2976,295086.7294,294935.4832,294473.0138,294964.9996,296168.931,298688.0681,301835.8115,306233.7788,310843.9967,315679.2528,320926.8054,326874.746,333235.4951,339689.9783,346941.2519,355182.9968,363392.4092,370685.6964,377443.9522,383819.6828,389364.3946,393361.5051,398227.5483,404445.1434,410947.8825,416103.4316,419616.8186,422553.3277,424806.0816,426452.5818,428492.3658,430780.8387,433682.9736,436607.1752,440248.6508,444956.9379,449833.5416,454666.5734,458977.0721,462645.3879,465814.8734,469201.9455,473805.7332,479275.4278,484569.1182,489303.8466,493530.5763,498000.6824,501578.834,504396.4054,505625.7892,507862.1651,510548.0871,513469.4648,514576.593,516148.9285,518854.1276,522812.054,526596.743,530027.1062,533086.8215,536174.6408,539152.3018,543339.2351,546045.6776,548914.0507,552004.7125,556254.934,560806.7055,566151.044,573666.9804,581796.7338,589833.8581,596772.8004,603706.4802,608953.1856,611796.2768,612723.2412,611567.6453,609853.6804,606404.8841,602832.6954,599490.5401,597254.7952,595930.3156,595030.9819,594287.1393,593813.8718,593008.0178,592672.9169,592688.2837,592806.4154,593271.6624,593582.0258
Corona,278357.6837,281668.6553,283601.2877,285411.8726,287934.5302,289537.7197,289689.8834,287614.9739,286571.3978,284432.458,285286.0361,286162.3656,287447.1941,286556.4057,285739.8782,284980.6621,285115.4819,283386.0532,281693.7152,280346.403,279190.2343,277816.3118,276092.1927,275249.0309,275079.7114,274898.0224,275182.8565,275824.6726,276939.6985,278177.8905,279473.6469,281211.8621,283282.4588,285792.4545,288647.7357,292000.4358,295961.0627,300025.8547,304604.9629,309942.7669,317076.5191,325288.9909,333614.821,342179.9635,350579.432,358054.5563,363772.3722,368163.0243,372486.805,376519.8856,380766.8157,384958.3432,388795.8097,391623.9733,393138.7972,394179.0278,395515.7451,396744.3709,397855.0132,398449.9458,399894.7196,401605.3461,403762.0199,405470.0625,407217.347,408843.9604,410571.7205,412833.6689,415136.0171,417206.2767,418954.6199,420869.176,423399.6237,425441.2462,426534.2008,426540.261,426213.3393,426325.7145,426360.9378,426104.4464,424558.6266,423245.566,422432.1266,422761.4093,424804.7454,428350.2512,433145.9538,437632.5385,441422.5111,444958.7887,447852.641,451234.247,454713.3658,458864.4583,462427.2194,465922.2588,469293.6829,472392.9313,475407.0315,478149.8026,480736.7495,482977.678,484944.8381,486907.0388,488124.1028,489300.8673,489938.8322,490317.672,490146.0129,490645.6316,491449.3037,492334.0123,492028.0827,491831.2253,491976.453,492629.7834,493534.7924,494628.1641,496443.7417,498144.9645
Oceanside,306956.3783,309363.1924,311569.001,314794.7954,316000.8161,316397.3006,315209.4146,314113.8585,312171.3307,309353.1134,306878.0147,305913.2855,305412.8158,304890.7306,303383.6026,302212.9582,301022.217,300267.1591,299015.3266,296471.8793,293588.615,291193.9877,290017.5682,289052.9502,289272.5608,289614.6719,289761.7134,288382.999,287921.8194,289123.1935,291121.7004,293571.9197,296226.3546,299713.8835,303277.1328,307143.1314,311552.2143,316122.9517,320053.93,324224.2538,329788.062,337476.0191,345397.4719,353267.5005,360471.3764,366771.0351,371581.3282,375164.2629,378357.9178,381323.1476,384157.7704,387396.0578,390818.022,394338.94,396168.1046,397371.8648,398531.9984,400875.4026,403923.4627,406930.0305,410101.4257,413139.1619,416202.0764,418670.9124,420795.573,422781.6735,424507.7245,426732.6011,429640.8996,433833.6641,438058.6233,441737.1354,445211.0088,448371.4749,450504.3646,451825.3871,452576.7417,454068.5392,455394.1764,457225.5514,458847.2166,462011.7568,465541.1413,470310.2017,474288.7693,478183.7963,481229.4876,484748.4076,487681.1281,491083.1459,493554.0014,496793.4309,499790.3179,503878.5411,507516.573,511652.8425,514626.6537,516748.8378,518002.5861,519283.833,520974.9929,521961.2784,522891.0664,523543.5093,524394.3675,525250.1498,525817.9279,525544.9187,525224.3199,526066.5222,528611.0124,531715.0246,533622.7184,534648.9959,535051.2316,536013.9833,536966.4056,538347.6064,540352.9298,543178.7711
Moreno Valley,150862.2429,152563.09,153694.6002,154727.173,156188.7162,156907.0562,156881.9078,155791.4754,155563.7183,154730.6214,155184.0244,155439.9851,156011.6423,155701.492,155402.7941,155032.1844,154896.3076,153935.9736,153132.5071,152751.0921,152698.278,152516.8265,152039.976,151603.7341,151545.3327,151447.7719,151684.2303,152029.2135,152754.3815,153693.8306,154771.5572,156049.3241,157544.9592,159215.5405,160880.1861,162830.0525,165344.8927,168216.0831,171489.2498,175094.3398,179403.1698,184098.5717,189051.871,194233.5072,199870.5702,205579.5805,210887.4039,215247.7637,218791.2066,221850.6668,224958.6228,228343.7101,231811.2843,234865.6847,237287.3987,239273.7097,241086.6568,242552.8357,244091.4625,245366.2754,246545.4869,247326.4453,248183.6924,249576.5133,251525.5628,253885.0565,256100.3388,258427.977,260514.141,262673.5409,264473.6375,266195.7603,267875.7177,269690.4015,271426.5875,273201.5951,274799.3833,276624.9889,277923.1969,278891.5563,278790.6535,278756.2141,278297.5713,277902.2761,278615.9549,280835.0905,284555.0277,287986.2556,290995.6762,293786.9708,296263.8481,298986.1584,301601.1633,304458.3032,306974.3115,309725.3249,312601.7572,315206.9534,317468.5166,319183.9529,321102.968,323157.4447,325341.2814,327478.9076,328868.2019,330509.7121,331634.9814,332911.2937,333587.7451,334449.1763,335366.5825,336083.7237,336348.5544,336737.4524,337578.4236,338915.5629,340490.9745,342009.1432,344149.4993,346121.6956
Salinas,240852.126,238665.0182,240246.1974,242252.8994,245998.8236,249065.8206,252854.0155,254705.125,254017.1619,250766.9749,247059.9571,244591.664,242645.5906,240763.6942,238556.7569,238128.2048,238570.2173,238564.1071,237510.5093,235990.6732,235681.9448,234564.2523,233252.4426,231498.0828,231901.3817,232709.3003,233126.4399,232214.8689,231576.5366,231393.6732,232053.4371,233618.9873,235751.8052,238475.958,241003.9578,244707.6984,248111.4929,252192.2917,256353.1853,261807.9774,268009.3899,274033.0709,280108.0446,286785.6197,294021.2176,301359.4496,306914.4872,312306.0035,316273.4362,320675.0373,324511.3251,329465.0688,334722.1444,338949.3639,341872.3698,343914.8279,346788.5898,349836.7235,352034.9702,353959.4308,355183.7148,357203.4041,358875.8905,361332.481,364229.3935,367105.199,370327.0773,373936.8493,378299.6141,382895.8512,386679.1884,390543.6647,394480.5022,399009.5154,401641.1832,403313.7539,404116.0304,405973.707,407934.2994,410333.1057,412952.5271,416331.033,419242.4497,422759.444,426190.0019,430477.9516,433569.0571,436216.2857,437602.2493,439472.1975,441301.7531,443662.3245,446151.0836,449184.2142,451337.218,454165.0159,456468.595,459945.3119,462045.8751,464199.7209,466062.6923,467856.2605,469217.0192,470575.8517,472182.7673,474982.7947,477499.1449,480218.3344,481998.8773,483878.3582,485757.962,487559.5014,488877.369,490087.0053,491037.3059,492201.1433,493312.3549,495020.0952,497376.2735,500058.8042
Glendale,492534.1314,493616.4278,494549.7367,496231.8596,500208.5042,500148.5542,498529.3205,493964.2033,488117.6146,481925.8568,476353.1672,473978.3951,473027.7086,472956.3533,471925.9024,470504.6839,466106.9643,464033.3231,462273.9863,459451.9086,454337.6404,448679.6376,446927.4067,446665.2731,446746.7546,444936.0165,441320.0647,437330.8622,434784.057,434122.2131,435938.9232,441516.9162,449270.5955,458440.0505,467746.731,477240.6847,483383.8893,485155.9339,483748.7784,483349.02,486136.3915,491705.3784,499715.9748,509611.9628,520856.7251,531987.5121,541469.7607,549516.9146,553437.8705,554079.0447,552589.1979,552995.1156,554776.0005,557110.1719,559559.4907,564164.5958,571808.4944,581015.7053,590182.3798,598001.1902,602502.3694,603813.0349,602922.8327,602484.2568,603334.1296,604711.304,604079.8053,600176.7299,593648.6917,587666.801,581807.2875,576991.8363,580436.6424,593247.1587,611333.5981,626161.2964,635786.1408,643311.7444,641608.605,634253.0576,623721.4325,618910.0169,618893.1475,622207.9465,633575.6688,650568.5713,669221.4882,682995.5938,692717.2004,701857.3818,702459.179,698404.661,691535.9766,691608.6393,693752.7734,696641.518,704354.6638,718760.4629,736801.6209,753316.9733,765663.5878,774028.4138,781665.1606,793180.9676,808157.1281,822917.9803,832757.1358,838312.6826,835104.4897,824968.5309,811149.1147,800873.5565,794716.6568,791654.0483,793092.5912,799716.976,810133.9432,820727.1696,829409.3627,837519.3491
Lancaster,133949.3647,133840.9007,133967.1794,134938.0273,136634.846,137286.7708,137230.8429,136124.9224,135021.0272,133829.2274,132841.7404,132353.1164,132083.8013,132070.1977,131593.655,131052.5697,129809.9269,129383.75,129028.3363,128544.6802,127405.1701,125993.3529,125184.8239,124538.3241,124090.9863,123594.3379,123088.1794,122594.35,122546.6635,122905.4991,123659.3391,124672.3161,126377.479,128608.4088,131192.4494,133869.8994,136327.9153,138446.1872,140408.0246,142864.0532,145909.9623,149608.3317,154021.3911,159074.7371,164496.3963,170060.2707,175079.1294,179089.0431,181122.6253,182346.7402,182678.5645,183375.8807,184160.495,185289.6905,186665.6778,188109.9442,189862.036,191573.2579,193538.8548,195521.4126,196721.3528,196914.4198,196449.0671,196094.3879,196115.3301,197068.7158,198573.5606,200275.1149,201473.877,202708.6693,203730.9457,204546.3581,205785.1237,207977.1061,210874.0566,213897.2427,216669.9887,219519.2257,221301.0624,222270.0325,222060.5721,221992.5876,222012.1387,222522.3455,225059.9435,229659.5831,235361.5703,239811.1983,243125.9829,246374.3319,248327.7141,249288.2676,249828.7723,251846.3441,254365.519,256919.1642,260046.0172,264215.7041,268723.0289,272640.7251,275896.437,278733.8468,281972.0805,285687.603,289697.7901,293538.3337,296677.0571,299095.3664,299922.1655,299502.5283,298294.3415,297179.7358,296425.0849,295938.7921,296188.9711,297401.8119,299234.6465,301500.8824,304444.8175,307755.3872
Huntington Beach,576926.1563,577268.4176,575453.6071,578030.3493,579243.8132,579256.3651,574299.0172,568965.2292,563854.8201,559040.8761,554018.0703,550529.8995,548059.8094,546710.2378,544290.9302,541269.3198,536319.36,533013.6441,531599.5384,530092.7874,526436.1776,523362.2419,522829.8364,524618.3426,524101.6116,521895.8354,518317.8835,515852.1045,515229.5811,515851.0454,518222.8953,522936.4781,529462.4142,537290.7505,545679.7339,553690.1028,561268.5898,566845.4123,571509.8384,576158.1401,583087.3889,590839.0006,597881.2353,604044.8497,611287.6131,619495.0992,627664.3695,634767.3586,640070.7214,643526.818,646448.0076,649065.3128,651413.4595,651721.2259,651002.585,649866.2992,651226.3479,654680.9079,660615.8162,666990.4431,672804.1059,676628.2274,678774.6686,678748.8716,679186.7736,679272.2621,680983.6531,679217.1672,674807.2192,667347.0058,659737.6556,653178.1241,657304.0939,670620.3944,689542.2257,701781.3915,708359.8111,711466.9119,713937.9276,710526.435,702819.2984,693158.507,689635.9156,690924.2872,700667.1552,714985.8284,732068.4224,743393.3219,750759.8073,755666.0509,760253.8795,766040.9678,774071.3963,784900.1188,795381.1418,806837.672,815371.3787,819756.8599,818080.3317,814730.6619,813388.5969,813509.3499,812553.1587,814195.9784,818039.4287,825571.164,831345.773,833752.5044,830523.7014,823307.3871,816073.5653,813307.9887,813187.2172,814755.1273,816212.9603,820188.708,826861.0009,834722.0246,841457.3428,846148.6555
Hayward,296374.1429,298701.9285,300997.2215,301902.5575,303468.1378,304168.4413,303901.9635,302972.4711,301854.5585,300815.2147,299335.2256,296924.7374,294603.1908,291712.4305,289257.0358,286056.2231,282214.6207,277893.3508,275926.7905,274575.9241,274559.7185,272730.2281,270913.255,269196.1162,267510.545,266118.2491,263692.7228,261576.7131,260623.7177,261580.3585,264012.6506,267991.089,272956.6808,278392.5562,284030.5249,290107.2568,296674.4801,303007.3229,309751.523,317501.8143,328437.0368,340550.9444,353502.8942,365056.9179,375178.7354,383579.3779,390398.5938,396417.47,401321.8402,405477.4421,409849.9471,415657.7088,422286.6797,427618.2797,430605.6932,432677.8777,435235.87,438639.6154,442841.4879,447374.6339,451675.8565,455457.152,459464.1744,464592.1992,470657.5707,476375.9369,481724.5139,487754.5858,494573.2068,502090.6339,508607.1258,514862.7875,520877.7645,527406.6149,533484.0389,538419.0874,541479.32,543269.9935,544853.7936,546735.6723,548061.9453,550403.2385,553227.6744,558314.7842,563606.6336,569156.3784,573901.8361,579445.4598,584599.1387,589425.1166,592092.7336,595075.2952,599368.0278,606325.7983,614046.0571,623976.5264,634053.682,644454.8691,653334.5334,661288.3693,668895.353,675581.8324,679690.715,682681.571,684203.2765,685832.543,686255.0092,685414.6226,683187.2899,680171.5327,677952.9054,677236.9792,676126.4553,674743.1346,673016.7167,672337.3036,670908.8683,670204.1796,670023.7239,671545.5918
Whittier,336054.1577,335876.5691,336009.4692,337360.3221,340511.0715,340888.8597,340072.7047,336959.2336,334191.0463,331553.8964,329067.5733,327378.5171,326322.8735,326514.7348,325790.2851,324991.9513,321867.6082,320404.4841,318779.4395,317304.4355,314487.0513,311442.3259,310113.1542,309717.3375,309590.9493,308665.0744,306795.4773,304927.6781,303866.5597,304022.0193,305680.2852,309177.2757,314104.9444,319504.8243,324986.4717,330267.9301,333885.3609,335872.4822,336654.0299,338407.7033,342124.5283,347352.5933,353750.3549,360841.9715,368476.1714,376027.0939,382106.0977,387037.3516,389243.2321,390101.9172,390121.6634,391459.3667,393492.0952,395935.7293,398842.8024,402776.3872,408048.929,413499.0977,418600.1125,422704.5014,424809.3501,425175.6191,424745.149,425116.1391,426429.3467,428365.2795,429968.0428,430194.4323,428897.3483,426618.5795,423484.7747,420128.4973,422017.3327,429465.8872,440295.8672,448901.3102,454418.7174,458858.5516,459024.6963,456233.236,450652.7978,447226.7895,446414.0791,448228.7925,455065.4213,465593.7972,477670.869,486746.4989,492768.7842,496893.6963,496998.1676,495255.9004,493317.727,494134.0751,495947.5475,498750.1262,504135.2413,512015.3765,519964.4586,526245.8783,530812.3125,534030.1867,537194.887,541736.9764,547861.0759,554533.6671,559525.3015,562965.9172,561196.5606,555849.8174,548510.7365,543938.7405,541644.6457,540767.7311,542279.6118,546448.0606,553028.3698,559790.1524,566251.0306,571804.5174
