Year,City,% All Families,% With related children of householder under 18 years,% Householder worked,% Householder 65 years and over,% less than high school graduate,% High school graduate,"% Some college, associate degree",% Bachelor's degree or higher,% No related children under 18,% 1-2 related children under 18 ,% 3-4 related children under 18,% 5 or more related children under 18,% Family size 2,% Family size 3-4,% Family size 5-6,% Family size more than 7,% No workers in Family,% 1 workers in Family,% 2 workers in Family,% 3 or more workers in Family
2016,Castro Valley,7.0,9.0,5.6,3.6,35.5,16.2,8.2,1.7,5.1,9.7,6.8,0.0,8.6,6.9,0.0,0.0,17.1,6.6,4.9,6.3
2016,Chico,15.4,25.7,10.9,4.9,32.6,19.8,23.1,3.2,5.6,24.3,29.3,100.0,14.4,16.7,12.7,55.7,40.3,18.2,3.8,0.0
2016,Chino,12.4,18.1,9.5,3.3,25.6,7.3,12.4,7.6,6.0,8.7,49.5,-,11.3,4.3,31.2,18.9,26.3,19.6,7.9,2.5
2016,Chino Hills,5.5,5.8,4.9,4.1,42.5,0.0,3.7,5.1,5.2,6.7,0.0,-,9.9,4.6,0.0,0.0,16.4,12.8,0.0,0.0
2016,Chula Vista,9.4,12.8,5.6,10.4,24.7,12.3,8.7,0.6,5.3,13.1,12.1,0.0,12.1,8.9,5.9,7.2,30.4,13.8,2.1,1.3
2016,Citrus Heights,8.5,17.7,7.0,1.2,22.4,12.7,6.9,2.2,1.6,13.9,36.0,63.6,3.5,11.1,28.0,24.1,16.3,11.8,3.9,5.0
2016,Clovis,10.3,17.0,5.6,2.7,34.1,21.0,7.4,1.0,3.1,12.5,26.8,52.5,4.8,13.5,12.7,26.7,33.4,15.6,2.1,0.0
2016,Compton,21.7,30.4,19.1,8.2,26.9,21.3,18.5,9.5,4.7,24.6,42.6,53.9,20.1,14.5,21.4,46.5,34.5,31.0,17.6,8.6
2016,Concord,7.7,12.1,7.6,7.9,20.5,5.3,4.8,7.9,3.3,12.9,6.5,0.0,6.9,8.1,9.5,0.0,6.6,14.2,1.5,9.4
2016,Corona,9.2,11.5,6.8,5.3,28.0,14.2,5.1,3.7,7.1,11.0,13.5,22.0,7.7,10.1,4.6,30.3,20.5,18.8,2.9,1.4
2016,Costa Mesa,6.9,11.6,4.8,2.4,12.2,11.6,4.7,3.2,2.2,9.5,21.6,-,2.4,8.9,15.0,0.0,27.1,8.0,3.7,5.4
2016,Daly City,4.9,6.5,2.2,7.9,7.4,4.1,6.5,3.8,4.0,7.4,1.8,0.0,8.2,3.6,1.6,0.0,32.3,7.1,2.2,0.0
2016,Davis,5.8,8.9,3.0,0.0,24.1,3.8,18.8,2.9,3.5,10.7,0.0,0.0,5.7,4.6,12.2,0.0,13.1,9.8,2.4,0.0
2016,Downey,6.8,9.4,4.8,7.0,15.9,10.5,2.4,2.9,3.5,10.5,5.0,0.0,8.7,6.4,7.1,0.0,27.4,11.1,3.3,0.8
2016,East Los Angeles,14.7,20.1,10.8,9.2,18.5,13.1,6.9,15.5,6.7,16.0,25.9,75.5,13.5,15.0,16.2,10.0,47.3,19.0,6.1,1.8
2016,El Cajon,19.2,29.2,10.6,4.7,38.4,22.7,16.8,3.7,4.8,15.9,61.4,100.0,8.1,16.3,40.2,47.5,50.7,24.4,3.1,2.0
2016,Elk Grove,6.2,6.5,1.8,10.6,19.5,13.7,7.0,1.4,5.8,5.4,9.1,28.3,7.3,5.4,6.0,10.8,26.5,4.5,3.0,2.0
2016,El Monte,17.9,27.0,14.4,9.8,24.1,21.0,9.6,2.5,6.5,20.9,46.6,28.6,15.8,17.4,22.6,11.8,42.8,34.5,6.5,1.6
2016,Escondido,12.5,20.4,11.5,3.8,23.2,17.3,8.9,2.8,2.4,16.8,33.6,51.3,7.8,14.5,15.3,17.8,22.2,27.6,3.9,2.4
2016,Fairfield,8.9,14.8,5.6,7.3,24.6,8.9,9.5,0.5,2.8,14.9,14.5,0.0,5.1,12.0,10.7,0.0,34.4,8.6,3.3,1.0
2016,Florence-Graham,26.1,33.2,22.5,19.9,27.6,23.4,28.7,8.8,11.6,26.8,50.0,23.1,21.7,21.5,38.7,22.9,47.1,43.0,14.4,1.8
2016,Folsom,4.9,6.4,4.1,1.7,58.9,4.9,4.5,2.8,2.8,5.3,11.5,-,6.4,2.5,7.3,0.0,5.6,12.1,0.9,0.0
2016,Fontana,10.6,14.8,7.0,9.2,18.1,13.8,6.1,2.9,5.4,12.1,16.9,49.1,9.6,10.5,10.0,21.4,31.0,18.7,4.7,0.5
2016,Fremont,1.6,1.8,1.3,0.8,2.1,3.6,0.3,1.5,1.3,2.0,0.0,0.0,1.5,1.7,1.4,0.0,4.2,3.7,0.2,0.0
2016,Fresno,24.5,34.8,16.1,7.7,47.9,29.3,18.5,6.6,10.7,28.2,50.8,50.5,20.1,24.7,32.2,27.1,52.9,35.4,6.4,2.4
2016,Fullerton,9.0,16.4,7.4,1.8,24.3,19.7,3.3,4.6,2.4,13.3,22.6,60.8,4.7,7.9,17.3,29.0,23.6,15.6,4.4,0.8
2016,Garden Grove,9.8,14.3,6.7,7.8,18.4,16.1,5.7,1.4,4.9,13.5,17.3,12.6,7.7,11.4,9.8,7.5,26.4,17.7,4.2,1.5
2016,Glendale,11.1,15.0,6.6,8.4,17.9,23.3,11.1,4.7,8.6,13.8,25.4,23.0,8.8,12.2,15.3,13.5,33.6,14.3,3.7,6.8
2016,Hawthorne,14.4,22.4,14.4,2.1,27.9,17.1,5.6,8.9,2.9,16.5,51.7,0.0,11.2,15.9,22.4,0.0,23.9,26.5,5.0,0.0
2016,Hayward,8.4,11.3,3.4,11.9,20.8,10.2,5.1,3.3,5.7,9.1,16.9,37.4,8.5,8.2,9.9,5.0,43.2,11.4,2.2,1.4
2016,Hemet,18.8,23.0,17.5,8.4,28.4,22.0,16.8,5.4,14.1,17.4,31.7,77.4,15.4,19.7,27.5,12.7,29.9,22.3,0.0,0.0
2016,Hesperia,15.7,21.0,9.3,3.3,18.8,17.7,14.9,3.9,9.5,15.0,31.0,56.5,9.9,15.3,19.5,38.4,32.6,21.2,3.9,0.0
2016,Huntington Beach,5.0,9.4,3.0,2.6,17.3,5.3,7.6,1.4,2.0,7.5,14.4,81.1,3.3,4.9,10.1,50.4,10.0,8.4,1.1,3.9
2016,Indio,13.2,22.5,8.1,9.3,23.6,21.1,6.0,2.2,5.3,17.7,31.6,37.4,7.4,19.0,12.7,27.4,24.6,15.5,4.9,3.8
2016,Inglewood,13.8,19.0,10.9,9.2,19.1,24.0,12.2,2.9,8.9,16.4,35.9,0.0,15.2,11.4,12.5,33.7,51.9,19.5,4.6,0.0
2016,Irvine,5.7,6.2,1.4,11.1,0.0,2.2,6.3,5.9,5.0,6.0,6.6,100.0,5.6,5.1,9.1,18.0,40.1,3.2,1.0,0.0
2016,Jurupa Valley,15.2,19.3,7.0,17.0,21.8,18.0,10.8,3.8,10.1,15.3,30.2,24.8,12.1,16.0,19.3,9.2,51.8,22.8,6.8,2.3
2016,Laguna Niguel,4.7,6.5,2.8,4.6,38.2,18.4,3.9,1.4,3.6,6.5,0.0,55.6,4.9,4.7,0.0,36.8,14.0,9.3,0.5,0.0
2016,Lake Forest,7.0,9.1,1.1,15.2,23.8,16.3,6.6,2.5,5.5,5.5,27.8,-,7.8,5.5,8.9,17.7,41.9,7.2,1.3,0.0
2016,Lakewood,7.6,8.9,4.8,11.9,23.4,19.5,4.2,3.6,6.1,6.6,19.2,66.2,8.2,5.4,12.5,11.1,21.7,14.4,2.0,2.6
2016,Lancaster,20.8,27.5,9.3,18.2,40.9,23.4,18.7,5.8,13.3,24.8,29.5,100.0,17.6,19.8,28.0,35.8,69.6,17.7,2.1,2.9
2016,Livermore,3.8,3.5,1.2,3.7,22.1,6.0,4.7,0.4,4.1,3.6,3.1,-,6.3,2.1,0.0,18.5,22.6,5.0,0.0,0.8
2016,Long Beach,14.0,21.1,10.2,6.0,31.3,16.0,10.9,3.4,5.9,16.9,33.3,94.5,9.7,12.0,24.7,35.1,36.9,22.4,4.0,2.6
2016,Los Angeles,15.3,23.8,12.1,6.8,29.4,19.0,13.0,4.2,7.4,20.3,37.2,43.5,11.7,16.4,20.9,20.1,36.5,24.9,6.2,3.3
2016,Lynwood,19.5,26.4,16.1,6.8,28.3,12.7,3.1,24.0,5.3,18.0,40.9,22.7,7.2,22.2,27.3,0.0,70.8,31.5,10.1,2.8
2016,Manteca,6.5,10.6,3.0,6.4,12.8,5.0,8.3,0.0,1.6,6.8,22.6,0.0,2.9,7.8,10.6,0.0,26.1,8.4,1.7,0.0
2016,Menifee,5.9,6.3,5.1,5.6,14.8,8.3,4.4,4.0,5.6,3.8,14.3,-,4.8,7.2,6.7,0.0,9.2,10.1,3.2,0.0
2016,Merced,27.5,36.0,17.4,8.0,43.2,36.4,21.7,1.6,11.9,31.6,44.3,43.3,25.0,31.9,20.6,28.6,60.0,33.9,3.6,0.0
2016,Milpitas,3.9,6.4,4.0,2.1,6.5,3.9,7.9,1.9,0.9,3.9,20.0,-,4.4,3.5,5.6,0.0,7.9,9.8,0.5,0.0
2016,Mission Viejo,3.2,4.7,1.4,3.1,0.0,15.1,3.5,1.5,2.1,1.3,22.6,-,2.5,1.7,12.1,0.0,13.3,6.8,0.3,0.0
2016,Modesto,9.2,11.2,7.3,6.9,17.4,12.7,7.0,2.5,6.7,7.5,20.0,33.8,7.5,7.9,13.2,28.4,22.9,10.1,4.3,2.4
2016,Moreno Valley,13.8,19.7,8.5,9.1,23.6,16.1,7.6,9.5,4.7,14.8,33.3,29.3,8.1,14.3,19.8,13.3,42.3,21.8,3.6,3.0
2016,Mountain View,6.1,9.2,6.0,3.6,36.0,8.3,1.9,2.4,2.9,4.8,29.6,100.0,5.2,2.7,20.8,27.5,8.8,17.0,0.4,0.0
2016,Murrieta,8.1,14.2,6.0,1.1,15.9,12.4,9.9,2.9,1.3,14.4,14.9,0.0,3.6,12.0,2.5,25.4,25.4,11.8,2.9,0.0
2016,Napa,4.6,6.0,4.0,3.4,5.3,12.7,4.6,1.8,3.2,5.1,13.0,0.0,5.9,3.4,3.8,0.0,10.9,10.5,1.2,0.0
2016,Newport Beach,3.1,3.0,2.0,1.9,49.2,0.0,3.4,2.5,3.2,3.8,0.0,-,3.8,2.7,0.0,0.0,7.9,4.1,0.8,0.0
2016,Norwalk,13.0,20.5,10.7,7.6,18.1,14.6,12.6,7.0,5.5,17.4,24.6,58.4,6.5,18.2,13.0,11.7,36.9,20.1,3.9,0.0
2016,Oakland,15.6,24.0,9.8,7.9,32.9,19.1,18.0,3.7,7.2,18.7,46.5,59.7,11.6,17.1,21.0,26.9,48.2,25.3,4.7,0.8
2016,Oceanside,7.3,14.0,6.0,1.3,14.6,14.5,5.7,2.4,2.2,12.1,14.6,58.7,3.9,12.6,5.7,10.4,11.8,13.4,3.1,1.7
2016,Ontario,12.9,18.4,9.7,6.2,27.0,13.9,6.9,1.8,5.4,11.0,37.6,64.7,10.0,11.1,19.8,16.7,34.4,22.4,5.9,0.0
2016,Orange,4.8,8.7,2.5,2.5,12.4,8.0,2.8,2.6,0.9,8.1,11.5,0.0,2.4,6.2,7.1,0.0,16.1,9.6,0.8,0.0
2016,Oxnard,11.0,15.3,7.1,5.4,21.9,12.4,3.5,3.3,4.7,12.6,21.2,27.5,7.4,11.3,13.0,18.2,29.7,18.7,3.2,2.6
2016,Palmdale,16.2,21.8,10.7,7.4,24.4,15.0,17.9,4.1,6.9,20.3,22.5,59.5,13.1,17.7,16.3,20.9,48.2,16.7,7.8,1.7
2016,Palo Alto,8.4,10.9,2.4,9.7,0.0,60.7,13.3,5.4,6.0,11.5,6.2,-,8.1,8.7,8.4,-,35.6,4.2,0.6,4.9
2016,Pasadena,8.4,13.8,5.0,8.7,24.0,10.3,11.2,3.4,4.3,10.4,26.8,100.0,9.5,5.9,7.9,35.2,28.1,14.2,1.3,2.5
2016,Perris,20.1,25.6,14.0,7.3,21.0,28.4,16.1,6.7,9.0,21.6,29.6,100.0,21.8,20.5,17.4,25.9,57.9,31.7,3.8,1.4
2016,Pittsburg,7.0,9.7,5.7,2.5,7.5,13.6,2.0,6.7,3.6,7.1,11.6,100.0,5.6,4.0,10.3,24.0,17.7,11.3,1.9,4.5
2016,Pleasanton,4.1,4.7,0.6,2.2,-,23.5,3.8,2.4,3.5,3.7,12.3,-,3.7,3.7,8.5,-,17.3,4.3,0.0,4.1
2016,Pomona,17.1,24.5,12.7,8.1,23.3,20.8,11.5,8.1,6.3,18.2,44.1,24.1,13.5,18.5,18.2,17.0,33.5,31.5,11.2,5.4
2016,Rancho Cordova,9.8,14.4,6.6,9.4,36.0,8.7,7.1,5.9,5.3,12.7,14.6,67.0,7.0,12.3,5.5,32.9,28.8,11.5,4.6,0.0
2016,Rancho Cucamonga,6.0,9.6,4.5,0.8,28.1,9.4,2.9,3.8,2.5,8.8,12.4,30.4,4.7,5.3,11.1,5.0,17.3,11.9,1.2,2.4
2016,Redding,11.9,21.7,11.6,1.4,18.8,13.3,14.9,3.9,4.4,18.9,33.6,100.0,10.4,11.8,15.9,80.8,16.8,21.5,1.9,0.0
2016,Redlands,7.5,8.1,4.1,12.3,38.2,9.1,6.4,1.8,6.9,4.6,23.0,-,5.0,5.3,12.5,56.9,30.7,8.6,1.0,6.8
2016,Redondo Beach,1.9,3.0,1.4,0.0,13.0,6.5,1.1,0.9,N,N,N,N,N,N,N,N,2.8,2.3,1.6,0.0
2016,Redwood City,4.1,6.2,3.7,1.4,18.3,8.5,3.7,0.4,2.4,2.6,22.1,-,3.5,1.4,18.3,0.0,8.8,11.3,2.2,0.0
2016,Rialto,15.1,21.0,11.5,6.7,14.9,20.0,13.1,8.4,4.8,16.0,33.7,19.9,12.5,14.6,18.0,17.6,36.0,25.3,5.4,4.9
2016,Richmond,12.5,15.9,6.6,11.2,34.6,11.4,6.8,3.9,8.7,14.2,21.7,25.1,10.8,16.0,7.9,11.2,38.6,18.6,3.0,1.0
2016,Riverside,10.3,15.3,6.4,5.2,18.4,15.2,7.6,4.4,4.1,12.7,22.8,49.2,8.5,9.9,11.9,26.2,29.2,15.6,3.4,2.6
2016,Roseville,5.8,5.2,2.0,12.1,29.1,8.6,4.8,3.8,6.4,2.7,16.0,-,8.5,2.7,6.8,0.0,24.0,5.4,0.3,0.0
2016,Sacramento,15.4,23.8,11.9,9.0,27.7,20.3,17.5,4.2,6.4,19.2,38.9,37.7,10.1,18.0,22.1,22.1,33.5,23.5,4.2,4.7
2016,Salinas,12.7,16.9,10.5,11.1,21.7,3.8,9.7,4.2,6.4,14.5,24.2,21.4,12.3,14.0,8.6,19.4,41.7,25.5,3.2,5.1
2016,San Bernardino,25.5,36.6,22.4,8.3,31.7,32.8,20.3,3.0,6.4,26.1,48.9,79.0,14.0,26.2,34.9,31.3,47.2,38.1,10.7,2.2
2016,San Buenaventura (Ventura),4.2,4.5,1.5,2.4,8.9,7.9,3.3,3.0,3.9,4.5,4.2,-,4.3,4.5,2.8,0.0,12.6,3.5,0.5,6.6
2016,San Clemente,3.6,8.4,3.6,0.0,2.8,14.5,5.3,1.2,0.0,10.4,0.0,0.0,N,N,N,N,7.3,7.1,0.0,0.0
2016,San Diego,8.5,12.8,5.7,5.5,25.0,11.7,6.9,3.8,4.5,11.1,19.4,37.5,6.9,8.2,14.0,15.4,23.3,13.4,2.7,2.1
2016,San Francisco,5.6,8.0,3.5,6.3,17.5,10.6,5.4,2.0,4.1,7.0,14.5,14.7,5.6,5.1,7.9,4.6,20.6,8.5,1.4,0.8
2016,San Jose,6.9,9.4,4.8,5.5,16.3,11.3,7.4,2.3,4.0,6.9,19.4,33.8,5.9,6.6,8.4,12.5,22.2,11.5,3.0,1.0
2016,San Leandro,7.4,7.3,3.4,9.2,14.8,11.6,4.3,3.4,7.5,6.6,13.8,0.0,5.3,8.8,11.2,0.0,16.7,8.6,5.0,0.0
2016,San Marcos,7.2,11.3,7.7,0.0,19.7,23.7,3.4,1.0,1.5,6.3,22.5,-,2.3,10.4,9.8,0.0,4.7,17.0,2.5,0.0
2016,San Mateo,3.7,5.7,2.9,4.1,14.8,9.6,5.6,0.3,1.9,1.8,32.3,0.0,3.1,2.4,11.5,0.0,11.5,5.9,1.9,0.0
2016,San Ramon,2.4,2.0,0.4,10.8,N,N,N,N,3.1,2.2,0.0,-,4.0,2.0,0.0,0.0,23.7,3.9,0.4,0.0
2016,Santa Ana,14.3,19.6,7.9,9.2,20.4,14.0,7.1,4.0,6.1,13.8,33.6,15.5,8.5,15.3,18.4,11.3,49.8,24.7,5.6,5.4
2016,Santa Barbara,8.9,15.3,8.1,7.1,31.7,0.0,6.0,4.4,3.5,12.5,28.8,0.0,7.6,6.2,25.4,53.0,18.0,16.3,1.7,4.4
2016,Santa Clara,3.6,5.9,2.7,2.2,22.6,13.5,2.0,0.2,1.2,4.8,13.9,-,1.7,5.6,2.6,0.0,15.1,5.7,0.6,0.0
2016,Santa Clarita,3.8,6.9,2.9,1.0,15.6,7.4,2.6,1.2,1.4,5.9,13.8,0.0,1.5,4.8,7.5,4.1,10.3,7.0,1.4,0.7
2016,Santa Maria,14.6,15.3,12.2,11.3,25.3,14.7,6.2,4.7,13.5,9.6,19.4,39.1,9.3,20.2,13.2,11.4,26.0,30.1,7.0,3.8
2016,Santa Monica,6.1,9.3,5.0,3.8,18.8,9.6,11.3,3.6,4.2,7.8,16.3,-,4.7,6.3,9.9,100.0,11.6,8.0,3.2,7.0
2016,Santa Rosa,5.6,7.9,4.6,3.2,5.5,10.8,5.6,3.6,3.5,5.6,16.8,0.0,7.0,2.8,10.8,0.0,12.8,10.9,0.8,0.8
2016,Simi Valley,2.6,4.0,1.1,0.0,10.0,0.8,3.5,0.7,1.3,4.2,2.9,0.0,3.1,2.4,1.4,0.0,7.0,6.2,0.3,0.0
2016,South Gate,17.9,22.0,15.8,16.2,22.2,22.8,10.7,0.0,11.8,17.5,33.7,39.1,15.9,18.8,16.7,24.2,43.2,28.3,10.5,0.7
2016,South San Francisco,5.4,10.8,3.7,6.6,8.1,18.7,2.1,0.0,N,N,N,N,3.1,6.4,0.0,30.0,18.0,12.6,0.0,4.6
2016,Stockton,14.2,19.4,7.4,10.7,22.3,19.7,11.4,3.3,7.1,17.0,25.1,31.4,11.4,18.2,10.9,15.3,42.1,18.5,3.5,0.9
2016,Sunnyvale,5.1,6.6,3.1,7.9,18.0,5.9,11.0,2.2,3.5,6.1,11.9,0.0,6.7,2.6,10.6,0.0,24.8,7.9,0.8,0.0
2016,Temecula,6.1,7.6,5.2,3.1,13.0,4.9,9.3,1.9,4.1,5.2,19.0,0.0,6.7,3.2,13.5,7.8,17.8,8.1,3.2,2.8
2016,Thousand Oaks,4.4,6.3,1.9,5.8,11.1,7.6,7.4,1.8,2.9,6.5,4.8,-,4.4,3.8,5.9,24.7,17.6,4.7,0.0,5.5
2016,Torrance,3.1,4.9,1.2,3.0,6.5,5.2,3.6,2.0,1.5,5.5,0.0,-,3.8,2.4,3.4,0.0,13.5,3.6,0.7,0.9
2016,Tracy,4.4,5.8,3.9,4.7,5.3,8.0,3.6,2.3,2.6,2.4,19.2,0.0,7.1,2.6,6.6,0.0,13.5,10.2,0.6,0.0
2016,Turlock,10.9,14.4,5.4,8.6,22.8,8.0,7.7,4.8,6.8,13.2,20.2,-,11.7,10.5,12.1,0.0,34.9,14.7,0.0,0.0
2016,Tustin,8.4,9.8,7.1,10.0,16.9,16.2,7.0,4.4,6.7,6.9,25.3,17.2,5.7,10.0,11.7,0.0,25.3,17.2,2.6,1.6
2016,Union City,3.6,4.7,3.3,5.9,12.2,4.0,2.2,3.1,2.8,4.7,2.1,28.6,4.2,3.5,2.0,5.5,13.9,5.7,1.9,0.0
2016,Upland,11.3,20.1,8.5,1.7,36.0,6.6,9.6,4.7,5.8,11.9,47.1,80.4,8.7,10.8,15.4,63.5,19.2,19.7,2.5,7.4
2016,Vacaville,3.5,3.7,1.5,5.0,11.7,8.5,1.4,3.4,3.2,2.9,7.9,-,3.7,4.4,1.0,0.0,17.0,3.5,1.8,0.0
2016,Vallejo,11.4,22.1,9.9,4.3,29.6,15.9,8.8,2.9,3.4,12.9,46.7,41.3,6.9,10.8,23.6,34.2,22.9,17.3,5.4,1.2
2016,Victorville,17.0,20.9,12.8,9.9,41.3,10.5,15.9,9.1,9.7,12.0,39.9,71.1,13.0,13.4,22.1,45.7,44.6,18.8,3.5,5.7
2016,Visalia,17.0,19.9,10.4,13.7,43.3,16.1,14.4,0.5,13.0,10.3,54.3,35.0,18.9,7.2,48.5,30.7,37.4,24.6,5.1,0.0
2016,Vista,8.4,11.4,4.9,3.4,16.8,11.2,4.3,2.5,3.7,6.9,35.2,0.0,4.4,6.2,18.4,26.2,18.9,17.3,3.4,0.0
2016,Walnut Creek,3.7,6.5,2.9,2.4,N,N,N,N,N,N,N,N,N,N,N,N,9.6,6.6,0.0,0.0
2016,West Covina,6.7,11.1,4.9,2.1,10.6,9.5,7.5,2.8,2.4,7.2,18.2,100.0,2.2,7.3,11.1,12.6,10.1,10.1,5.7,1.1
2016,Westminster,15.4,19.5,12.7,2.8,24.1,31.3,10.5,6.0,11.9,16.4,26.3,60.7,19.1,10.8,14.3,33.5,27.7,22.8,6.5,8.1
2016,Whittier,6.8,10.6,3.2,5.8,6.3,15.4,5.5,0.9,2.4,11.0,9.1,0.0,5.6,5.7,13.5,0.0,23.5,13.6,0.2,1.2
2016,Yorba Linda,4.1,5.5,4.3,2.8,0.0,9.9,6.3,2.3,2.6,3.5,14.7,-,3.1,4.4,1.7,44.9,6.5,6.3,1.4,5.7
2016,Yuba City,13.0,20.0,11.2,0.0,16.4,37.9,5.9,0.0,4.9,15.9,27.4,49.5,8.0,12.7,22.0,32.2,20.1,21.9,6.0,0.0
