Year,City,Total,Total Occupied,Renter occupied
2019,Milpitas,"26,052","16,756","9,296"
2019,Mission Viejo,,,
2019,Modesto,"71,325","39,184","32,141"
2019,Moreno Valley,"52,220","31,250","20,970"
2019,Mountain View,"35,456","14,145","21,311"
2019,Murrieta,"33,792","22,272","11,520"
2019,Napa,"28,819","17,642","11,177"
2019,Newport Beach,"37,035","21,436","15,599"
2019,Norwalk,"26,257","17,598","8,659"
2019,Oakland,"168,413","69,556","98,857"
2019,Oceanside,"60,235","37,246","22,989"
2019,Ontario,"49,894","28,031","21,863"
2019,Orange,"43,492","25,086","18,406"
2019,Oxnard,"50,739","28,265","22,474"
2019,Palmdale,"41,538","27,533","14,005"
2019,Palo Alto,"25,168","13,950","11,218"
2019,Pasadena,"56,668","21,518","35,150"
2019,Perris,"17,582","11,463","6,119"
2019,Pittsburg,"21,273","11,525","9,748"
2019,Pleasanton,"28,994","18,949","10,045"
2019,Pomona,"40,579","21,308","19,271"
2019,Rancho Cordova,"24,907","12,753","12,154"
2019,Rancho Cucamonga,"59,497","38,075","21,422"
2019,Redding,"37,757","20,847","16,910"
2019,Redlands,,,
2019,Redondo Beach,,,
2019,Redwood City,"32,199","14,639","17,560"
2019,Rialto,"24,751","15,205","9,546"
2019,Richmond,"36,634","16,167","20,467"
2019,Riverside,"87,189","46,373","40,816"
2019,Rocklin,,,
2019,Roseville,"53,093","36,191","16,902"
2019,Sacramento,"191,911","93,509","98,402"
2019,Salinas,"39,862","18,025","21,837"
2019,San Bernardino,"60,308","29,081","31,227"
2019,San Buenaventura (Ventura),"40,513","20,801","19,712"
2019,San Clemente,,,
2019,San Diego,"512,530","238,126","274,404"
2019,San Francisco,"365,851","135,852","229,999"
2019,San Jose,"327,894","180,993","146,901"
2019,San Leandro,"31,691","17,488","14,203"
2019,San Marcos,"30,852","19,937","10,915"
2019,San Mateo,"39,564","19,754","19,810"
2019,San Ramon,,,
2019,Santa Ana,"79,704","34,481","45,223"
2019,Santa Barbara,"38,674","14,571","24,103"
2019,Santa Clara,"46,608","19,254","27,354"
2019,Santa Clarita,"69,975","50,930","19,045"
2019,Santa Cruz,"22,166","8,785","13,381"
2019,Santa Maria,"27,079","13,565","13,514"
2019,Santa Monica,"45,096","12,701","32,395"
2019,Santa Rosa,"65,590","35,898","29,692"
2019,Simi Valley,"42,117","30,183","11,934"
2019,South Gate,"23,559","9,777","13,782"
2019,South San Francisco,"22,355","13,587","8,768"
2019,Stockton,"96,149","47,869","48,280"
2019,Sunnyvale,"55,424","24,484","30,940"
2019,Temecula,"35,638","22,125","13,513"
2019,Thousand Oaks,"44,618","30,191","14,427"
2019,Torrance,"55,483","30,169","25,314"
2019,Tracy,"26,771","16,512","10,259"
2019,Tulare,"18,170","10,360","7,810"
2019,Turlock,"25,718","14,793","10,925"
2019,Tustin,"24,125","13,108","11,017"
2019,Union City,"22,469","15,529","6,940"
2019,Upland,"26,201","14,450","11,751"
2019,Vacaville,"32,560","20,127","12,433"
2019,Vallejo,"42,200","24,351","17,849"
2019,Victorville,"32,188","16,654","15,534"
2019,Visalia,"45,878","26,200","19,678"
2019,Vista,"31,075","14,209","16,866"
2019,Walnut Creek,,,
2019,West Covina,"30,682","17,788","12,894"
2019,Westminster,"26,984","12,741","14,243"
2019,Whittier,"26,884","16,380","10,504"
2019,Yorba Linda,,,
2019,Yuba City,"24,393","13,304","11,089"
