Year,City,% All Families,% With related children of householder under 18 years,% Householder worked,% Householder 65 years and over,% less than high school graduate,% High school graduate,"% Some college, associate degree",% Bachelor's degree or higher,% No related children under 18,% 1-2 related children under 18 ,% 3-4 related children under 18,% 5 or more related children under 18,% No own children under 18,% 1-2 own children under 18 ,% 3-4 own children under 18,% 5 or more own children under 18,% Family size 2,% Family size 3-4,% Family size 5-6,% Family size more than 7,% No workers in Family,% 1 workers in Family,% 2 workers in Family,% 3 or more workers in Family,% Owner occupied,% Renter occupied
2016,Santa Maria ,14.6,15.3,12.2,11.3,25.3,14.7,6.2,4.7,13.5,9.6,19.4,39.1,12.5,10.1,23.9,54.6,9.3,20.2,13.2,11.4,26,30.1,7,3.8,5.1,23
2016,Santa Monica ,6.1,9.3,5,3.8,18.8,9.6,11.3,3.6,4.2,7.8,16.3,-,4,10,9,-,4.7,6.3,9.9,100,11.6,8,3.2,7,3.2,8.6
2016,Santa Rosa ,5.6,7.9,4.6,3.2,5.5,10.8,5.6,3.6,3.5,5.6,16.8,0,3.3,6.8,17.4,0,7,2.8,10.8,0,12.8,10.9,0.8,0.8,2.4,10.3
2016,Simi Valley ,2.6,4,1.1,0,10,0.8,3.5,0.7,1.3,4.2,2.9,0,1.3,4.5,3.2,0,3.1,2.4,1.4,0,7,6.2,0.3,0,2.2,3.7
2016,South Gate ,17.9,22,15.8,16.2,22.2,22.8,10.7,0,11.8,17.5,33.7,39.1,13.3,19.5,29.5,66.9,15.9,18.8,16.7,24.2,43.2,28.3,10.5,0.7,6.7,27
2016,South San Francisco ,5.4,10.8,3.7,6.6,8.1,18.7,2.1,0,N,N,N,N,2.1,10.8,10.5,-,3.1,6.4,0,30,18,12.6,0,4.6,1.3,11.7
2016,Stockton ,14.2,19.4,7.4,10.7,22.3,19.7,11.4,3.3,7.1,17,25.1,31.4,7.8,18.5,26.1,38,11.4,18.2,10.9,15.3,42.1,18.5,3.5,0.9,4.6,23.3
2016,Sunnyvale ,5.1,6.6,3.1,7.9,18,5.9,11,2.2,3.5,6.1,11.9,0,5.1,4.3,12.3,-,6.7,2.6,10.6,0,24.8,7.9,0.8,0,4.2,6
2016,Temecula ,6.1,7.6,5.2,3.1,13,4.9,9.3,1.9,4.1,5.2,19,0,4.3,4.9,22.7,-,6.7,3.2,13.5,7.8,17.8,8.1,3.2,2.8,2.1,13.6
2016,Thousand Oaks ,4.4,6.3,1.9,5.8,11.1,7.6,7.4,1.8,2.9,6.5,4.8,-,3.8,5,6.2,-,4.4,3.8,5.9,24.7,17.6,4.7,0,5.5,2.6,10.6
2016,Torrance ,3.1,4.9,1.2,3,6.5,5.2,3.6,2,1.5,5.5,0,-,2.3,4.5,0,-,3.8,2.4,3.4,0,13.5,3.6,0.7,0.9,1.8,4.8
2016,Tracy ,4.4,5.8,3.9,4.7,5.3,8,3.6,2.3,2.6,2.4,19.2,0,2.4,2.6,20.9,0,7.1,2.6,6.6,0,13.5,10.2,0.6,0,2.2,7.6
2016,Turlock ,10.9,14.4,5.4,8.6,22.8,8,7.7,4.8,6.8,13.2,20.2,-,6.2,13.9,24.2,-,11.7,10.5,12.1,0,34.9,14.7,0,0,2.5,20.9
2016,Tustin ,8.4,9.8,7.1,10,16.9,16.2,7,4.4,6.7,6.9,25.3,17.2,7.6,5.8,23.8,100,5.7,10,11.7,0,25.3,17.2,2.6,1.6,7,9.8
2016,Union City ,3.6,4.7,3.3,5.9,12.2,4,2.2,3.1,2.8,4.7,2.1,28.6,3,4.5,3,28.6,4.2,3.5,2,5.5,13.9,5.7,1.9,0,2.5,6
2016,Upland ,11.3,20.1,8.5,1.7,36,6.6,9.6,4.7,5.8,11.9,47.1,80.4,5.8,14.1,50.7,80.4,8.7,10.8,15.4,63.5,19.2,19.7,2.5,7.4,3.9,20
2016,Vacaville ,3.5,3.7,1.5,5,11.7,8.5,1.4,3.4,3.2,2.9,7.9,-,3.5,2.4,9.8,-,3.7,4.4,1,0,17,3.5,1.8,0,2.6,5.2
2016,Vallejo ,11.4,22.1,9.9,4.3,29.6,15.9,8.8,2.9,3.4,12.9,46.7,41.3,5.1,14.5,45.9,100,6.9,10.8,23.6,34.2,22.9,17.3,5.4,1.2,2.3,21.8
2016,Victorville ,17,20.9,12.8,9.9,41.3,10.5,15.9,9.1,9.7,12,39.9,71.1,13.7,11.5,46,71.4,13,13.4,22.1,45.7,44.6,18.8,3.5,5.7,10.3,23.8
2016,Visalia ,17,19.9,10.4,13.7,43.3,16.1,14.4,0.5,13,10.3,54.3,35,13.5,9.6,51.6,65.6,18.9,7.2,48.5,30.7,37.4,24.6,5.1,0,7.7,31.9
2016,Vista ,8.4,11.4,4.9,3.4,16.8,11.2,4.3,2.5,3.7,6.9,35.2,0,5.8,6.6,38.2,0,4.4,6.2,18.4,26.2,18.9,17.3,3.4,0,4.2,12.4
2016,Walnut Creek ,3.7,6.5,2.9,2.4,N,N,N,N,N,N,N,N,2,3,26,-,N,N,N,N,9.6,6.6,0,0,1.8,7.7
2016,West Covina ,6.7,11.1,4.9,2.1,10.6,9.5,7.5,2.8,2.4,7.2,18.2,100,2.9,8.8,21.4,-,2.2,7.3,11.1,12.6,10.1,10.1,5.7,1.1,2.7,13.3
2016,Westminster ,15.4,19.5,12.7,2.8,24.1,31.3,10.5,6,11.9,16.4,26.3,60.7,11.5,18.1,31.5,-,19.1,10.8,14.3,33.5,27.7,22.8,6.5,8.1,4.2,27.8
2016,Whittier ,6.8,10.6,3.2,5.8,6.3,15.4,5.5,0.9,2.4,11,9.1,0,5.7,7.9,8.5,0,5.6,5.7,13.5,0,23.5,13.6,0.2,1.2,3.2,12.3
2016,Yorba Linda ,4.1,5.5,4.3,2.8,0,9.9,6.3,2.3,2.6,3.5,14.7,-,2.5,3.8,15,-,3.1,4.4,1.7,44.9,6.5,6.3,1.4,5.7,2.6,12.3
2016,Yuba City ,13,20,11.2,0,16.4,37.9,5.9,0,4.9,15.9,27.4,49.5,4.4,18.6,19.3,100,8,12.7,22,32.2,20.1,21.9,6,0,2.5,22.9
2017,Alameda ,7,11.4,5.1,2.6,10,0,17.6,2.9,1.6,9.6,25.6,-,2.8,9.1,25.6,-,6.7,9.1,0,0,24.3,10.4,2,0,0.4,16.2
2017,Alhambra ,11.2,13.6,5.3,14.3,27.6,12.1,7.5,6.2,9.9,13.4,15,-,10.2,13,17.2,-,13.4,10.1,7.3,0,39.4,11.1,3.3,1.5,7.7,13.9
2017,Anaheim ,13.4,20,10.2,8,24.7,15.3,9.7,6.1,5.1,17.5,29,28,5.8,18.6,31.8,79.9,12.1,13.5,13,21.3,31.6,27.5,3.9,3.8,4.2,21.6
2017,Antioch ,16.2,23.8,12.5,6.6,29.4,27.2,11.2,1.5,6.7,16.3,47.8,0,6.9,20.1,45.7,0,14.6,13.8,22.7,29,38.2,24.7,2.4,4.1,5.8,34.3
2017,Apple Valley town,17.7,29.4,17.8,10.1,31.1,16.9,19,2.5,4.5,31.4,12.7,53.6,7.8,32.8,13.1,29.1,7.8,25.8,22.8,12,29.3,25.8,1.5,0,6.6,38.3
2017,Arden-Arcade,16.8,25,15.2,9.1,45.2,17.8,15.5,10.3,6,24.6,20,100,6.8,24.3,22.5,100,8.6,23.7,21.6,0,34.9,23.8,3.9,0,2.2,29
2017,Bakersfield ,13,17.5,7.3,10.9,26.7,15.7,10.2,3.6,6.4,10.8,34.5,48.8,8.4,11.1,32.1,59.7,7.5,12.9,22.2,19.6,34.7,16.9,3.5,0,6.6,22.4
2017,Baldwin Park ,10.1,14.6,9.5,4,14.3,12.4,5.8,2.2,5.4,11.6,19,70.4,5.8,13.2,21,100,15.5,8.1,7.8,14.8,26,23.8,5.9,0,2.2,19.7
2017,Bellflower ,8.2,11,5.5,9.1,10.6,12.2,5.3,5.6,5.2,10.4,4.9,74,5.1,11,5.3,100,11.3,6.1,3.5,20.2,32.6,10,3.8,0,2.2,12.5
2017,Berkeley ,6.9,9.1,4.6,1.7,29,10.2,24.4,1.3,5.1,8.4,14.6,100,7.3,5.3,15.8,100,5,7.2,31.3,0,15.1,10.3,2.2,9.3,4.2,11.6
2017,Buena Park ,13.2,22.2,10.4,0,22.9,13,10.2,13.1,5.3,14.2,47.2,86.7,5,17.8,46.5,100,6.3,14.7,12.4,60.2,20.2,26.6,5.3,7.9,6.7,20.8
2017,Burbank ,5.5,5.2,2.3,6.4,23.2,5.1,4.4,4,5.7,3.5,18,-,5.7,3.3,18.6,-,8.8,1.5,14.8,0,23.1,8.8,0.8,0,2.3,8.9
2017,Camarillo ,6,8.5,2.3,7.6,31.9,16.1,5.2,2.1,4.5,6,19.3,0,5.4,4.8,17.4,0,4.4,7.6,8.4,0,11.8,16.4,0.5,0,6.4,5
2017,Carlsbad ,3.8,7.1,1.3,2,0,2,4.8,3.8,0.9,7.5,5.3,-,2.4,5.6,5.5,-,3.5,4.2,4.3,0,17.5,3.9,0,0,0.8,12.1
2017,Carmichael,10.6,16.6,5.4,4.2,54.5,15.6,5.9,6.6,6.3,15.9,21.7,-,8.1,13.4,22.9,-,9.3,12.2,15.2,0,27.6,14.3,1.2,0,3.2,23
2017,Carson ,6.2,10.8,3,2.9,6.1,7.2,11,0.4,2.7,10.3,10.2,26.7,2.4,12.7,11.1,35.3,3.9,8.1,5.5,6.4,23.5,9.5,2.2,0,2.9,14.1
2017,Castro Valley,3.2,5.7,0.4,0.9,39.4,3.4,0,1.5,N,N,N,N,N,N,N,N,N,N,N,N,20,1.1,0.7,0,2.3,6.5
2017,Chico ,12.9,22.7,10.7,2.9,23.5,5.7,21.2,5.6,4.6,22.5,24.5,-,5.7,22.8,25.1,-,10.7,14.7,20.6,0,26.1,21.5,3.4,0,1.8,26.9
2017,Chino ,9.7,13.4,9.1,6.6,14.1,15.4,3.9,9.1,4.5,5.9,35.3,0,N,N,N,N,6.8,4,21.7,18.8,18.4,22.8,0.6,4.4,6.1,15.6
2017,Chino Hills ,6.9,6.9,3.1,18.6,0,3.6,10.1,5.4,6.9,7.6,0,0,6.5,8.1,0,0,3.4,6.7,14,0,27,8.2,4.9,0,6.9,6.9
2017,Chula Vista ,9.2,10.7,7.6,5.8,19.3,15.9,8.2,3.4,7.4,10.1,13.5,-,7.6,11.1,9.1,-,9,8.7,10.6,11.5,21.6,16.5,3.1,1.1,4.7,16.1
2017,Citrus Heights ,5.8,8,4.4,5.7,6.1,14.3,4.7,1.5,4.2,9.5,2.5,0,4.2,10.1,2.6,0,4.4,8.7,1.9,0,13.1,8.9,1.3,6.9,4.5,8.1
2017,Clovis ,7.7,11.3,6.9,3.5,26.9,14.1,6.6,2.9,4.3,12,9.6,0,4.7,12.1,10.4,0,7,8.7,7.4,0,11.4,14.3,1.3,0,2.3,17.8
2017,Compton ,16.4,18.3,8.3,19.3,16.5,24.1,12.2,2.7,13.4,14.5,22.6,63.6,13.7,15.2,27.9,30.8,16.4,17.9,14.1,17.5,68.3,15.1,4.2,2.5,7.4,27.1
2017,Concord ,3.7,5.7,2.9,0.8,14.6,7.2,2.4,1.2,2,3.5,16.9,30.3,2.4,4.6,9.5,30.3,3.3,2.8,4.5,23.9,7,7.1,0.6,3.4,2.1,6.6
2017,Corona ,6.7,10.3,5.8,2.3,14.4,8.3,7.5,2.1,2.1,6.4,26.8,19.6,2.5,6.4,27.7,32.2,3.4,6.6,12,8.2,18.2,14.1,2.1,1,2.7,14.6
2017,Costa Mesa ,10.9,19.6,7.4,4.4,31.3,4,8.1,6.6,1.6,15.7,46.9,100,3.8,15.1,49.5,-,6.3,10.7,25.7,22.7,26,24.4,1,1.1,2.9,17.9
2017,Daly City ,3.8,3.8,2.5,1,4,1.3,7.6,0.6,3.8,4.6,0,-,3.9,4.3,0,-,4.6,3.1,5.3,0,12,4.8,3,1.1,2.6,5.7
2017,Davis ,3.8,4.2,4.5,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1.9,8.6,1.5,0,0.9,8.9
2017,Downey ,8.5,12.1,6.1,6.4,7.6,9.2,12.9,2,4.3,11.6,15,13.1,4,13,16,100,9.8,8.6,6.1,4.9,26.7,18.6,0.4,0,2.8,15.2
2017,East Los Angeles,19.8,27.3,14.9,10.1,22.5,19.7,17.2,5.4,8.6,23.1,36.4,83.3,8.3,28.9,40.3,83.3,20.1,14.4,30.7,12.3,44,29.9,10.8,3.2,6.3,26.3
2017,El Cajon ,17.6,23.8,13.5,1.1,24.7,21.4,16,12.9,8.9,15.6,55.1,0,8.7,17.6,58.8,0,9.1,19.8,27.2,27.7,26.5,24.7,11.4,5,2.4,27.7
2017,Elk Grove ,5.6,6.1,4.3,6.4,13.5,13.1,5.1,2.5,5,5.3,9.6,0,5.1,5.1,11,0,6,5,6.2,6,14,8.5,1.9,5.1,4,10.3
2017,El Monte ,17.5,26.3,14.2,11.5,22.6,20.1,10.7,3.8,8.4,21.5,40.2,49,8,24.4,51,65.5,17.2,15,25.7,9.3,43.5,27.6,12.1,3.3,8.6,24.9
2017,Escondido ,8.7,14.1,8.9,2.6,17.3,6.6,9.3,2,2.5,13.2,15.1,41.1,2.6,13.6,19.9,67.9,6.4,8.9,12.7,11,13.8,12.5,7.2,2.3,2.8,15.1
2017,Fairfield ,8.4,13,4.6,7.5,20.8,9.8,9,1.9,3.2,12.4,15.6,0,5.5,11.4,13.6,0,8.7,8.8,7.5,0,29,12.7,1,0,4.3,13.9
2017,Florence-Graham,24.4,31.5,19.1,10.8,28.8,23.2,13.5,0,6.3,24.1,47,27.1,8.4,27.3,51.6,46.3,24.2,21.3,31.5,14.6,55.2,42.3,11,4.8,4.2,37.7
2017,Folsom ,2.7,2.6,2,1.5,0,4.8,5.2,1.3,2.8,3,0,0,N,N,N,N,2.4,3.6,0,0,2.1,7,0.5,0,1.1,7.4
2017,Fontana ,11.8,16,8.8,10,18.7,12.3,10.5,4.6,5.1,12.7,22.5,49.1,5.1,14.2,26,68.5,8.1,12.5,13.2,14.4,41.9,20.6,5.4,1.6,5.3,25.6
2017,Fremont ,3.3,3.3,1.6,4.4,14.4,0.9,5.6,2.6,3.4,2.7,9.9,0,4,2.1,13.2,0,4.7,2.7,3.4,0,23.9,3.8,1,0.2,2.4,5.1
2017,Fresno ,19.3,27.6,15,7.4,41.9,25.3,13,3.8,9,22.9,37,55.8,10.8,23.1,41.8,48.8,15,19.1,25.8,33.1,41.2,26.9,8.1,2.4,8,31.4
2017,Fullerton ,8.4,13.9,7.9,4.8,29.9,11.3,8.9,2.6,3.4,9.4,22.5,100,3.6,11.2,18.8,100,5.1,7.4,14.5,65,17.1,12.8,5.5,3.1,2.7,15.7
2017,Garden Grove ,12.3,15.2,9.8,13.8,16.5,20.3,9,3.6,9.6,12.2,28.8,54.7,10.6,11.4,30.7,78.5,13.6,10,13.5,22.4,30.9,24.3,3.3,3.9,4.7,21.1
2017,Glendale ,12.6,18.3,7.7,10,18.8,25,12.7,4.9,9.1,18.7,13.4,-,9.2,19.3,13.4,-,11.9,13,14.4,0,30.9,15.9,5.8,1.7,5.9,16.9
2017,Hawthorne ,11.5,16.6,10.6,5.7,19.2,19,7.8,3.9,3.9,16.2,18.9,-,3.7,16.7,23.2,-,13.5,9.6,15.2,0,29.9,21.3,3.6,2.7,4.6,14.4
2017,Hayward ,4,5.5,2.4,5.6,7.5,3.2,4.2,2.8,2.3,5.4,4.5,51,3.1,5.5,3.7,0,4.8,4,2.9,4.9,18.7,8.1,0.9,0.3,3.1,5.1
2017,Hemet ,15.7,24.8,14,10.8,19.8,14.4,16.1,12.1,6.8,24.8,7.3,71.7,12.9,17.6,7,80.8,12.8,18.6,7.9,34.4,26.1,15.7,12.9,1.9,11.7,23.9
2017,Hesperia ,14,19.5,11.2,4.8,32.3,18.4,5.8,1.1,6.7,15.9,19.1,47.7,6.3,16.9,21.3,74.6,11.6,6.6,21.2,28.7,27.9,18.4,2.6,3.8,5.8,33.2
2017,Huntington Beach ,5.4,9.7,5.3,3.1,21.8,4.7,6.5,3,2.1,7.7,20.9,0,2.5,7.7,19.2,-,3.4,6.6,8.9,20.7,7,10,1.4,5.7,1.8,12.1
2017,Indio ,11.1,20,8.9,16.4,26.8,6.9,7.9,5.4,7,18.9,24.9,0,7.9,16.8,32.7,-,9.1,11.8,22.4,6,21.7,13.5,4.1,0,5.8,29
2017,Inglewood ,12.8,16.4,8,10.8,14.5,26.5,7.1,10.3,9.1,15.5,13.1,68.4,8.2,17.5,24.1,-,10.8,12.7,14.6,36.9,42.3,11.9,7.1,1.3,6.4,17.3
2017,Irvine ,7.8,8.6,2.6,12.8,21,16.1,8,6.3,6.9,7.6,14.4,0,7.4,7.1,15,0,11.2,4.8,11.4,0,43,7.9,1.3,0.7,3.3,13.3
2017,Jurupa Valley ,9.2,13.8,7.4,2.5,12.4,10.9,8.8,3,2.4,11.8,19.5,15.9,3,13.2,27,6.4,2.4,11.5,10.9,13.9,25.3,16.1,4,2.1,4.2,25.8
2017,Laguna Niguel ,5.8,3.4,2.2,8.4,22.4,7.4,6,4.5,7.5,4.1,0,-,7.1,4.4,0,-,7.1,5.6,0,0,20.3,4.3,3.1,0,4.8,8.8
2017,Lake Elsinore ,15.5,20.6,11.8,6.9,2.3,27.4,15.6,4.7,4.7,18.8,25.6,-,7.2,18.7,28.9,-,6.8,14.9,29.5,0,45.4,24.4,8.7,0,5.8,33.3
2017,Lake Forest ,2.6,4.1,1.8,1.3,29.1,0,0.9,2.1,N,N,N,N,2.1,3.9,0,0,1.9,2.2,7.2,0,12.5,2.2,1.8,0,0.6,8.3
2017,Lakewood ,4.1,4.2,2.1,7.8,29,10.1,1.4,0.6,4,4.4,3.5,0,4.5,3.4,4.1,0,3.9,5,2.9,0,13.7,5.5,2.2,0,3.2,6.3
2017,Lancaster ,13.2,15.9,5.3,9.8,28.8,21.1,8.5,2.3,9.8,14.5,16.8,61.4,9.6,15,17.7,61.4,11.7,13.5,17.3,0,63.2,7.1,2.5,3.1,5.9,23.3
2017,Livermore ,1.3,1.3,0.6,3.5,N,N,N,N,N,N,N,N,1.4,1.2,0,-,N,N,N,N,6.4,2.5,0,0,0.7,3
2017,Lodi ,11.5,15.9,9.1,6.2,26.6,17.9,4.5,5.3,5.2,10.7,17,100,6.3,11.6,17.1,100,5.2,13.3,10.2,77.3,16.5,18.6,4.9,3.1,4.6,18.8
2017,Long Beach ,12.5,18.8,7.6,10.2,22.9,17.4,11.3,3.8,6.7,14.3,37.5,13.2,7.4,15.4,37.4,19.6,8.7,13.9,18.8,15.8,38.6,16.8,3.8,5.4,4.9,19.3
2017,Los Angeles ,13.2,20.5,10,7.6,25.4,16.2,11.5,4.4,6.3,17.2,34.2,36.2,7.4,18,36,49,10,14,18.9,15.3,34.8,23.1,4.2,2.7,4.1,20.6
2017,Lynwood ,17.8,23.4,9,8.9,18.1,20.5,16.3,9.9,7.6,17.8,35.1,48.8,5.2,25,39.4,100,22.3,15.6,20.2,8.8,75.5,21,7.5,0,4.5,29.2
2017,Madera ,22.7,29.1,22,7.3,27.6,29.8,13.9,17.7,9.9,16.2,41.8,82.4,8.3,20.2,44.6,82.4,17.5,16.7,36.8,32.5,31.5,40.8,7.1,5.4,11.3,33.9
2017,Manteca ,10.6,15.7,4,10.5,26.8,11.4,8.6,4.7,5.6,13.8,8.4,76.1,7.7,11.1,20.4,63.8,6.1,13.1,8.6,30.9,36.1,12.7,1,0,9,13.8
2017,Menifee ,4.6,4.8,3.4,3.9,3.9,10,4.1,0.5,4.4,2.7,17.6,0,4.4,2.5,20.4,0,6.4,2.4,7.4,0,9.6,6.2,2.6,0,4.3,5.8
2017,Merced ,26.8,38.7,20.8,8.3,42,28.5,23.7,2.6,7.4,28.5,52.9,88.3,7.1,30.6,56.5,100,19.7,30.6,27.8,40.3,70.3,31.6,6.4,0,13.1,37.7
2017,Milpitas ,5.8,8.7,2,8.5,22.6,4.9,12.4,1.9,2.7,7.4,6.4,45,2.5,8.3,7,49.7,4.3,6.3,3.4,20.1,59.2,9.2,0.6,0,2.4,11.9
2017,Mission Viejo ,5,6.3,3.9,4.9,27.8,10.2,1.8,4.3,4.1,6.9,3.1,-,4,7.3,3.2,-,5,5.7,0,35.3,14,7.8,2,1.3,3.2,11.8
2017,Modesto ,10.9,16.2,7.4,4.4,21.4,10,11.1,2.6,5.7,15,15.9,56.5,5.7,15.6,17.9,72.2,7.2,14.1,13.4,3.4,24.9,17,1.9,0.3,4.6,18.7
2017,Moreno Valley ,11.3,16.4,7.3,6.1,21.5,10.9,6.7,3.9,4.2,12.2,24.5,47.5,5.1,13,25.4,64,4.9,13.1,13.3,19.8,39.7,16.4,4.3,4.7,4.8,21.4
2017,Mountain View ,2.1,1.9,0.9,3.5,0,4.1,4.8,1.4,N,N,N,N,2.3,1.3,6.9,-,3.8,0.7,0,0,9.3,3.8,0.5,0,1.8,2.4
2017,Murrieta ,4.1,4.3,1.8,1.6,15.4,3.4,6.6,0.5,3.9,4.5,4.3,0,4.2,4,4.5,0,7.3,2.9,1.7,0,10,8.1,0,0,1.9,9.9
2017,Napa ,2.8,3.8,2,1,4.1,3.7,3,1.8,1.8,3.5,5.6,-,1.7,3.7,6.3,-,3.2,2.4,3.2,0,5.8,7.2,0.7,0,2.2,3.9
2017,Newport Beach ,3.7,6.3,2,4,N,N,N,N,N,N,N,N,2.8,6.7,2.7,-,4.6,2.8,2.8,0,12.8,3,1.8,0,3.5,4.3
2017,Norwalk ,6,7.9,4.1,6.4,13.9,4.3,2.7,3.3,3.9,6.1,15.8,-,4.5,6.4,15.1,-,7.4,4.2,7.6,7.4,22.7,14.2,0.7,0.8,2.7,12.6
2017,Oakland ,11.6,17.6,8,8.6,23.2,15.7,15,2.3,6.2,14.7,28.4,51.7,7.3,14.9,30.1,52,9.8,11.7,17,20.3,35.3,18.1,4.2,0.7,3.5,18.8
2017,Oceanside ,6.6,13,4.5,5.7,22.5,5.2,7.7,1.4,2.1,11.9,19.6,0,3.2,10.4,20.2,0,1.7,12.3,10.2,0,12.3,8.8,5,0,3.5,11.3
2017,Ontario ,10.9,15.9,10.1,4,23.8,11.1,7.3,1.5,5,12.8,25.4,42.6,5,14.5,28.8,47.7,7.8,11.6,13.1,16.7,24.2,17.6,4.3,2.3,3.5,19.7
2017,Orange ,9,15.8,8.3,2.1,18.4,24.3,5.9,2.6,3.7,13.8,28.4,0,3.6,15.1,34.6,0,7.4,10.5,10.7,0,17,19.4,1.2,1.2,3.1,19.8
2017,Oxnard ,11.2,16.9,8.7,7.9,17.1,13.1,9,2.8,3.3,10.1,29.4,62.5,4.9,11.3,35.7,89.4,5.4,9.8,19.9,13.9,27.1,18.4,7.5,2.1,5.1,18.8
2017,Palmdale ,15.1,20.9,10,4.1,22.2,15.7,13.7,4.9,5.9,16.9,32.3,47.4,6.9,18.7,40.2,59.7,10.9,19.9,10.3,20.9,42.3,21.7,5,1.9,6.3,28.9
2017,Palo Alto ,2.7,3.6,0,3.1,N,N,N,N,N,N,N,N,N,N,N,N,3.7,1.4,2.5,100,9.8,4.1,0,0,0.8,5.6
2017,Pasadena ,6.4,10,3.1,5.8,13,13.7,9.5,1.6,3.2,8.8,12.3,100,4.6,8.3,13.9,-,4.6,7.8,5.1,25.4,23.5,11.4,1,1.9,2.1,10.6
2017,Perris ,13.2,14.7,8.9,7.5,12.9,9.4,20.1,0,9.9,7.7,18.8,50.7,9.1,10.2,18.6,50.7,14.4,16,3.2,19.7,75.2,12.5,12.4,0,9.7,22.3
2017,Pittsburg ,8.4,14.7,5.8,1.3,9.2,16.6,6.1,0,2.3,13,24,16.9,2,16.2,25.4,100,6.2,9.1,7.8,17.6,32,6.5,6.7,0,5.1,13
2017,Pleasanton ,3.4,5.2,1.9,1.5,0,10.5,4.4,2.7,1.9,5.7,0,-,1.8,6,0,-,3.7,3.8,0,0,11.9,3.7,2.5,0,2.8,5.4
2017,Pomona ,15.1,23.5,11.8,8.7,21,10.4,15.7,8.8,6.4,16.1,35.8,54.5,6.5,17.3,44.9,54.1,12,15.5,17.1,19.9,37.4,26.4,6,2.8,4.6,29.8
2017,Rancho Cordova ,7.6,12.8,5.2,4.6,19.4,9.4,5.9,2.1,2.9,7.7,29.7,31.7,3,10.1,30.5,0,4.3,8.6,11.5,27,28.6,7.9,2.3,4.9,2.3,14.3
2017,Rancho Cucamonga ,5.3,8.7,4.8,1.4,6.4,7.5,7.7,2.3,1.8,8.4,10.3,0,2,9.3,11.6,-,3.7,6.7,3.9,15.8,6.8,10.3,3.6,0.9,2.7,10.2
2017,Redding ,12.3,20.7,9.6,2.7,31.9,22.7,7.8,7.8,5.6,19.2,24.1,-,5.9,21.3,23,-,9.7,10.9,26.7,0,27.4,18.2,2.2,3.9,5.8,21.4
2017,Redlands ,9.1,15.8,3.5,11.4,41.1,18,6.5,2.6,4.5,12.9,25.6,-,5.6,12.8,22.1,-,5.8,10.8,16,0,28.2,11.7,0,0,7.5,13.1
2017,Redondo Beach ,3.6,6.3,1.4,2.4,39.8,7.5,1.8,2.1,1.6,6.1,7.8,-,1.6,6.3,7.8,-,2.1,4.8,7.9,0,17.8,4.6,1.3,0,2,6.1
2017,Redwood City ,6,8.3,5.5,9,21.2,6.9,6.6,2.7,4.6,6.2,21,-,4.4,6.5,21.7,-,4.4,6.1,15.4,0,21.1,13.1,0.4,0,4.7,8
2017,Rialto ,16.8,23.8,13.5,11.5,21.7,18.6,15.2,7.8,7.7,21,30.9,34.9,8.5,24.4,31,61.3,13.3,15.6,24.3,4.4,43.8,31.6,5.4,2,12.4,24.1
2017,Richmond ,11.6,18.5,6.7,7.4,23.4,20.6,6.3,2.3,4,16.5,25.9,0,8.5,14.4,18.7,0,9.1,11.2,16,28.2,37.6,15.1,0.5,7.2,5.4,18.7
2017,Riverside ,9.3,12.9,5.6,8.3,17.1,11.4,7.4,4.7,5,10,27.5,3,6,9.6,30.5,0,8,9.4,12.8,4.7,30.2,15.6,2.7,0.2,3.8,16.9
2017,Roseville ,7.2,8.2,3.4,8.2,22.6,4.1,10.7,3.8,6.3,7.9,9.7,0,7.6,6.2,9.8,0,6.2,8.8,6.1,0,22.8,6.9,3.6,3.7,5.1,12.9
2017,Sacramento ,11.6,17.6,9.2,4.1,25.1,19.2,11.4,3.4,5.1,15.8,24.6,23.5,5.7,16.6,24.4,25.8,8.8,13.1,18.2,7.8,26,15.3,6.2,2.5,5.3,19.3
2017,Salinas ,10.7,16.4,8.1,5,20.1,8.7,3,1.5,1,10.7,32.9,23.1,2.8,11.2,35.1,19.3,6.3,10.3,16.6,6.2,32.6,22.6,1.5,0.5,2.9,17.8
2017,San Bernardino ,17.7,27.1,14.7,6.5,29,15.6,15.2,2.9,5.8,17.8,43.5,67.2,9.5,20.7,38.2,89.6,12.2,14.6,30.3,25.2,35.6,21.7,10.7,3.9,5.8,30.7
2017,San Buenaventura (Ventura) ,8,12.7,6.7,0.6,10.3,15.2,8.2,3.9,4.2,9,28.9,0,3.9,9.6,34.8,-,9.2,3.6,20.4,0,15.7,12,4.9,1.8,5.1,11.9
2017,San Clemente ,4.2,6.7,4.2,1.1,N,N,N,N,N,N,N,N,2.9,2.2,21.8,0,N,N,N,N,6,4,4.7,1.3,2.6,9.1
2017,San Diego ,8.5,13.7,6.3,4.3,23.8,18.5,7.9,3,3.8,9.8,26.8,58.5,4.2,10.8,26.9,62.8,5.6,8.8,15.2,20.2,23.9,14,2.4,3,2.6,16.2
2017,San Francisco ,5.1,8.4,3.1,5.8,15.8,7.8,7.1,1.6,2.9,7.1,18.3,43.7,3.1,7,22.6,54.8,5.2,4.9,6,2.4,18.7,8,1.6,0.3,2.6,7.7
