RegionName,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019
Artesia,417186.3786,418752.213,419350.8766,420697.3523,422571.2254,424192.7779,423972.5549,421534.5328,417290.4838,413308.4523,409768.9566,406528.4789,409465.4006,418764.7045,432313.0877,442133.0339,447335.9224,450939.8595,449271.2315,444309.3941,436529.0006,432208.9789,431418.0305,433126.7448,441735.0278,454109.4415,469251.6796,479389.6549,485893.2394,489874.4744,490270.5498,489435.0345,487511.128,488885.3162,491274.8566,494560.0795,500652.5997,508991.7973,517888.0182,524333.0771,528734.3619,531960.3139,535664.6521,541935.1979,550420.639,558215.936,563480.9839,566546.0139,565824.0173,561555.2977,555010.753,549838.8023,546582.0628,544565.1574,545706.0446,549582.9625,555485.4349,561461.1841,567014.2444,573223.6652
Carpinteria,761389.8297,767608.5845,773197.4999,779007.2684,784617.0198,791892.6906,796170.2147,799003.61,801913.7491,807033.027,811944.8731,817156.6812,827525.0884,840550.6102,849794.8277,850705.0467,847535.8954,844193.827,841258.337,839361.0917,837983.2833,837466.8631,837557.6954,838254.8185,842807.9279,846186.1607,849768.6048,850134.7569,851628.2822,855453.9293,861464.037,868669.5219,874990.6951,881504.0853,886753.7532,892008.2638,894780.6493,897296.9451,898287.1566,898818.1206,899227.9041,898635.2598,896600.4328,897057.2339,901249.9804,908505.0306,912451.6168,912837.5607,910088.5775,905533.0077,901786.1543,901353.5734,901243.2006,901609.7197,899829.2121,901093.166,900729.2479,901205.3321,899260.0261,897565.5698
Half Moon Bay,864833.9914,878153.467,889398.2487,899419.5037,910654.6657,922916.5607,934510.6156,944994.9584,957726.0883,970332.2076,983092.6945,995169.7289,1010433.661,1027836.604,1041762.71,1050856.724,1051206.045,1049664.268,1045444.312,1043155.645,1041574.744,1043895.129,1049321.484,1058734.941,1067810.131,1076094.015,1080248.512,1085035.529,1090229.861,1098772.675,1104647.295,1108572.059,1113928.311,1122813.804,1135662.754,1151338.158,1169400.895,1186442.202,1198947.796,1208331.854,1216810.333,1223080.65,1225188.632,1224925.286,1225083.228,1226457.09,1227034.934,1223427.239,1215639.151,1202944.988,1191102.241,1181385.787,1175337.133,1173291.991,1177203.039,1183955.57,1191450.816,1193684.908,1195981.367,1194344.402
Moraga,,,,,,,,,,,,,,1138932.895,1137375.768,1138296.05,1137995.961,1137068.22,1132590.796,1127286.783,1121819.089,1118015.001,1116345.344,1119353.562,1124403.566,1132841.363,1140257.052,1148682.505,1155129.343,1163210.668,1171279.257,1176937.657,1181196.396,1186284.153,1193671.235,1202072.822,1210376.876,1218033.105,1222503.32,1224042.623,1224535.34,1226599.974,1227987.905,1230544.372,1231856.745,1232709.34,1231569.705,1229672.367,1227326.588,1225787.972,1226371.845,1230945.186,1236440.682,1242314.468,1247352.938,1252521.612,1256352.423,1258373.989,1259062.934,1258012.181
Stanford,1891253.936,1926605.361,1946126.32,1948529.782,1945768.642,1946514.114,1957171.509,1978179.775,2013570.099,2055615.913,2092021.613,2113894.99,2125851.623,2136054.127,2138888.366,2130117.643,2110565.544,2090084.914,2061439.491,2021011.703,1982167.408,1959266.861,1955495.181,1955858.471,1965038.741,2001497.916,2050418.368,2102726.018,2133884.566,2163535.456,2168654.156,2162009.152,2141105.371,2126679.654,2116712.391,2119512.892,2164239.645,2245548.638,2341348.565,2422047.618,2480169.193,2516950.926,2530868.801,2539675.15,2555682.264,2587619.879,2609885.116,2622306.129,2606437.494,2569084.708,2518230,2468791.592,2436190.045,2412930.847,2414855.463,2426086.403,2442977.192,2448270.686,2451896.75,2450581.498
Clearlake,89730.29882,89865.93056,90179.88669,90998.75642,92302.78326,93753.48834,95144.33928,95962.71192,96909.79233,98690.12965,100728.637,102894.8318,104542.7539,105906.4715,106948.5782,107911.2313,108867.7418,109875.588,110720.9046,111745.2491,112900.0141,114756.2892,116952.8706,119373.1342,121619.7867,123544.8981,125131.6725,126395.8443,127571.6929,128912.268,130119.1316,131550.4076,132898.4442,134409.7795,136424.7044,138359.0239,140290.0766,141536.0256,143516.5155,145205.0638,147416.8685,148894.2282,150852.9884,152199.2988,153238.452,153589.8895,153507.2461,153964.4437,155655.4342,158435.9335,161267.7851,162554.6868,163261.9239,163850.178,165185.0955,166302.8451,166830.5356,166815.3309,166863.2444,167201.7675
Corning,149670.2971,150853.304,151405.2511,152208.0803,153298.724,154712.2552,155960.2828,156816.7992,157908.2989,159606.5011,161269.451,162845.3544,164435.8864,166131.1938,167120.0942,167185.5659,167053.6966,167226.2146,167290.432,167382.1812,167218.1493,167562.7217,168109.5561,169826.2672,171579.759,173555.0935,174829.5343,175966.4767,176557.0587,177026.4746,177514.5642,178256.6799,179637.2181,181508.6165,183329.6903,184338.7904,185638.8877,186989.4251,188500.1706,189361.6582,190552.7947,192052.5839,193604.1206,194256.2698,194629.9638,194780.8611,195360.2306,196610.9147,199062.4083,202272.983,205959.6025,209666.5183,213366.3423,216932.7479,219714.995,222096.0953,223392.6881,224684.7242,226339.7089,228160.5917
Mc Farland,136912.647,138852.8263,140695.576,142434.0642,144141.6715,145607.8364,146472.5234,147258.3562,148295.5003,149883.0823,151102.502,152132.0594,153092.3446,154243.2852,154702.2144,154959.1292,154920.8166,155294.283,155297.0227,155541.2138,156141.6426,157587.4614,159208.7669,161029.7946,162363.2797,163269.272,163735.1495,164391.019,164986.4833,165868.6595,166341.5996,167417.9315,168593.8221,170788.9301,172972.4657,174996.8545,176413.6042,177578.9188,178808.3368,179744.0688,180930.2595,181933.2512,183018.486,183696.8556,184388.7718,185314.2133,186224.8377,187051.6058,187811.9311,188690.472,189573.5158,190210.8716,190612.2321,190999.3404,191379.5062,192072.5462,192602.448,193361.9199,194477.284,195620.1039
San Anselmo,985656.4827,999399.8872,1011361.853,1020626.043,1029074.837,1036859.889,1039569.98,1040998.468,1045416.038,1056341.057,1069980.128,1083078.643,1098263.791,1112371.635,1121289.349,1121425.29,1114319.063,1104388.469,1092262.903,1084555.721,1083515.484,1093171.633,1105103.881,1119743.945,1131455.612,1143825.49,1151927.423,1159105.082,1161727.115,1164398.381,1164678.165,1169269.277,1174250.375,1183583.743,1195316.44,1214229.646,1235597.399,1251715.621,1257139.985,1259494.744,1263735.658,1269164.605,1268297.004,1265626.942,1261262.253,1261431.849,1261692.734,1261950.529,1257385.81,1247442.911,1239060.374,1236264.945,1238704.942,1241550.718,1242620.368,1243823.592,1245124.831,1246873.918,1250199.933,1252787.022
Winton,132092.8963,132418.585,132863.9,134092.8657,135971.7116,137973.2653,139483.2656,140726.413,141694.0155,143017.1027,144190.5298,145691.716,146745.5845,147557.7556,148099.3633,149544.02,151352.2772,153192.7381,154060.362,154813.5859,155862.5856,157471.6397,159500.5171,161419.3352,163381.6603,164956.1396,166605.2737,168220.584,169850.4576,171212.0731,172085.4479,173109.5802,174358.6076,176397.2014,178385.7284,180416.988,182090.7534,183739.2354,185845.6451,187846.6403,190008.3298,192024.0017,193977.84,195757.338,197667.9469,199825.0584,201831.1713,203350.6083,205501.7043,208240.9472,211132.2193,213386.8492,214789.2145,215795.9222,216359.5831,217608.8066,219223.9658,221471.0998,223688.8968,225361.6082
Parlier,131566.2926,132677.5362,133509.5737,134449.1195,135352.8883,136404.1243,137573.1752,139074.3612,140751.908,142219.6918,143226.9878,144247.6136,145649.7279,147301.4824,148463.7288,149480.3649,150151.5571,151073.5289,151803.5237,152942.9474,154300.0955,155726.7436,156882.9326,158190.3086,159917.9686,161867.614,163305.0062,164197.7712,164829.9372,165617.1759,166617.5897,167901.5853,168998.0267,169908.8025,170579.1913,171723.6961,173352.7358,175151.9518,176735.8733,178033.5208,179355.9068,180316.1795,181391.5115,182435.1908,183566.4989,184332.2543,184906.2902,185751.4963,186880.9403,188140.1918,189395.9951,190408.3264,191091.3617,191548.1539,192052.7587,193238.8658,194378.2623,195675.5717,196706.1637,197672.5734
La Palma,574312.4531,577664.8025,580375.4339,581347.8351,581632.7613,581684.697,582988.4732,582533.1421,580028.7486,575116.5256,569651.1673,563685.9455,566499.6234,576941.5231,592930.4107,603125.1909,608565.4115,612125.1499,614804.0067,613186.84,606627.2005,599155.1218,595956.7682,596867.1826,605656.8859,619130.5711,635349.9423,646355.1623,653853.1054,658797.3186,661993.8317,665534.6613,671273.4505,680633.4167,690385.6319,701015.2943,709125.6492,713394.8012,712551.9775,710248.2281,709524.1439,709652.8161,707802.7406,708461.9365,711581.7841,719260.5124,725487.0485,729078.174,727658.5152,722737.8261,718167.8323,716618.9964,717501.6609,718750.6524,720343.753,724491.2684,730621.6971,737402.0053,743158.5918,747784.821
Carmel-by-the-Sea,1153937.416,1169416.576,1182368.521,1191025.659,1193713.176,1188367.018,1176397.764,1166511.068,1164471.839,1173929.916,1185540.32,1202279.332,1225908.278,1253846.584,1273523.267,1281639.977,1281036.948,1277984.411,1267200.187,1255442.426,1246803.555,1250123.791,1259265.891,1273620.511,1285147.546,1297862.668,1306728.465,1318167.296,1321774.868,1326935.255,1327354.994,1327610.056,1324370.44,1326224.187,1332039.114,1344837.301,1356005.519,1368198.34,1374025.817,1381076.092,1389670.323,1397880.376,1399003.17,1397596.605,1398367.357,1408836.636,1421675.297,1433262.995,1436961.666,1435667.882,1435058.204,1437198.079,1436469.14,1433183.59,1426817.953,1423000.202,1419956.608,1419048.786,1417473.748,1414607.193
Exeter,186998.9936,188355.6582,189369.1365,190286.4206,190940.7737,191605.8727,191923.8725,191612.3257,190946.5278,190476.9017,190017.7441,190018.8956,191406.4524,194235.2837,197294.0504,199510.3814,201041.3252,202798.7835,204239.6542,205607.2862,206485.9628,207997.5913,209874.9697,212377.818,214652.4089,217221.1932,219131.4659,220724.1766,221463.979,222396.7572,223053.7547,223678.7798,224298.4023,225875.7623,227967.2272,230369.3905,232366.4847,234157.0731,235739.6398,236724.5717,237536.6122,237909.004,238378.5666,238664.6332,238920.7697,239506.7954,240170.3241,241235.8717,242618.0124,244330.8643,246198.1556,247639.7799,248551.943,249298.5559,249757.1973,250564.204,251403.1023,252900.6232,254581.0355,256116.7456
Fort Bragg,358564.1846,360687.0437,361776.014,362530.0155,362502.6477,363011.32,363710.7255,365107.9494,368074.5708,371022.0652,373805.5377,376400.0065,381163.5377,385937.1745,389687.3608,391384.4858,392696.4957,395012.232,396357.3806,398573.236,399414.1156,401327.8827,402678.8787,405020.9886,408019.9214,411958.8358,416637.133,421655.9613,426051.9179,431536.8289,437231.4253,441760.99,445282.9262,449425.5487,454416.0032,457962.0469,459704.7312,461410.6386,462613.211,463240.2244,462699.6787,464225.6488,467970.5945,471819.2239,473918.0124,473369.6055,472633.3632,471087.1645,471264.0796,472456.307,477810.8659,483781.6196,490132.8451,493496.1542,496121.7989,497228.3604,497646.3429,499433.4873,503842.7085,510772.1096
Cottonwood,204119.7348,204279.0537,204712.4186,206353.0451,209260.327,212038.8796,213962.2771,214622.8109,215105.3043,216293.2425,217615.1598,218699.5983,219428.4204,220395.333,221530.7048,222477.6284,223117.1751,223788.3725,224435.1117,225019.1184,225172.0899,225568.0826,226647.5033,228096.3482,229376.8448,230324.3742,231288.9685,232528.4933,233467.84,234306.1636,235051.5277,236428.9271,238647.3174,241134.5526,243602.0165,245927.6275,248470.9053,250348.1874,252149.6008,253354.4089,254833.0703,255647.124,256436.0122,256748.6167,257182.0027,257821.3748,258989.8192,260379.9712,261740.8725,263357.8804,265231.8775,267381.3661,269148.9382,270734.2284,272054.879,273619.8848,275030.8583,276571.1678,278182.3917,279649.9119
Willits,253213.0791,255123.4508,256216.5023,256982.3648,258034.8999,260014.1081,261649.8294,263429.2385,265468.9715,269053.8156,272463.4122,276193.4953,281122.3812,286073.0923,290075.5375,292160.6655,293708.0917,295620.8073,296283.3387,297149.4788,297410.1666,298551.6958,299998.1672,302439.4351,305758.2986,309248.6712,312991.5588,316670.2111,319406.3338,321910.2219,324371.4986,327142.6087,329657.5643,332165.9524,334661.3999,337199.0566,339825.9317,342712.9023,344564.2604,345126.4829,344842.0279,344646.6909,345018.1392,345581.612,345260.7314,344245.6623,342744.0668,342035.3295,341492.47,341610.7335,343621.9758,346665.0922,350007.2422,352695.4655,355216.2791,357316.2146,358386.7585,359664.7878,361608.4671,363741.3488
Firebaugh,136571.0407,138068.3913,138625.5152,138934.8601,139899.1053,141848.0482,144209.3687,146636.8092,148830.2952,150851.7626,152144.1831,153281.8275,155028.2287,157043.4471,158298.8766,158991.4593,159335.3139,160254.642,161030.4048,162023.8962,163072.0909,164443.041,165840.3124,167685.359,169664.2155,172106.5033,173529.1916,174199.0138,174024.1004,174565.5895,175822.0531,177873.9195,179814.1934,181883.1058,183689.3235,185830.3751,188298.5902,190953.4802,192957.0425,194131.9534,194458.188,194815.1603,195249.3362,196147.3871,196893.5554,197378.6887,197711.4202,198391.4426,199995.4821,201835.7955,203470.8235,204230.836,204531.3505,205142.8277,205917.7796,207405.9868,208487.5743,209573.5448,210343.7066,211282.4929
Alamo,1440993.125,1455451.405,1472669.235,1487400.517,1501333.376,1512803.28,1517211.22,1514688.721,1511515.924,1516594.414,1526397.977,1534944.541,1548536.501,1565015.5,1579563.992,1584154.457,1579193.469,1570755.071,1559568.5,1548656.573,1540763.004,1536205.646,1536353.865,1543844.984,1553297.682,1568086.241,1580084.251,1592647.928,1598707.288,1601053.129,1604138.351,1606868.118,1610783.777,1616413.864,1626626.424,1641342.37,1655374.627,1669985.174,1681151.384,1690481.504,1693597.641,1694320.538,1687779.725,1682720.365,1679246.065,1682532.05,1687614.631,1688730.414,1690213.522,1689720.355,1693379.097,1696157.235,1697541.807,1700316.678,1701559.071,1700499.352,1695514.936,1691454.137,1690585.275,1689855.688
Pacific Grove,703712.5301,710550.1103,717512.2685,726107.7454,735288.669,741558.7571,746213.9803,749302.7396,754678.0455,763201.8502,771336.7674,781048.9051,793100.2323,808047.2885,819795.3694,825498.1738,826179.793,825945.0401,824022.7672,823754.2472,822337.7954,824195.8799,826930.9722,834925.946,844771.9569,856371.0755,864575.7926,871897.508,875738.3714,880136.8293,881372.734,882537.9045,883314.8968,887677.4081,892049.6309,899257.0742,905075.6856,911784.9851,914617.1802,917841.9123,921403.8876,925226.809,923391.6305,921185.6318,920318.4457,925706.8025,928532.2695,930790.4755,930442.8264,932347.9,932863.1333,934383.2717,933111.2594,933707.3867,933205.6145,932838.0787,932176.1446,933369.3875,935565.2002,937949.8914
Scotts Valley,746670.2786,755152.1988,763794.3967,774625.0863,783419.6987,789967.9795,791727.0997,792479.7901,795444.7051,801677.4217,809785.4486,817272.9544,825633.0389,835437.7372,843912.6311,849697.6154,850106.0571,848966.0282,846478.2911,843974.1509,842108.8822,843563.3534,848879.1339,858002.408,865790.0734,872495.6625,877434.8451,882838.9514,885646.704,888609.8629,890344.4139,891584.4663,892989.9942,897832.6184,906169.346,915446.9091,922904.3464,929908.3104,934621.493,940951.4418,946882.1564,952339.7509,953640.6947,954524.9516,956052.8218,959996.0323,963223.6976,963704.9002,961104.4328,954355.3478,948459.8461,944260.9051,942803.3708,943703.7185,946117.2092,949621.2266,951496.3555,952279.3929,952342.2904,952710.9091
Valley Springs,239654.0637,241521.2936,243386.2267,245702.2611,248252.387,251492.4177,254830.7013,258055.3243,259691.117,261135.9571,263142.7629,266028.922,268726.3898,270859.6163,272536.8341,274410.3161,276446.8455,279115.7087,282306.6149,285418.323,287149.1841,288226.5198,289659.2845,292014.3865,293931.0379,295986.2317,298447.0025,301261.3734,303231.0034,305079.2366,307133.3553,309642.3537,311079.0907,312678.0358,314653.2591,317607.1532,320615.1252,323727.3389,327288.8669,330435.4391,332937.9983,335320.9275,337878.3156,339809.5312,339808.9517,338398.5231,336718.1061,336504.7468,337463.7258,339467.2164,341711.5802,343641.458,345248.0406,346706.6022,348092.6625,349111.0918,349309.2806,349525.819,350326.7154,351905.7859
Fortuna,267161.667,268334.1387,269724.0304,271137.8915,272351.9185,272472.4253,272091.4089,271844.9651,272775.4756,274756.9992,277076.3444,280063.7647,282974.7571,285355.2979,287025.5531,288805.2221,291818.1144,294677.8616,297169.3151,298974.5665,301168.5182,303500.0007,306185.6085,308740.35,311769.3072,315182.0168,318050.4339,320472.1638,321781.9015,323433.3912,324927.8726,326291.6309,327840.3499,329761.9667,332217.8551,335229.484,338005.7544,340332.8412,341464.7327,342072.0165,341673.9749,341475.0556,340893.7964,340560.8728,339004.7182,337793.8778,336734.809,337055.3268,339176.0751,343516.8555,349696.7384,355851.3839,360227.0115,363415.3982,364490.1878,365442.8482,364878.8464,364654.7334,365050.3527,366428.6823
Hawaiian Gardens,274321.3305,276022.7799,276195.494,276914.4017,278088.1889,278967.3548,279577.9823,278639.6733,277434.2475,276143.5028,274535.0084,273654.3208,276798.8537,283905.166,291999.4375,297688.5841,301222.7127,304315.0135,304148.4423,301608.1576,296847.9723,293030.1949,291399.0349,292737.8944,299443.7474,309067.564,320061.3467,328740.9999,334779.8757,338042.9486,337842.7435,336482.7382,335279.1945,336023.0708,337602.1372,340482.2711,345776.9025,353107.4037,360971.7118,367666.314,373954.1005,378733.9591,384357.8141,390223.7847,397135.9738,403440.8065,408943.2371,413221.1777,413448.3363,410010.954,405142.7245,401135.9972,398522.9759,396459.841,396798.7187,400052.4243,405300.1423,410573.5544,415657.134,420853.7801
Marina del Rey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bishop,306811.78,307720.8559,308805.6615,312073.8143,316628.4933,320433.2482,321148.6486,320398.2963,320244.2567,321785.8247,323134.3945,325570.0234,327791.2865,330265.4429,331659.2073,332655.6754,333720.7168,335125.2348,336151.5732,337499.5903,339285.3346,341252.4957,343042.3582,344077.1339,344672.604,345765.2828,347507.4229,349851.5027,351633.6873,353199.3372,354812.9281,357543.7406,359673.6503,362929.0599,366400.2663,370836.8897,375331.923,379918.6389,383627.6802,386411.2128,387836.4737,389313.9528,389755.9986,389010.6475,387825.2521,388289.4077,389615.8503,392254.0346,395162.1119,399109.176,401871.0007,403331.5276,403050.3909,404161.8037,405493.2062,407517.278,408713.1135,410515.96,412514.2248,414346.3416
Los Osos,443122.9926,447576.043,451454.4451,455249.9468,458859.5623,461642.373,462808.1386,461641.4621,458858.2667,455057.9902,450896.2451,446865.3706,448631.4515,455996.3098,467019.4752,476094.9018,481994.2051,486673.8316,490997.6969,496118.3721,501320.4254,507230.6094,513597.8275,520476.9401,527542.5738,534826.8976,540226.9387,543289.7566,544316.7074,545029.074,546237.8695,547898.8419,551062.1015,554983.1972,559827.0854,566240.7189,572559.5588,577047.96,578475.9289,578292.4036,577801.7064,577886.205,578035.4651,578688.301,579351.7454,582051.8601,584978.704,587405.0205,588541.3518,588820.6819,588785.2961,588685.1811,589174.6909,590012.5997,591128.0506,593586.4992,597553.1527,601982.3765,605997.1501,609036.721
Nuevo,249169.0044,250079.5021,250367.9574,251641.9515,254387.0496,258108.0462,261142.3252,264099.5247,266773.0036,270283.3045,273299.695,276925.0923,280400.9202,283686.8684,285831.9578,287667.8585,289441.672,291493.8333,292206.0176,291882.3281,289613.2784,287758.0906,285651.6494,284258.0853,284791.4944,288847.5613,295612.6759,302602.2276,308104.9711,312371.8875,315499.0577,318678.7706,322128.4946,325871.9298,329533.9981,333647.8409,337221.4756,339966.2621,341684.731,343005.1889,344617.4816,346386.5939,348539.7769,350435.7044,351638.562,353475.9876,354883.4504,356498.4389,357266.4973,357838.2371,358108.5576,357866.0293,357593.9698,357994.3804,358749.8481,359776.8571,360540.0626,361675.9524,363858.4848,366086.6419
Coto de Caza,955310.8455,955317.6719,954467.6443,952327.6572,950885.0927,949205.2501,949708.8913,948167.157,944677.8861,938520.8853,932458.2675,927022.5011,930158.9252,941268.1663,957527.6408,969163.5913,975209.9206,978887.7184,981165.9651,975673.9481,963509.3083,949572.6478,943292.1116,943636.3815,956274.3776,973781.0706,994702.135,1006618.343,1014334.664,1018563.269,1022343.723,1027756.57,1036349.059,1046800.488,1057514.693,1068753.832,1078364.993,1082222.077,1079797.154,1075136.432,1073245.287,1072567.267,1073814.118,1077604.773,1084557.422,1092618.001,1098710.143,1100864.41,1096008.733,1085806.85,1074999.158,1069060.855,1067622.12,1067484.451,1066882.682,1068426.472,1072011.46,1077125.361,1081622.78,1086791.822
Newman,193975.5649,195485.0627,196409.2048,197655.3989,199512.8844,201675.728,203803.7922,205809.4856,208129.6405,210429.5483,212963.7909,215767.229,218821.4494,221444.4019,223394.4445,224937.2275,226020.8273,227152.8282,228478.0004,229919.2222,231458.7126,232991.9896,235045.8807,237279.6047,239590.3988,241947.9501,244246.1497,246430.2151,247702.4444,248983.6184,250271.5918,252245.7061,254419.4995,257204.913,260177.0923,263800.6921,267385.1418,270712.6975,273390.2295,275335.6879,277242.3519,278711.3157,280287.9394,281829.5342,283453.9985,285247.8197,286970.5515,288759.8109,290675.3608,292514.9218,294561.5575,296050.1824,297252.564,297923.5575,298865.2524,300443.64,302342.4734,304469.6546,306612.2314,308712.9318
Oak Park,670283.6208,675121.1732,679402.467,682019.6114,684285.4774,686117.5265,687393.7638,687728.9405,688606.8724,691319.3644,694674.8434,698760.1451,703664.8532,709047.7785,713340.6195,715717.3625,716140.1301,716665.3077,716695.3927,717202.457,717987.5188,721378.7561,725811.9803,730727.4376,735634.0267,740581.5986,744110.0482,746823.2152,748829.8242,752033.1506,754707.128,757441.4413,760491.1181,765311.3951,770919.1693,778591.9643,784850.6277,790086.9784,792655.2658,794520.2843,795797.29,796603.4845,796163.5384,796699.0959,797200.606,799338.0104,801331.1681,801857.8483,802448.8192,803123.4523,805728.9475,808046.3126,809777.9468,810211.8257,809989.2612,808667.3668,807894.9037,808365.2877,810330.7849,812309.2156
Clayton,,,,,,,,,,,,,,722192.4321,722267.0937,722575.8881,723655.0303,724792.0036,725699.4929,725582.1921,724660.6243,725172.5663,727436.7096,732606.6833,738205.6938,744306.5938,749441.3013,754636.3545,758922.9016,762854.6163,764479.9226,766021.6953,769181.4744,774918.6726,780794.937,785793.9769,790541.705,795251.4792,798452.6533,800319.6231,802025.9093,803901.1677,804604.4492,804754.2025,804162.9486,804148.5234,804193.5245,803346.311,803188.8483,802577.1681,804070.0604,805943.7413,807527.1525,809484.7614,811042.8289,812824.5396,813842.4184,814563.2813,815525.2806,816141.2415
Hughson,282186.3106,284204.1369,286215.8094,288277.2555,290394.6705,292035.2624,293585.4808,296030.0313,298644.0128,301193.3294,303730.6041,306555.9043,309670.8797,312221.0654,313923.0206,315198.0765,315232.2628,315180.6664,315098.9913,315642.4132,316282.2873,317361.836,319491.8888,322400.4421,325467.621,328499.2331,331058.7951,333572.1946,334989.0542,336221.5549,337012.2733,338158.2189,339934.4909,342705.7955,345990.3946,349497.2159,352641.2855,355982.608,358945.4165,361468.344,363386.8619,364366.3876,364947.0176,364783.7991,364972.1545,365428.8383,366347.8902,367268.6709,368375.1265,369954.8505,371865.0052,373371.9049,374265.844,374911.5549,375955.7869,377446.7885,379080.2573,380780.29,382790.923,385006.8193
Gridley,169177.189,170170.8763,170655.2474,171222.4109,172053.3034,173253.6417,174023.1983,175382.0283,177089.4933,179222.0373,180744.1122,182203.6159,184149.248,186106.9778,187569.1743,188413.6476,189339.2434,190692.3455,191570.5889,192770.2403,194076.1185,196235.4215,198587.7221,200579.825,202221.4181,203514.4933,204841.5737,206093.3296,206871.896,207459.4695,208020.1838,209688.4367,212016.9187,214370.1855,216123.9108,217727.4879,220280.474,223183.5294,226368.9034,228914.3756,230816.6438,231752.1132,231892.8891,231880.8605,231996.5128,231975.9321,231775.3066,232293.7521,234586.9982,238831.864,243927.671,249129.3129,253432.6508,256255.8737,257780.8231,258944.6184,260390.8495,262286.0026,264139.5723,265108.6324
Lamont,97146.84154,98175.46336,98958.52242,99743.02972,100135.5777,100630.5247,100636.0069,101338.7224,102132.2381,103627.8527,105014.7435,106430.0274,108238.0917,109538.9717,110809.6731,111295.0669,111567.4622,111662.7581,110996.2522,110336.8041,110061.8663,111276.1604,112982.5955,114732.2645,116147.5444,117111.5644,117521.2157,117563.9926,117329.6615,117438.3207,117659.1489,118760.7684,120056.2916,121391.3951,122166.2833,122819.0183,123731.1453,125183.649,126718.6889,127789.8162,128756.4676,129694.9186,130783.2504,131368.4743,131850.0172,132480.5998,133583.3463,135030.9926,136776.1259,138281.0813,139432.6022,140045.1145,140781.5332,141570.0055,142211.2939,142710.2129,143042.1635,143818.1197,144848.1333,145600.3812
Commerce,325549.2003,327103.4827,328737.5199,330766.6656,332752.13,334375.0789,335583.6619,335385.9963,334303.7727,331741.2516,328518.4493,324989.5162,326738.726,333615.4726,343356.5143,350817.3101,356337.2158,361296.2864,362747.6134,360585.8281,355897.1286,352756.0703,351773.072,352192.0023,358250.52,368646.0964,381526.1575,391794.6994,399154.3531,404736.4453,405387.5537,403038.659,399416.3612,398580.7172,399829.1047,402274.4973,407704.6671,415108.1926,423230.7774,429998.8243,435626.1072,440200.8434,444842.1397,450888.9984,458564.9751,467468.9859,475000.3019,480104.7209,478829.2807,472930.6186,465428.8106,459583.7919,456600.3337,455008.8969,456882.7583,461608.4849,468787.1,476738.8551,484391.7371,491163.2637
Sausalito,1048008.965,1058903.86,1067562.495,1075865.508,1087579.054,1099098.165,1102497.859,1106789.7,1114993.559,1135545.264,1153586.445,1169955.325,1185415.149,1200988.354,1209523.22,1207844.299,1199239.248,1190236.173,1177783.6,1170542.884,1166310.966,1171578.097,1178805.024,1190179.777,1200278.998,1208903.179,1213530.077,1219843.979,1223514.264,1232341.926,1233988.09,1237520.339,1239072.703,1244802.954,1252339.512,1262787.874,1277521.034,1291079.593,1300759.925,1307012.977,1312867.234,1316887.557,1316141.78,1316362.615,1318426.053,1325736.073,1331306.924,1335433.082,1334430.09,1327257.717,1317547.56,1313947.437,1316964.634,1320444.113,1319964.411,1315758.529,1313319.509,1313573.037,1317261.41,1318886.678
Grover Beach,397422.4509,400573.9414,402536.5087,405330.1867,407936.9432,410836.9626,412006.7718,411532.3223,410448.0421,408018.8877,404351.1491,400039.7244,400896.1537,407185.0306,416238.6749,423829.9855,428652.6717,432534.6334,435703.1558,439688.4353,444575.9445,450857.4094,457216.7088,463065.9469,468600.2385,474400.7598,478507.6249,480781.0149,481523.7748,482116.5763,482226.5432,482637.4499,485182.1317,489776.3084,494577.4211,499804.6585,504221.2304,508232.8064,510633.7317,511647.9605,511900.9747,511039.9374,510770.037,511569.7148,514267.9107,518271.9353,521613.0699,523849.769,524204.7996,523576.2417,522400.7198,521361.4322,520412.6981,518281.6784,516166.7716,515825.5329,517787.79,520862.9328,523517.2058,526115.8427
