"GEO_ID","NAME","B25014_001E","B25014_001M","B25014_002E","B25014_002M","B25014_003E","B25014_003M","B25014_004E","B25014_004M","B25014_005E","B25014_005M","B25014_006E","B25014_006M","B25014_007E","B25014_007M","B25014_008E","B25014_008M","B25014_009E","B25014_009M","B25014_010E","B25014_010M","B25014_011E","B25014_011M","B25014_012E","B25014_012M","B25014_013E","B25014_013M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Owner occupied","Margin of Error!!Total!!Owner occupied","Estimate!!Total!!Owner occupied!!0.50 or less occupants per room","Margin of Error!!Total!!Owner occupied!!0.50 or less occupants per room","Estimate!!Total!!Owner occupied!!0.51 to 1.00 occupants per room","Margin of Error!!Total!!Owner occupied!!0.51 to 1.00 occupants per room","Estimate!!Total!!Owner occupied!!1.01 to 1.50 occupants per room","Margin of Error!!Total!!Owner occupied!!1.01 to 1.50 occupants per room","Estimate!!Total!!Owner occupied!!1.51 to 2.00 occupants per room","Margin of Error!!Total!!Owner occupied!!1.51 to 2.00 occupants per room","Estimate!!Total!!Owner occupied!!2.01 or more occupants per room","Margin of Error!!Total!!Owner occupied!!2.01 or more occupants per room","Estimate!!Total!!Renter occupied","Margin of Error!!Total!!Renter occupied","Estimate!!Total!!Renter occupied!!0.50 or less occupants per room","Margin of Error!!Total!!Renter occupied!!0.50 or less occupants per room","Estimate!!Total!!Renter occupied!!0.51 to 1.00 occupants per room","Margin of Error!!Total!!Renter occupied!!0.51 to 1.00 occupants per room","Estimate!!Total!!Renter occupied!!1.01 to 1.50 occupants per room","Margin of Error!!Total!!Renter occupied!!1.01 to 1.50 occupants per room","Estimate!!Total!!Renter occupied!!1.51 to 2.00 occupants per room","Margin of Error!!Total!!Renter occupied!!1.51 to 2.00 occupants per room","Estimate!!Total!!Renter occupied!!2.01 or more occupants per room","Margin of Error!!Total!!Renter occupied!!2.01 or more occupants per room",
"1600000US0600562","Alameda city, California","30574","1220","14488","1262","10249","1277","3905","793","247","206","87","101","0","200","16086","1405","8144","1365","6581","1202","972","529","340","313","49","82",
"1600000US0600884","Alhambra city, California","27880","1385","11089","1178","5979","934","4138","738","564","287","268","270","140","173","16791","1300","5926","1054","7944","1014","2372","726","441","275","108","109",
"1600000US0602000","Anaheim city, California","99402","3185","46722","2627","28560","2468","15400","1625","2287","641","371","211","104","101","52680","2991","17302","2548","23785","2182","8688","1371","2409","759","496","341",
"1600000US0602252","Antioch city, California","34536","2024","20583","1902","14366","2046","5735","1372","482","360","0","200","0","200","13953","1746","6622","1381","6673","1304","438","356","220","264","0","200",
"1600000US0602364","Apple Valley town, California","23822","1644","15229","1451","11203","1457","3790","807","193","188","0","200","43","70","8593","1295","4154","1129","3637","1075","560","391","200","244","42","70",
"1600000US0602553","Arden-Arcade CDP, California","40282","2399","18806","1710","14312","1577","4343","1056","107","129","0","200","44","72","21476","2267","12333","1646","7611","1350","1011","635","414","284","107","129",
"1600000US0603526","Bakersfield city, California","114774","2756","64655","3163","40740","2703","21466","2576","2235","707","214","154","0","200","50119","3089","21879","2480","21093","2287","5466","1283","1315","599","366","258",
"1600000US0603666","Baldwin Park city, California","19153","1243","10291","1131","4170","847","5186","737","728","306","207","136","0","200","8862","978","1736","610","5247","873","1498","481","241","212","140","166",
"1600000US0604982","Bellflower city, California","23975","1314","9622","1201","5016","988","3712","805","824","461","26","42","44","72","14353","1157","5180","948","6172","879","2444","729","517","306","40","66",
