Year,City,Total population,Under 5 years,Percent Under 5 years,5 to 9 years,Percent 5 to 9 years,10 to 14 years,Percent 10 to 14 years,15 to 19 years,Percent 15 to 19 years,20 to 24 years,Percent 20 to 24 years,25 to 34 years,Percent 25 to 34 years,35 to 44 years,Percent 35 to 44 years,45 to 54 years,Percent 45 to 54 years,55 to 59 years,Percent 55 to 59 years,60 to 64 years,Percent 60 to 64 years,65 to 74 years,Percent 65 to 74 years,75 to 84 years,Percent 75 to 84 years,85 years and over,Percent 85 years and over
2012,Buena Park,82152,5814,7.1,5566,6.8,5655,6.9,5584,6.8,5370,6.5,11897,14.5,11283,13.7,11779,14.3,4418,5.4,3802,4.6,5938,7.2,3100,3.8,1946,2.4
2012,Burbank,104380,6101,5.8,5141,4.9,5902,5.7,6619,6.3,6859,6.6,17058,16.3,18262,17.5,15732,15.1,6060,5.8,4023,3.9,6061,5.8,4973,4.8,1589,1.5
2012,Camarillo,65972,3935,6.0,3477,5.3,2414,3.7,2928,4.4,6165,9.3,7672,11.6,8025,12.2,10258,15.5,4446,6.7,3727,5.6,6458,9.8,4137,6.3,2330,3.5
2012,Carlsbad,109333,4210,3.9,7884,7.2,6932,6.3,4597,4.2,5591,5.1,13952,12.8,16223,14.8,19026,17.4,9033,8.3,6424,5.9,9041,8.3,3680,3.4,2740,2.5
2012,Carson,92992,5584,6.0,5138,5.5,6082,6.5,6206,6.7,8543,9.2,12899,13.9,12531,13.5,12193,13.1,5890,6.3,4356,4.7,7248,7.8,5113,5.5,1209,1.3
2012,Chico,87712,5728,6.5,4761,5.4,4003,4.6,8176,9.3,16224,18.5,12457,14.2,9778,11.1,7462,8.5,4386,5.0,4102,4.7,5771,6.6,3252,3.7,1612,1.8
2012,Chino,80181,4901,6.1,5308,6.6,4170,5.2,4442,5.5,6630,8.3,14433,18.0,10568,13.2,12170,15.2,4885,6.1,4598,5.7,5465,6.8,1981,2.5,630,0.8
2012,Chino Hills,76462,3935,5.1,4645,6.1,5755,7.5,5988,7.8,6883,9.0,7817,10.2,12234,16.0,13906,18.2,5644,7.4,3912,5.1,4027,5.3,1102,1.4,614,0.8
2012,Chula Vista,252424,18182,7.2,19531,7.7,18511,7.3,18889,7.5,21126,8.4,38497,15.3,32906,13.0,36670,14.5,11468,4.5,9765,3.9,14296,5.7,8719,3.5,3864,1.5
2012,Citrus Heights,84862,4227,5.0,5309,6.3,5732,6.8,5023,5.9,6019,7.1,13474,15.9,10096,11.9,11582,13.6,6888,8.1,4827,5.7,6517,7.7,3622,4.3,1546,1.8
2012,Clovis,98626,5747,5.8,8313,8.4,8917,9.0,9150,9.3,8784,8.9,12657,12.8,12725,12.9,14200,14.4,4594,4.7,3744,3.8,5528,5.6,3097,3.1,1170,1.2
2012,Compton,97560,9588,9.8,8168,8.4,8603,8.8,10039,10.3,9305,9.5,13409,13.7,12669,13.0,10612,10.9,5592,5.7,3096,3.2,3867,4.0,2188,2.2,424,0.4
2012,Concord,124717,10803,8.7,6619,5.3,5922,4.7,7506,6.0,7896,6.3,21544,17.3,16462,13.2,17840,14.3,7973,6.4,6974,5.6,8222,6.6,5329,4.3,1627,1.3
2012,Corona,158388,11289,7.1,11994,7.6,13510,8.5,15318,9.7,11258,7.1,20495,12.9,25631,16.2,22299,14.1,8340,5.3,6559,4.1,6656,4.2,3408,2.2,1631,1.0
2012,Costa Mesa,111910,7590,6.8,7495,6.7,5480,4.9,5249,4.7,8076,7.2,21778,19.5,16429,14.7,17307,15.5,6753,6.0,5473,4.9,5534,4.9,2754,2.5,1992,1.8
2012,Daly City,103677,6127,5.9,5255,5.1,5272,5.1,5663,5.5,7895,7.6,16667,16.1,13784,13.3,13498,13.0,8703,8.4,6092,5.9,8173,7.9,4455,4.3,2093,2.0
2012,Davis,66009,2689,4.1,2824,4.3,2930,4.4,5444,8.2,17744,26.9,8338,12.6,6831,10.3,7654,11.6,3148,4.8,2603,3.9,3384,5.1,1220,1.8,1200,1.8
2012,Downey,112878,9298,8.2,8172,7.2,7752,6.9,7045,6.2,7628,6.8,18227,16.1,15730,13.9,14067,12.5,7392,6.5,3894,3.4,7232,6.4,4854,4.3,1587,1.4
2012,East Los Angeles,126918,10464,8.2,11388,9.0,10123,8.0,11578,9.1,11180,8.8,19377,15.3,17360,13.7,14087,11.1,5177,4.1,4494,3.5,6298,5.0,3902,3.1,1490,1.2
2012,El Cajon,101449,7427,7.3,6223,6.1,6739,6.6,8617,8.5,9216,9.1,15120,14.9,12761,12.6,14255,14.1,6368,6.3,4364,4.3,5201,5.1,2707,2.7,2451,2.4
2012,Elk Grove,159064,11603,7.3,12881,8.1,14612,9.2,12938,8.1,8975,5.6,22875,14.4,22356,14.1,22389,14.1,8656,5.4,7381,4.6,8639,5.4,3959,2.5,1800,1.1
2012,El Monte,115113,8870,7.7,7806,6.8,8201,7.1,7634,6.6,7466,6.5,18623,16.2,17057,14.8,14969,13.0,6329,5.5,6414,5.6,6385,5.5,3675,3.2,1684,1.5
2012,Escondido,147556,12517,8.5,10842,7.3,11808,8.0,11526,7.8,10762,7.3,23208,15.7,17451,11.8,19989,13.5,7872,5.3,5097,3.5,7779,5.3,4650,3.2,4055,2.7
2012,Fairfield,107676,8278,7.7,6771,6.3,6582,6.1,7321,6.8,10211,9.5,15971,14.8,13923,12.9,15485,14.4,7428,6.9,4767,4.4,5106,4.7,4468,4.1,1365,1.3
2012,Florence-Graham,63284,6835,10.8,5777,9.1,5504,8.7,6547,10.3,6405,10.1,10330,16.3,8012,12.7,6588,10.4,1542,2.4,2004,3.2,2531,4.0,1066,1.7,143,0.2
2012,Folsom,73381,4591,6.3,5453,7.4,5272,7.2,5342,7.3,4067,5.5,8735,11.9,12035,16.4,12600,17.2,3927,5.4,3445,4.7,3777,5.1,2653,3.6,1484,2.0
2012,Fontana,201817,15958,7.9,18419,9.1,20880,10.3,18217,9.0,17079,8.5,31110,15.4,28732,14.2,24434,12.1,8825,4.4,7686,3.8,6003,3.0,2722,1.3,1752,0.9
2012,Fremont,222001,15504,7.0,14503,6.5,15504,7.0,12710,5.7,12613,5.7,32229,14.5,39105,17.6,30835,13.9,15131,6.8,10946,4.9,12999,5.9,7694,3.5,2228,1.0
2012,Fresno,505870,45090,8.9,42186,8.3,38871,7.7,39531,7.8,41860,8.3,81747,16.2,60952,12.0,58081,11.5,26444,5.2,22150,4.4,27195,5.4,13814,2.7,7949,1.6
2012,Fullerton,138589,7748,5.6,8882,6.4,7740,5.6,9359,6.8,12798,9.2,22121,16.0,19593,14.1,18814,13.6,8470,6.1,5729,4.1,8879,6.4,5721,4.1,2735,2.0
2012,Garden Grove,174401,8817,5.1,11916,6.8,13308,7.6,14136,8.1,12094,6.9,22159,12.7,24130,13.8,25656,14.7,11390,6.5,10465,6.0,10824,6.2,6529,3.7,2977,1.7
2012,Glendale,194501,9950,5.1,10595,5.4,11192,5.8,11107,5.7,11441,5.9,23979,12.3,30941,15.9,26833,13.8,11449,5.9,11282,5.8,17694,9.1,12317,6.3,5721,2.9
2012,Hawthorne,85682,6559,7.7,6241,7.3,6566,7.7,7617,8.9,7018,8.2,16995,19.8,11279,13.2,10216,11.9,3926,4.6,3069,3.6,4084,4.8,1289,1.5,823,1.0
2012,Hayward,149398,10299,6.9,9732,6.5,9661,6.5,10844,7.3,10383,6.9,26016,17.4,17758,11.9,20600,13.8,8615,5.8,7393,4.9,9403,6.3,6286,4.2,2408,1.6
2012,Hemet,81041,5735,7.1,7102,8.8,5764,7.1,7186,8.9,4914,6.1,8536,10.5,7869,9.7,9193,11.3,4021,5.0,4562,5.6,7634,9.4,5725,7.1,2800,3.5
2012,Hesperia,92066,6311,6.9,9078,9.9,6388,6.9,7380,8.0,6060,6.6,13055,14.2,12420,13.5,13023,14.1,4931,5.4,4035,4.4,4886,5.3,3464,3.8,1035,1.1
2012,Huntington Beach,194712,11547,5.9,10893,5.6,10438,5.4,10941,5.6,14110,7.2,30167,15.5,27204,14.0,28794,14.8,13542,7.0,10440,5.4,14939,7.7,7805,4.0,3892,2.0
2012,Indio,79308,6357,8.0,6943,8.8,6207,7.8,5041,6.4,5749,7.2,10486,13.2,10546,13.3,9772,12.3,3488,4.4,3767,4.7,7191,9.1,3120,3.9,641,0.8
2012,Inglewood,111174,7584,6.8,8807,7.9,8611,7.7,7774,7.0,7473,6.7,17791,16.0,15852,14.3,15933,14.3,5979,5.4,4425,4.0,6623,6.0,3030,2.7,1292,1.2
2012,Irvine,230005,13665,5.9,15095,6.6,15149,6.6,19787,8.6,18215,7.9,36201,15.7,38700,16.8,30178,13.1,10504,4.6,10261,4.5,13522,5.9,5508,2.4,3220,1.4
2012,Jurupa Valley,97419,7913,8.1,6614,6.8,7624,7.8,7324,7.5,8999,9.2,16056,16.5,11646,12.0,13644,14.0,5492,5.6,3424,3.5,5792,5.9,2462,2.5,429,0.4
2012,Lake Forest,78853,4495,5.7,5147,6.5,5304,6.7,6333,8.0,4801,6.1,9180,11.6,11980,15.2,15339,19.5,6000,7.6,3665,4.6,4114,5.2,1783,2.3,712,0.9
2012,Lakewood,80835,4134,5.1,5221,6.5,5664,7.0,5982,7.4,4761,5.9,9454,11.7,11906,14.7,13173,16.3,5613,6.9,5041,6.2,4799,5.9,3742,4.6,1345,1.7
2012,Lancaster,159041,15409,9.7,10935,6.9,13256,8.3,13712,8.6,13644,8.6,21803,13.7,20954,13.2,20431,12.8,8689,5.5,6877,4.3,7508,4.7,4331,2.7,1492,0.9
2012,Livermore,83541,4539,5.4,5577,6.7,4475,5.4,5638,6.7,6540,7.8,11935,14.3,10457,12.5,15056,18.0,5033,6.0,4355,5.2,5543,6.6,3274,3.9,1119,1.3
2012,Long Beach,467888,32793,7.0,31817,6.8,30347,6.5,34784,7.4,39331,8.4,68404,14.6,70411,15.0,64477,13.8,27873,6.0,21590,4.6,25852,5.5,14459,3.1,5750,1.2
2012,Los Angeles,3857786,253336,6.6,234783,6.1,232640,6.0,258854,6.7,315877,8.2,651837,16.9,568855,14.7,510777,13.2,223664,5.8,181864,4.7,228450,5.9,135211,3.5,61638,1.6
2012,Lynwood,70720,6327,8.9,7391,10.5,6631,9.4,7642,10.8,6114,8.6,9030,12.8,10700,15.1,7651,10.8,2836,4.0,2231,3.2,2115,3.0,1412,2.0,640,0.9
2012,Manteca,71070,4860,6.8,5253,7.4,5459,7.7,4904,6.9,5526,7.8,9378,13.2,10565,14.9,9103,12.8,3944,5.5,4771,6.7,3919,5.5,2048,2.9,1340,1.9
2012,Menifee,81467,6093,7.5,5768,7.1,6279,7.7,5568,6.8,5053,6.2,10800,13.3,9683,11.9,8994,11.0,4271,5.2,4038,5.0,6611,8.1,6202,7.6,2107,2.6
2012,Merced,80799,8384,10.4,5827,7.2,7693,9.5,6855,8.5,6719,8.3,11491,14.2,11423,14.1,7217,8.9,4203,5.2,3302,4.1,5030,6.2,1735,2.1,920,1.1
2012,Milpitas,68807,4700,6.8,4395,6.4,3818,5.5,3237,4.7,3592,5.2,10204,14.8,10824,15.7,12729,18.5,5198,7.6,2972,4.3,3877,5.6,2431,3.5,830,1.2
2012,Mission Viejo,95289,5535,5.8,6908,7.2,5862,6.2,7224,7.6,5198,5.5,9539,10.0,11999,12.6,16206,17.0,7042,7.4,6850,7.2,7016,7.4,3787,4.0,2123,2.2
2012,Modesto,203560,13455,6.6,11938,5.9,17167,8.4,14606,7.2,17220,8.5,28302,13.9,24795,12.2,28681,14.1,11555,5.7,11224,5.5,13513,6.6,7445,3.7,3659,1.8
2012,Moreno Valley,199561,14426,7.2,16243,8.1,14765,7.4,19574,9.8,17831,8.9,27301,13.7,29220,14.6,25521,12.8,12167,6.1,7027,3.5,8870,4.4,4604,2.3,2012,1.0
2012,Mountain View,76612,4822,6.3,4863,6.3,3198,4.2,3325,4.3,5547,7.2,16117,21.0,12277,16.0,9623,12.6,5164,6.7,3905,5.1,4282,5.6,2561,3.3,928,1.2
2012,Murrieta,106809,7341,6.9,8647,8.1,10444,9.8,6952,6.5,7643,7.2,13324,12.5,16838,15.8,12822,12.0,5803,5.4,5821,5.4,6280,5.9,3922,3.7,972,0.9
2012,Napa,78332,4831,6.2,5397,6.9,5168,6.6,5564,7.1,5292,6.8,11518,14.7,9130,11.7,11049,14.1,4961,6.3,4741,6.1,5475,7.0,3436,4.4,1770,2.3
2012,Newport Beach,87060,3275,3.8,3879,4.5,4756,5.5,5305,6.1,5262,6.0,11515,13.2,10334,11.9,12252,14.1,6811,7.8,7405,8.5,9029,10.4,4888,5.6,2349,2.7
2012,Norwalk,106286,6064,5.7,6606,6.2,8147,7.7,8703,8.2,8964,8.4,14144,13.3,13948,13.1,13790,13.0,6971,6.6,5192,4.9,7420,7.0,4539,4.3,1798,1.7
2012,Oakland,400740,27630,6.9,23766,5.9,21669,5.4,22100,5.5,27661,6.9,69414,17.3,61341,15.3,53564,13.4,25317,6.3,23086,5.8,26145,6.5,12521,3.1,6526,1.6
2012,Oceanside,171272,11629,6.8,11662,6.8,10833,6.3,10718,6.3,13960,8.2,26437,15.4,20552,12.0,23383,13.7,10153,5.9,9080,5.3,11472,6.7,7680,4.5,3713,2.2
2012,Ontario,167207,12895,7.7,13063,7.8,11929,7.1,12441,7.4,12821,7.7,29369,17.6,20226,12.1,23670,14.2,8558,5.1,8447,5.1,6936,4.1,4906,2.9,1946,1.2
2012,Orange,139425,8592,6.2,8368,6.0,6080,4.4,10734,7.7,14301,10.3,19832,14.2,19773,14.2,21258,15.2,8069,5.8,6273,4.5,9319,6.7,4919,3.5,1907,1.4
2012,Oxnard,201565,17372,8.6,15078,7.5,14764,7.3,17103,8.5,17339,8.6,31687,15.7,27386,13.6,24370,12.1,10165,5.0,8134,4.0,10541,5.2,5328,2.6,2298,1.1
2012,Palmdale,155660,14923,9.6,12550,8.1,13552,8.7,15241,9.8,13376,8.6,20435,13.1,18715,12.0,21640,13.9,6923,4.4,5470,3.5,7607,4.9,3367,2.2,1861,1.2
2012,Palo Alto,66359,3038,4.6,4027,6.1,5053,7.6,3930,5.9,2633,4.0,7311,11.0,9613,14.5,10963,16.5,5604,8.4,3068,4.6,5184,7.8,3561,5.4,2374,3.6
2012,Pasadena,138553,7210,5.2,6562,4.7,7299,5.3,7724,5.6,9783,7.1,27570,19.9,18069,13.0,17507,12.6,8317,6.0,6724,4.9,10938,7.9,7025,5.1,3825,2.8
2012,Perris,71327,6394,9.0,9163,12.8,6815,9.6,7810,10.9,5746,8.1,9051,12.7,11705,16.4,6570,9.2,2780,3.9,1632,2.3,2724,3.8,808,1.1,129,0.2
2012,Pittsburg,65655,5004,7.6,5664,8.6,5437,8.3,4843,7.4,5366,8.2,9393,14.3,8826,13.4,8149,12.4,3153,4.8,4039,6.2,3518,5.4,1768,2.7,495,0.8
2012,Pleasanton,72326,3555,4.9,4278,5.9,6198,8.6,5821,8.0,4042,5.6,7165,9.9,8835,12.2,14526,20.1,5020,6.9,4045,5.6,5069,7.0,2873,4.0,899,1.2
2012,Pomona,150817,10649,7.1,10855,7.2,11281,7.5,15345,10.2,14614,9.7,22252,14.8,19989,13.3,19154,12.7,7869,5.2,6232,4.1,7678,5.1,3265,2.2,1634,1.1
2012,Rancho Cordova,66999,5636,8.4,4445,6.6,3928,5.9,4418,6.6,3485,5.2,9995,14.9,10082,15.0,7953,11.9,4553,6.8,3853,5.8,4667,7.0,2773,4.1,1211,1.8
2012,Rancho Cucamonga,170740,9395,5.5,10121,5.9,13329,7.8,12329,7.2,14030,8.2,22813,13.4,23948,14.0,28776,16.9,10760,6.3,9112,5.3,9117,5.3,4549,2.7,2461,1.4
2012,Redding,90750,4432,4.9,5202,5.7,4663,5.1,6643,7.3,6573,7.2,12685,14.0,11354,12.5,10387,11.4,6050,6.7,5407,6.0,8816,9.7,5653,6.2,2885,3.2
2012,Redlands,69908,3944,5.6,5022,7.2,4425,6.3,6343,9.1,3777,5.4,7381,10.6,8911,12.7,11004,15.7,4341,6.2,3880,5.6,5930,8.5,2929,4.2,2021,2.9
2012,Redondo Beach,67683,5414,8.0,4138,6.1,3122,4.6,2778,4.1,1725,2.5,10053,14.9,13955,20.6,12460,18.4,3786,5.6,2648,3.9,4904,7.2,2279,3.4,421,0.6
2012,Redwood City,79005,5449,6.9,5386,6.8,4780,6.1,4175,5.3,4051,5.1,14200,18.0,11955,15.1,11438,14.5,5723,7.2,3336,4.2,5352,6.8,2007,2.5,1153,1.5
2012,Rialto,101747,9657,9.5,9542,9.4,9406,9.2,9595,9.4,9453,9.3,14395,14.1,13946,13.7,11867,11.7,4728,4.6,2871,2.8,4200,4.1,1355,1.3,732,0.7
2012,Richmond,106526,7950,7.5,7492,7.0,6685,6.3,6542,6.1,9310,8.7,15631,14.7,15301,14.4,15416,14.5,6436,6.0,5279,5.0,5714,5.4,3506,3.3,1264,1.2
2012,Riverside,313700,22172,7.1,22055,7.0,23473,7.5,27390,8.7,34768,11.1,47030,15.0,36777,11.7,40211,12.8,16677,5.3,12851,4.1,16570,5.3,8654,2.8,5072,1.6
2012,Roseville,124525,9037,7.3,7963,6.4,9340,7.5,7260,5.8,7255,5.8,17775,14.3,15614,12.5,18137,14.6,8204,6.6,5272,4.2,9090,7.3,7019,5.6,2559,2.1
2012,Sacramento,475524,34120,7.2,32413,6.8,27955,5.9,32023,6.7,41235,8.7,75158,15.8,64087,13.5,59901,12.6,28875,6.1,26199,5.5,29306,6.2,14904,3.1,9348,2.0
2012,Salinas,154463,13505,8.7,15007,9.7,11972,7.8,14187,9.2,11206,7.3,27014,17.5,21151,13.7,15954,10.3,7385,4.8,5224,3.4,6835,4.4,3038,2.0,1985,1.3
2012,San Bernardino,213298,16776,7.9,17422,8.2,16791,7.9,21775,10.2,19569,9.2,32401,15.2,25364,11.9,26180,12.3,10774,5.1,8477,4.0,10721,5.0,5482,2.6,1566,0.7
2012,San Buenaventura (Ventura),107755,6484,6.0,5551,5.2,6950,6.4,6792,6.3,6544,6.1,14398,13.4,14132,13.1,14735,13.7,8875,8.2,7216,6.7,7865,7.3,4844,4.5,3369,3.1
2012,San Diego,1338354,83310,6.2,72977,5.5,73083,5.5,93466,7.0,128619,9.6,237054,17.7,184189,13.8,171933,12.8,81869,6.1,60496,4.5,82647,6.2,46495,3.5,22216,1.7
2012,San Francisco,825863,37043,4.5,30225,3.7,26352,3.2,33365,4.0,54042,6.5,180603,21.9,135141,16.4,112252,13.6,51660,6.3,49650,6.0,58703,7.1,38288,4.6,18539,2.2
2012,San Jose,982783,68580,7.0,71342,7.3,61820,6.3,62138,6.3,65765,6.7,152284,15.5,148870,15.1,141239,14.4,56417,5.7,47432,4.8,59224,6.0,34430,3.5,13242,1.3
2012,San Leandro,86884,3671,4.2,5433,6.3,4652,5.4,4401,5.1,6621,7.6,11426,13.2,13296,15.3,13627,15.7,6986,8.0,5288,6.1,5848,6.7,4049,4.7,1586,1.8
2012,San Marcos,86756,6122,7.1,6678,7.7,6289,7.2,5185,6.0,6083,7.0,10995,12.7,15912,18.3,10624,12.2,4218,4.9,4794,5.5,4560,5.3,3691,4.3,1605,1.9
2012,San Mateo,99653,6660,6.7,5860,5.9,3573,3.6,5265,5.3,6282,6.3,14984,15.0,16251,16.3,15015,15.1,5951,6.0,5187,5.2,6761,6.8,4654,4.7,3210,3.2
2012,San Ramon,73922,4309,5.8,6457,8.7,6595,8.9,4485,6.1,2855,3.9,7746,10.5,14626,19.8,13269,18.0,4273,5.8,2806,3.8,3945,5.3,1830,2.5,726,1.0
2012,Santa Ana,330913,27213,8.2,24558,7.4,26483,8.0,28974,8.8,33175,10.0,52774,15.9,47904,14.5,42454,12.8,15646,4.7,9519,2.9,12258,3.7,7081,2.1,2874,0.9
2012,Santa Barbara,89638,5254,5.9,4260,4.8,5565,6.2,5483,6.1,8301,9.3,12853,14.3,11399,12.7,10592,11.8,6603,7.4,5405,6.0,7675,8.6,3292,3.7,2956,3.3
2012,Santa Clara,119307,9873,8.3,8225,6.9,6239,5.2,6767,5.7,7927,6.6,20542,17.2,22124,18.5,15214,12.8,5197,4.4,5650,4.7,6004,5.0,3581,3.0,1964,1.6
2012,Santa Clarita,179005,10471,5.8,12848,7.2,13079,7.3,14063,7.9,11185,6.2,22094,12.3,23592,13.2,29850,16.7,12606,7.0,9394,5.2,10881,6.1,5697,3.2,3245,1.8
2012,Santa Maria,101469,8833,8.7,9248,9.1,7767,7.7,7561,7.5,9265,9.1,16555,16.3,12890,12.7,12035,11.9,3754,3.7,3297,3.2,4989,4.9,3318,3.3,1957,1.9
2012,Santa Monica,91814,3491,3.8,3572,3.9,3569,3.9,4209,4.6,7445,8.1,17825,19.4,12773,13.9,14824,16.1,5024,5.5,6115,6.7,7061,7.7,4047,4.4,1859,2.0
2012,Santa Rosa,170684,12018,7.0,10893,6.4,10622,6.2,9803,5.7,11652,6.8,23503,13.8,21928,12.8,24699,14.5,12071,7.1,9647,5.7,12733,7.5,6833,4.0,4282,2.5
2012,Simi Valley,125794,8388,6.7,9080,7.2,9633,7.7,8868,7.0,6966,5.5,15511,12.3,17533,13.9,21642,17.2,7924,6.3,6312,5.0,8806,7.0,3646,2.9,1485,1.2
2012,South Gate,95297,6748,7.1,7429,7.8,7291,7.7,9073,9.5,8997,9.4,15000,15.7,13582,14.3,10277,10.8,5008,5.3,3634,3.8,5310,5.6,2104,2.2,844,0.9
2012,South San Francisco,65565,5454,8.3,3526,5.4,4552,6.9,3916,6.0,3160,4.8,9799,14.9,10024,15.3,11220,17.1,3261,5.0,2935,4.5,3779,5.8,3126,4.8,813,1.2
2012,Stockton,297975,24922,8.4,28825,9.7,25599,8.6,24200,8.1,22775,7.6,43064,14.5,36393,12.2,33695,11.3,14670,4.9,13025,4.4,17608,5.9,8978,3.0,4221,1.4
2012,Sunnyvale,146199,12668,8.7,9843,6.7,7744,5.3,6434,4.4,6850,4.7,30812,21.1,23717,16.2,19133,13.1,7712,5.3,5537,3.8,8525,5.8,4776,3.3,2448,1.7
2012,Temecula,105213,6436,6.1,8570,8.1,10406,9.9,11197,10.6,8169,7.8,11070,10.5,15377,14.6,17680,16.8,4698,4.5,4006,3.8,4770,4.5,1963,1.9,871,0.8
2012,Thousand Oaks,128411,5378,4.2,10281,8.0,9702,7.6,8233,6.4,8259,6.4,13829,10.8,17039,13.3,20312,15.8,8542,6.7,7277,5.7,10783,8.4,5695,4.4,3081,2.4
2012,Torrance,147036,7553,5.1,6678,4.5,10844,7.4,9553,6.5,7541,5.1,19002,12.9,20693,14.1,24485,16.7,9926,6.8,7601,5.2,11132,7.6,8216,5.6,3812,2.6
2012,Tracy,84682,8077,9.5,6793,8.0,6456,7.6,5562,6.6,5160,6.1,10671,12.6,14273,16.9,12017,14.2,3920,4.6,3646,4.3,4848,5.7,2997,3.5,262,0.3
2012,Turlock,69735,5601,8.0,5531,7.9,5215,7.5,4993,7.2,4695,6.7,10284,14.7,9403,13.5,7792,11.2,3431,4.9,3145,4.5,5513,7.9,2510,3.6,1622,2.3
2012,Tustin,78044,6061,7.8,5789,7.4,6182,7.9,6402,8.2,5400,6.9,12678,16.2,11641,14.9,11931,15.3,3370,4.3,2406,3.1,3600,4.6,1783,2.3,801,1.0
2012,Union City,71749,5944,8.3,4364,6.1,5120,7.1,3493,4.9,4028,5.6,10519,14.7,11235,15.7,9527,13.3,4345,6.1,4233,5.9,4716,6.6,2869,4.0,1356,1.9
2012,Upland,75208,3674,4.9,5036,6.7,5400,7.2,6189,8.2,6050,8.0,9467,12.6,9124,12.1,12320,16.4,4180,5.6,3265,4.3,5818,7.7,2871,3.8,1814,2.4
2012,Vacaville,93899,5558,5.9,6773,7.2,6992,7.4,7056,7.5,6231,6.6,13138,14.0,13065,13.9,14110,15.0,6047,6.4,4523,4.8,6584,7.0,2312,2.5,1510,1.6
2012,Vallejo,117814,6820,5.8,7191,6.1,7645,6.5,7193,6.1,9777,8.3,16741,14.2,14385,12.2,15427,13.1,9638,8.2,7561,6.4,8274,7.0,4844,4.1,2318,2.0
2012,Victorville,120327,10763,8.9,10826,9.0,11756,9.8,14018,11.6,7277,6.0,15034,12.5,18945,15.7,12399,10.3,4458,3.7,4024,3.3,5571,4.6,4267,3.5,989,0.8
2012,Visalia,127072,10889,8.6,11276,8.9,8341,6.6,10812,8.5,8060,6.3,22211,17.5,15488,12.2,15411,12.1,4981,3.9,5476,4.3,8120,6.4,4130,3.3,1877,1.5
2012,Vista,96046,7606,7.9,5861,6.1,5498,5.7,5497,5.7,6713,7.0,17658,18.4,13624,14.2,12839,13.4,4453,4.6,5262,5.5,5220,5.4,3415,3.6,2400,2.5
2012,Walnut Creek,65696,2395,3.6,2644,4.0,3197,4.9,2908,4.4,2992,4.6,8180,12.5,6301,9.6,10295,15.7,4272,6.5,4240,6.5,8039,12.2,6954,10.6,3279,5.0
2012,West Covina,107472,6956,6.5,5701,5.3,7998,7.4,9025,8.4,7874,7.3,16412,15.3,15114,14.1,12195,11.3,6290,5.9,6112,5.7,7318,6.8,4033,3.8,2444,2.3
2012,Westminster,91355,4920,5.4,4752,5.2,6655,7.3,6290,6.9,8130,8.9,10293,11.3,11742,12.9,12542,13.7,5839,6.4,4924,5.4,8023,8.8,5739,6.3,1506,1.6
