Year,City,Percent Population 25 years and over - Less than 9th grade,Percent Population 25 years and over - 9th to12th (No Diploma),Percent Population 25 years and over - High School Graduate (and equivalent),"Percent Population 25 years and over - Some college, no degree",Percent Population 25 years and over - Associate's degree,Percent Population 25 years and over - Bachelor's degree,Percent Population 25 years and over - Graduate or Prefessional Degree,Total population,Percent Under 5 years,Percent 5 to 9 years,Percent 10 to 14 years,Percent 15 to 19 years,Percent 20 to 24 years,Percent 25 to 34 years,Percent 35 to 44 years,Percent 45 to 54 years,Percent 55 to 59 years,Percent 60 to 64 years,Percent 65 to 74 years,Percent 75 to 84 years,Percent 85 years and over,Violent Crimes Sum,Unemployment Rate,Income,House price mean,% All Families,Crime_Rate_per_100k,Percent Home Occupied,Percent Renter Occupied
2012,Hayward,9.8,7.8,24.6,22.6,8.5,20.3,6.3,149398.0,6.9,6.5,6.5,7.3,6.9,17.4,11.9,13.8,5.8,4.9,6.3,4.2,1.6,613.0,13.0,45451.0,269882.8,14.6,410.3133910761858,52.460891949572066,47.53910805042793
2012,Hemet,7.7,13.4,32.4,30.3,6.5,6.7,3.1,81041.0,7.1,8.8,7.1,8.9,6.1,10.5,9.7,11.3,5.0,5.6,9.4,7.1,3.5,406.0,19.0,28354.0,119780.5,22.7,500.9809849335522,53.805459547153845,46.19454045284616
2012,Hesperia,8.5,14.1,31.1,26.0,10.2,6.7,3.4,92066.0,6.9,9.9,6.9,8.0,6.6,14.2,13.5,14.1,5.4,4.4,5.3,3.8,1.1,402.0,16.6,27082.0,115153.7,25.4,436.64327764864333,56.78310316815597,43.21689683184403
2012,Huntington Beach,3.4,4.4,16.7,26.5,8.7,26.5,13.9,194712.0,5.9,5.6,5.4,5.6,7.2,15.5,14.0,14.8,7.0,5.4,7.7,4.0,2.0,313.0,9.4,70689.0,526544.2,7.3,160.7502362463536,57.318677587743494,42.681322412256506
2012,Indio,17.1,11.9,23.1,28.7,5.2,9.0,4.9,79308.0,8.0,8.8,7.8,6.4,7.2,13.2,13.3,12.3,4.4,4.7,9.1,3.9,0.8,450.0,16.4,22504.0,174511.4,16.0,567.4080798910576,60.3448275862069,39.6551724137931
2012,Inglewood,16.7,10.6,21.5,24.9,8.1,11.1,7.0,111174.0,6.8,7.9,7.7,7.0,6.7,16.0,14.3,14.3,5.4,4.0,6.0,2.7,1.2,780.0,15.1,36292.0,225825.2,18.1,701.6028927626962,31.761820786950288,68.2381792130497
2012,Irvine,1.0,2.0,6.7,15.3,7.7,38.3,28.9,230005.0,5.9,6.6,6.6,8.6,7.9,15.7,16.8,13.1,4.6,4.5,5.9,2.4,1.4,110.0,7.6,82613.0,565126.7,6.1,47.82504728158084,45.64293755220123,54.357062447798775
2012,Jurupa Valley,17.4,16.0,27.4,25.9,3.7,6.1,3.4,97419.0,8.1,6.8,7.8,7.5,9.2,16.5,12.0,14.0,5.6,3.5,5.9,2.5,0.4,312.0,18.6,23813.0,197016.9,19.3,320.26606719428446,62.096333935245454,37.903666064754546
2012,Lake Forest,4.5,2.3,17.9,21.4,9.8,31.0,13.1,78853.0,5.7,6.5,6.7,8.0,6.1,11.6,15.2,19.5,7.6,4.6,5.2,2.3,0.9,107.0,5.4,26688.0,417647.0,4.6,135.69553472917963,71.94619304556355,28.05380695443645
2012,Lakewood,4.8,6.2,23.9,26.9,9.4,20.9,8.0,80835.0,5.1,6.5,7.0,7.4,5.9,11.7,14.7,16.3,6.9,6.2,5.9,4.6,1.7,227.0,8.0,27003.0,347226.0,6.1,280.81895218655285,70.91063955856757,29.089360441432433
2012,Lancaster,9.9,11.2,27.4,28.4,9.0,8.9,5.2,159041.0,9.7,6.9,8.3,8.6,8.6,13.7,13.2,12.8,5.5,4.3,4.7,2.7,0.9,859.0,12.1,46483.0,125600.0,21.3,540.1122980866569,60.23062194780887,39.76937805219112
2012,Livermore,5.0,6.1,15.2,23.1,9.4,26.4,14.7,83541.0,5.4,6.7,5.4,6.7,7.8,14.3,12.5,18.0,6.0,5.2,6.6,3.9,1.3,301.0,6.4,29482.0,423053.4,3.7,360.3021270992686,69.01160029848721,30.988399701512787
2012,Long Beach,11.6,9.7,17.7,23.0,8.5,18.9,10.5,467888.0,7.0,6.8,6.5,7.4,8.4,14.6,15.0,13.8,6.0,4.6,5.5,3.1,1.2,2705.0,12.3,164220.0,323794.4,19.0,578.1298088431419,39.405066374375835,60.59493362562416
2012,Los Angeles,14.7,10.0,19.8,18.2,5.8,21.0,10.4,3857786.0,6.6,6.1,6.0,6.7,8.2,16.9,14.7,13.2,5.8,4.7,5.9,3.5,1.6,18547.0,12.2,1332587.0,367876.1,18.9,480.7679845382818,36.75512368048015,63.24487631951985
2012,Lynwood,29.4,15.0,29.1,16.9,3.6,4.4,1.5,70720.0,8.9,10.5,9.4,10.8,8.6,12.8,15.1,10.8,4.0,3.2,3.0,2.0,0.9,541.0,12.8,14759.0,212337.7,23.8,764.9886877828054,45.29439663933871,54.70560336066129
2012,Manteca,6.0,10.3,32.4,23.2,10.7,11.8,5.5,71070.0,6.8,7.4,7.7,6.9,7.8,13.2,14.9,12.8,5.5,6.7,5.5,2.9,1.9,265.0,14.9,23010.0,181426.5,12.2,372.871816518925,55.49760973489787,44.50239026510213
2012,Menifee,6.1,8.2,27.0,33.6,10.9,10.0,4.1,81467.0,7.5,7.1,7.7,6.8,6.2,13.3,11.9,11.0,5.2,5.0,8.1,7.6,2.6,87.0,16.9,27132.0,175906.5,8.5,106.79170707157499,75.13268465280849,24.867315347191507
2012,Merced,15.4,11.1,25.8,23.3,9.0,9.7,5.7,80799.0,10.4,7.2,9.5,8.5,8.3,14.2,14.1,8.9,5.2,4.1,6.2,2.1,1.1,810.0,18.1,25497.0,121650.3,25.7,1002.4876545501801,47.5546142683453,52.4453857316547
2012,Milpitas,8.6,5.2,18.7,14.4,9.2,28.4,15.5,68807.0,6.8,6.4,5.5,4.7,5.2,14.8,15.7,18.5,7.6,4.3,5.6,3.5,1.2,81.0,9.7,19646.0,469514.8,8.2,117.72058075486505,65.14303166038889,34.856968339611115
2012,Modesto,9.1,9.5,28.7,27.0,8.3,10.9,6.5,203560.0,6.6,5.9,8.4,7.2,8.5,13.9,12.2,14.1,5.7,5.5,6.6,3.7,1.8,1590.0,17.8,69451.0,126287.5,15.9,781.09648260955,52.51616247426243,47.48383752573757
2012,Moreno Valley,11.9,14.3,27.0,23.2,8.0,11.5,4.1,199561.0,7.2,8.1,7.4,9.8,8.9,13.7,14.6,12.8,6.1,3.5,4.4,2.3,1.0,706.0,13.6,53127.0,155370.5,18.1,353.77653950421177,56.49857887703051,43.50142112296949
2012,Mountain View,6.2,4.9,10.1,11.7,5.4,29.6,32.2,76612.0,6.3,6.3,4.2,4.3,7.2,21.0,16.0,12.6,6.7,5.1,5.6,3.3,1.2,155.0,5.6,32271.0,706995.0,6.5,202.31817469848068,35.92389451829816,64.07610548170184
2012,Napa,10.9,8.5,21.4,23.1,8.3,19.1,8.6,78332.0,6.2,6.9,6.6,7.1,6.8,14.7,11.7,14.1,6.3,6.1,7.0,4.4,2.3,216.0,9.9,28062.0,367476.1,6.4,275.74937445743757,54.935499964364624,45.064500035635376
2012,Norwalk,12.7,10.6,28.6,25.3,7.8,10.9,4.1,106286.0,5.7,6.2,7.7,8.2,8.4,13.3,13.1,13.0,6.6,4.9,7.0,4.3,1.7,433.0,12.9,27258.0,259014.8,10.3,407.3913779801667,67.45909457773864,32.54090542226136
2012,Oakland,10.7,8.8,17.2,18.9,5.6,23.0,15.8,400740.0,6.9,5.9,5.4,5.5,6.9,17.3,15.3,13.4,6.3,5.8,6.5,3.1,1.6,7962.0,13.0,156482.0,289239.1,19.5,1986.8243749064231,39.28886389488887,60.71113610511113
2012,Oceanside,8.0,6.0,22.3,25.4,11.8,17.4,9.0,171272.0,6.8,6.8,6.3,6.3,8.2,15.4,12.0,13.7,5.9,5.3,6.7,4.5,2.2,728.0,8.6,58115.0,293760.9,8.8,425.054883460227,60.87240815624193,39.12759184375806
2012,Ontario,18.8,13.6,26.1,21.3,6.3,11.1,2.8,167207.0,7.7,7.8,7.1,7.4,7.7,17.6,12.1,14.2,5.1,5.1,4.1,2.9,1.2,534.0,11.7,44699.0,206951.9,13.9,319.36461990227684,53.24503903890467,46.75496096109533
2012,Orange,7.4,7.5,18.5,23.5,8.7,21.2,13.2,139425.0,6.2,6.0,4.4,7.7,10.3,14.2,14.2,15.2,5.8,4.5,6.7,3.5,1.4,135.0,9.7,42515.0,424336.8,9.1,96.82625067240453,59.470775020580966,40.52922497941903
2012,Oxnard,22.9,12.5,19.6,21.4,7.2,12.2,4.3,201565.0,8.6,7.5,7.3,8.5,8.6,15.7,13.6,12.1,5.0,4.0,5.2,2.6,1.1,603.0,10.6,50282.0,291298.8,14.9,299.1590801974549,55.36175967543057,44.63824032456943
2012,Palmdale,14.1,14.9,24.0,25.5,7.5,9.4,4.7,155660.0,9.6,8.1,8.7,9.8,8.6,13.1,12.0,13.9,4.4,3.5,4.9,2.2,1.2,812.0,14.9,40878.0,142108.4,20.2,521.649749453938,59.44517833553501,40.554821664464995
2012,Palo Alto,1.5,0.9,5.1,9.4,5.6,28.2,49.3,66359.0,4.6,6.1,7.6,5.9,4.0,11.0,14.5,16.5,8.4,4.6,7.8,5.4,3.6,53.0,6.2,26610.0,1414714.4,3.3,79.86859355927606,56.989853438556935,43.01014656144307
2012,Pasadena,6.2,4.9,11.6,17.3,6.0,30.5,23.4,138553.0,5.2,4.7,5.3,5.6,7.1,19.9,13.0,12.6,6.0,4.9,7.9,5.1,2.8,433.0,10.9,55992.0,495222.6,9.4,312.51578818213966,41.30411487355337,58.69588512644663
2012,Perris,15.5,20.5,32.3,18.9,6.0,5.2,1.6,71327.0,9.0,12.8,9.6,10.9,8.1,12.7,16.4,9.2,3.9,2.3,3.8,1.1,0.2,240.0,17.1,15834.0,145828.0,25.1,336.47847238773534,51.035745863332075,48.964254136667925
2012,Pittsburg,14.6,10.3,21.7,27.3,8.8,11.3,6.1,65655.0,7.6,8.6,8.3,7.4,8.2,14.3,13.4,12.4,4.8,6.2,5.4,2.7,0.8,152.0,12.8,19746.0,155169.7,18.9,231.5132130073871,54.942773219892636,45.057226780107364
2012,Pomona,19.8,11.7,26.6,20.4,5.5,12.0,4.0,150817.0,7.1,7.2,7.5,10.2,9.7,14.8,13.3,12.7,5.2,4.1,5.1,2.2,1.1,1021.0,13.2,38417.0,204318.3,18.5,676.9793856130277,54.915792487700756,45.08420751229924
2012,Rancho Cordova,5.7,6.0,28.5,26.8,9.8,17.9,5.3,66999.0,8.4,6.6,5.9,6.6,5.2,14.9,15.0,11.9,6.8,5.8,7.0,4.1,1.8,393.0,14.2,24202.0,181428.1,17.9,586.5759190435679,58.26377985290472,41.73622014709528
2012,Rancho Cucamonga,5.4,6.4,19.1,28.2,9.1,20.3,11.6,170740.0,5.5,5.9,7.8,7.2,8.2,13.4,14.0,16.9,6.3,5.3,5.3,2.7,1.4,321.0,11.7,52957.0,299502.0,8.0,188.00515403537543,64.24646411239307,35.75353588760692
2012,Redding,3.3,7.4,25.7,33.7,9.6,13.8,6.3,90750.0,4.9,5.7,5.1,7.3,7.2,14.0,12.5,11.4,6.7,6.0,9.7,6.2,3.2,705.0,11.4,35360.0,179700.5,11.9,776.8595041322315,52.1408371040724,47.859162895927604
2012,Redwood City,8.4,6.4,17.1,21.5,7.1,23.1,16.3,79005.0,6.9,6.8,6.1,5.3,5.1,18.0,15.1,14.5,7.2,4.2,6.8,2.5,1.5,208.0,5.6,28871.0,661724.5,4.8,263.2744762989684,48.848325309133735,51.151674690866265
2012,Rialto,13.6,17.2,28.8,24.3,7.8,6.3,2.1,101747.0,9.5,9.4,9.2,9.4,9.3,14.1,13.7,11.7,4.6,2.8,4.1,1.3,0.7,509.0,16.8,23880.0,158913.0,19.3,500.26044993955594,61.490787269681746,38.50921273031826
2012,Richmond,10.1,11.3,19.8,25.4,8.8,14.3,10.4,106526.0,7.5,7.0,6.3,6.1,8.7,14.7,14.4,14.5,6.0,5.0,5.4,3.3,1.2,1162.0,8.6,38952.0,174723.8,15.7,1090.8135103167301,47.69973300472376,52.30026699527623
2012,Riverside,11.3,11.2,22.0,24.7,7.0,13.3,10.5,313700.0,7.1,7.0,7.5,8.7,11.1,15.0,11.7,12.8,5.3,4.1,5.3,2.8,1.6,1389.0,14.9,91813.0,206541.8,14.6,442.7797258527255,55.11093200309325,44.88906799690675
2012,Sacramento,9.5,7.1,20.7,24.5,8.9,18.8,10.5,475524.0,7.2,6.8,5.9,6.7,8.7,15.8,13.5,12.6,6.1,5.5,6.2,3.1,2.0,3520.0,14.9,177325.0,145365.0,19.1,740.2360343536814,47.63456929366981,52.36543070633019
2012,Salinas,28.3,13.0,21.3,19.0,6.8,7.9,3.6,154463.0,8.7,9.7,7.8,9.2,7.3,17.5,13.7,10.3,4.8,3.4,4.4,2.0,1.3,1027.0,10.0,39429.0,234877.8,17.8,664.8841470125532,40.76187577671257,59.23812422328743
2012,San Bernardino,12.6,18.3,26.0,24.5,7.6,7.4,3.5,213298.0,7.9,8.2,7.9,10.2,9.2,15.2,11.9,12.3,5.1,4.0,5.0,2.6,0.7,2022.0,17.5,56187.0,115967.9,26.5,947.9695074496714,49.24448715895136,50.75551284104864
2012,San Diego,6.7,5.7,17.0,20.4,8.2,24.9,17.0,1338354.0,6.2,5.5,5.5,7.0,9.6,17.7,13.8,12.8,6.1,4.5,6.2,3.5,1.7,5529.0,9.2,473842.0,376461.8,10.7,413.1193989034291,46.6934125721232,53.306587427876806
2012,San Francisco,8.3,5.1,13.0,14.6,5.4,32.9,20.7,825863.0,4.5,3.7,3.2,4.0,6.5,21.9,16.4,13.6,6.3,6.0,7.1,4.6,2.2,5777.0,7.7,346842.0,662593.8,9.0,699.510693662266,35.9642142531758,64.0357857468242
2012,San Jose,9.8,8.4,17.2,18.5,7.9,23.5,14.8,982783.0,7.0,7.3,6.3,6.3,6.7,15.5,15.1,14.4,5.7,4.8,6.0,3.5,1.3,3547.0,9.8,310126.0,458178.4,9.6,360.9138538212403,56.175876901646426,43.824123098353574
2012,San Leandro,9.7,7.5,27.1,20.2,8.8,18.5,8.2,86884.0,4.2,6.3,5.4,5.1,7.6,13.2,15.3,15.7,8.0,6.1,6.7,4.7,1.8,437.0,9.7,29828.0,300702.9,3.9,502.9694765434372,52.47083277457423,47.52916722542577
2012,San Marcos,9.0,7.6,16.4,15.6,19.8,20.8,10.8,86756.0,7.1,7.7,7.2,6.0,7.0,12.7,18.3,12.2,4.9,5.5,5.3,4.3,1.9,227.0,10.4,30911.0,359597.3,22.0,261.6533726773941,60.49626346608004,39.50373653391996
2012,San Mateo,8.9,3.8,16.4,19.1,7.5,27.0,17.3,99653.0,6.7,5.9,3.6,5.3,6.3,15.0,16.3,15.1,6.0,5.2,6.8,4.7,3.2,261.0,8.8,37129.0,635193.5,4.7,261.9088236179543,49.834361280939426,50.16563871906057
2012,Santa Ana,26.4,19.2,24.1,14.7,4.5,7.8,3.4,330913.0,8.2,7.4,8.0,8.8,10.0,15.9,14.5,12.8,4.7,2.9,3.7,2.1,0.9,1334.0,8.4,71272.0,269049.8,18.9,403.1271059160565,44.56308227634976,55.43691772365024
2012,Santa Barbara,7.7,6.9,14.7,20.6,8.5,24.5,17.1,89638.0,5.9,4.8,6.2,6.1,9.3,14.3,12.7,11.8,7.4,6.0,8.6,3.7,3.3,363.0,7.8,34234.0,705579.3,6.3,404.9621812177871,39.96027341239704,60.03972658760297
2012,Santa Clara,5.2,5.1,14.1,14.2,7.4,31.2,22.8,119307.0,8.3,6.9,5.2,5.7,6.6,17.2,18.5,12.8,4.4,4.7,5.0,3.0,1.6,221.0,8.0,42493.0,523201.7,7.2,185.2364069166101,46.751229614289414,53.248770385710586
2012,Santa Clarita,4.6,6.9,19.0,25.7,11.0,22.4,10.5,179005.0,5.8,7.2,7.3,7.9,6.2,12.3,13.2,16.7,7.0,5.2,6.1,3.2,1.8,342.0,9.1,58774.0,327680.9,8.8,191.05611575095668,68.21894034777283,31.78105965222717
2012,Santa Maria,31.0,12.5,20.5,18.1,6.1,8.4,3.3,101469.0,8.7,9.1,7.7,7.5,9.1,16.3,12.7,11.9,3.7,3.2,4.9,3.3,1.9,690.0,10.9,26420.0,212670.1,20.4,680.010643644857,48.37623012869038,51.62376987130961
2012,Santa Monica,2.4,2.7,8.5,15.6,5.6,38.6,26.6,91814.0,3.8,3.9,3.9,4.6,8.1,19.4,13.9,16.1,5.5,6.7,7.7,4.4,2.0,395.0,11.4,43729.0,802472.8,6.1,430.2176138715229,29.71483454915502,70.28516545084497
2012,Santa Rosa,7.7,7.2,20.5,25.1,9.5,19.8,10.3,170684.0,7.0,6.4,6.2,5.7,6.8,13.8,12.8,14.5,7.1,5.7,7.5,4.0,2.5,636.0,9.6,62825.0,299910.1,9.5,372.6184059431464,53.443692797453245,46.55630720254676
2012,Simi Valley,3.1,6.1,20.0,25.5,10.5,24.3,10.4,125794.0,6.7,7.2,7.7,7.0,5.5,12.3,13.9,17.2,6.3,5.0,7.0,2.9,1.2,141.0,9.7,42642.0,376069.6,6.4,112.08801691654611,72.10496693400871,27.895033065991274
2012,South Gate,30.0,15.9,26.6,17.0,3.5,5.9,1.1,95297.0,7.1,7.8,7.7,9.5,9.4,15.7,14.3,10.8,5.3,3.8,5.6,2.2,0.9,553.0,12.0,23460.0,233189.2,21.2,580.2910899608593,49.06223358908781,50.93776641091219
2012,South San Francisco,5.9,9.9,23.7,20.9,8.6,23.1,7.9,65565.0,8.3,5.4,6.9,6.0,4.8,14.9,15.3,17.1,5.0,4.5,5.8,4.8,1.2,111.0,11.8,21417.0,458779.1,6.5,169.29764355982613,55.22715599757202,44.77284400242797
2012,Stockton,12.4,11.9,23.2,25.0,9.6,12.8,5.1,297975.0,8.4,9.7,8.6,8.1,7.6,14.5,12.2,11.3,4.9,4.4,5.9,3.0,1.4,4630.0,17.4,90754.0,121850.8,20.7,1553.8216293313196,49.12731119289508,50.872688807104915
2012,Sunnyvale,6.3,5.4,11.1,13.1,5.4,29.2,29.5,146199.0,8.7,6.7,5.3,4.4,4.7,21.1,16.2,13.1,5.3,3.8,5.8,3.3,1.7,170.0,8.5,54075.0,650976.7,5.1,116.27986511535647,45.42209893666204,54.577901063337954
2012,Temecula,4.7,5.7,18.4,29.5,9.0,23.7,8.9,105213.0,6.1,8.1,9.9,10.6,7.8,10.5,14.6,16.8,4.5,3.8,4.5,1.9,0.8,97.0,9.0,29877.0,275442.2,5.4,92.19393040783933,64.77892693376177,35.22107306623825
2012,Thousand Oaks,5.1,3.2,14.8,20.7,8.1,29.4,18.6,128411.0,4.2,8.0,7.6,6.4,6.4,10.8,13.3,15.8,6.7,5.7,8.4,4.4,2.4,157.0,10.9,44979.0,490724.0,5.1,122.26366900031928,72.62500277907468,27.374997220925323
2012,Torrance,2.8,3.2,19.2,20.8,10.4,29.5,14.1,147036.0,5.1,4.5,7.4,6.5,5.1,12.9,14.1,16.7,6.8,5.2,7.6,5.6,2.6,190.0,8.1,56709.0,526613.2,4.1,129.2200549525286,56.93981554956004,43.06018445043996
2012,Tracy,11.6,6.1,29.1,24.2,9.9,14.5,4.6,84682.0,9.5,8.0,7.6,6.6,6.1,12.6,16.9,14.2,4.6,4.3,5.7,3.5,0.3,145.0,12.7,23332.0,242882.9,5.0,171.2288325736284,65.44659694839706,34.55340305160295
2012,Turlock,7.6,6.5,27.4,25.8,9.2,12.9,10.7,69735.0,8.0,7.9,7.5,7.2,6.7,14.7,13.5,11.2,4.9,4.5,7.9,3.6,2.3,445.0,14.3,23922.0,162943.5,12.0,638.1300638130064,52.40782543265613,47.59217456734387
2012,Tustin,6.9,6.9,19.0,22.6,6.1,22.4,16.1,78044.0,7.8,7.4,7.9,8.2,6.9,16.2,14.9,15.3,4.3,3.1,4.6,2.3,1.0,114.0,10.2,25315.0,418133.0,10.9,146.07144687612117,49.19217855026664,50.80782144973336
2012,Union City,9.5,7.6,19.6,18.1,8.4,26.1,10.8,71749.0,8.3,6.1,7.1,4.9,5.6,14.7,15.7,13.3,6.1,5.9,6.6,4.0,1.9,235.0,9.9,20137.0,393518.8,5.8,327.53069729194834,66.01281223618216,33.98718776381785
2012,Upland,7.3,6.7,18.6,30.9,8.5,19.0,9.0,75208.0,4.9,6.7,7.2,8.2,8.0,12.6,12.1,16.4,5.6,4.3,7.7,3.8,2.4,148.0,8.0,26452.0,332143.2,14.5,196.78757578980958,53.03568728262513,46.96431271737487
2012,Vacaville,4.7,6.4,25.1,31.8,11.9,12.8,7.4,93899.0,5.9,7.2,7.4,7.5,6.6,14.0,13.9,15.0,6.4,4.8,7.0,2.5,1.6,246.0,10.6,31090.0,225781.8,10.9,261.983620698836,59.65583788999679,40.34416211000322
2012,Vallejo,6.4,6.8,25.2,29.1,9.2,17.2,6.0,117814.0,5.8,6.1,6.5,6.1,8.3,14.2,12.2,13.1,8.2,6.4,7.0,4.1,2.0,878.0,19.3,39666.0,148126.0,15.2,745.2425008912353,55.20596984823274,44.79403015176725
2012,Victorville,7.5,12.5,33.5,25.9,8.5,7.8,4.4,120327.0,8.9,9.0,9.8,11.6,6.0,12.5,15.7,10.3,3.7,3.3,4.6,3.5,0.8,676.0,18.2,31479.0,114576.8,21.1,561.802421734108,62.14301597890657,37.856984021093425
2012,Visalia,9.0,6.4,24.2,24.9,8.8,17.0,9.8,127072.0,8.6,8.9,6.6,8.5,6.3,17.5,12.2,12.1,3.9,4.3,6.4,3.3,1.5,544.0,11.2,41717.0,144480.5,20.9,428.1037522034752,56.86171105304791,43.13828894695208
2012,Vista,17.1,9.4,21.8,16.1,16.5,13.8,5.3,96046.0,7.9,6.1,5.7,5.7,7.0,18.4,14.2,13.4,4.6,5.5,5.4,3.6,2.5,465.0,7.0,31892.0,304591.5,14.3,484.14301480540576,46.33763953342531,53.66236046657469
2012,West Covina,7.7,9.0,24.1,27.1,8.0,17.5,6.5,107472.0,6.5,5.3,7.4,8.4,7.3,15.3,14.1,11.3,5.9,5.7,6.8,3.8,2.3,281.0,14.2,29980.0,325249.3,9.3,261.46345094536247,62.648432288192126,37.35156771180787
2012,Westminster,11.4,13.1,26.3,19.1,8.6,14.6,6.8,91355.0,5.4,5.2,7.3,6.9,8.9,11.3,12.9,13.7,6.4,5.4,8.8,6.3,1.6,284.0,12.7,26057.0,402087.3,14.5,310.87515735318266,54.75304140921825,45.24695859078175
2012,Whittier,7.7,9.5,24.0,23.6,9.1,16.4,9.7,86159.0,6.0,5.3,6.5,9.0,8.7,12.9,14.2,15.2,5.9,4.7,5.4,4.2,2.2,247.0,9.4,28237.0,311799.1,9.4,286.67927900741654,57.24404150582569,42.755958494174315
2012,Yuba City,10.3,8.8,23.4,28.4,11.8,13.6,3.7,65105.0,7.2,8.2,6.4,10.3,7.1,13.6,12.9,12.1,5.6,4.1,6.5,3.6,2.5,247.0,13.1,21338.0,150799.3,17.6,379.3871438445588,55.061392820320556,44.938607179679444
2013,Alhambra,11.9,6.6,20.2,16.6,8.3,25.7,10.7,84566.0,5.8,4.4,4.0,6.7,8.4,15.5,13.4,14.4,6.7,5.7,8.8,3.5,2.8,163.0,8.1,30595.0,453821.8,14.7,192.7488588794551,39.35283543062592,60.64716456937408
2013,Anaheim,14.1,9.5,23.2,22.2,6.1,17.1,7.9,345015.0,7.0,6.9,6.8,7.3,7.8,15.8,13.6,13.7,5.3,4.6,6.5,3.6,1.0,1130.0,9.9,99302.0,405768.7,15.6,327.52199179745804,47.24174739682987,52.75825260317013
2013,Antioch,6.2,7.9,26.3,29.8,10.3,15.2,4.2,107098.0,5.8,8.0,7.8,8.5,7.7,13.4,11.9,13.8,7.1,4.8,7.1,3.0,1.0,946.0,11.2,34223.0,239581.8,12.4,883.3031429158341,58.69152324460158,41.30847675539842
2013,Bakersfield,11.1,9.2,24.9,26.3,8.1,14.2,6.2,363630.0,9.6,8.6,7.5,8.2,8.1,14.8,13.0,11.9,4.7,4.5,5.2,2.8,1.0,1857.0,9.9,111136.0,174651.8,17.3,510.68393696889694,51.963360207313556,48.03663979268644
2013,Baldwin Park,23.1,12.8,37.0,13.2,3.6,7.7,2.6,76633.0,5.6,7.0,7.3,8.7,9.1,12.3,14.9,15.6,6.0,4.1,6.1,2.3,1.0,220.0,12.4,17758.0,272460.6,12.2,287.08258844101107,60.13627660772609,39.863723392273904
2013,Bellflower,10.0,8.6,29.2,23.6,10.6,13.5,4.4,77594.0,6.0,5.8,7.8,7.7,9.3,13.7,14.7,14.0,6.3,4.9,6.3,2.1,1.4,279.0,11.2,22988.0,324367.5,13.2,359.5638838054489,46.27196798329563,53.72803201670436
2013,Berkeley,3.2,2.6,8.1,14.2,3.7,33.0,35.1,116774.0,4.2,3.2,2.9,10.4,15.2,19.5,11.3,9.8,5.0,5.0,8.1,3.9,1.4,562.0,8.8,46030.0,735971.9,4.3,481.2715159196396,41.088420595263955,58.91157940473604
2013,Buena Park,5.9,7.6,26.7,24.9,6.1,20.1,8.6,82885.0,6.8,5.9,6.8,7.5,9.6,14.1,14.0,14.1,6.1,4.9,6.0,2.8,1.5,221.0,5.9,23151.0,397807.2,12.1,266.63449357543584,51.50101507494277,48.49898492505723
2013,Burbank,6.6,6.0,17.6,20.5,9.3,28.7,11.4,104717.0,5.2,5.8,5.9,4.4,4.4,16.3,15.9,15.0,6.9,4.6,8.4,4.9,2.4,171.0,8.9,42757.0,514505.3,7.4,163.29726787436616,38.601866361063685,61.398133638936315
2013,Carson,11.5,7.5,21.9,23.3,10.5,17.6,7.7,92597.0,6.0,6.4,5.7,6.6,8.5,14.4,11.3,14.8,5.5,6.2,7.8,5.2,1.7,400.0,12.8,25239.0,316691.2,8.6,431.97943777876173,75.57747929791196,24.42252070208804
2013,Chico,2.1,5.1,15.2,28.6,11.1,23.8,14.0,88075.0,5.4,4.5,5.3,9.5,15.7,15.2,11.6,10.7,6.0,4.6,6.4,2.9,2.2,299.0,6.4,35302.0,256952.0,13.7,339.4833948339483,43.518780805620075,56.48121919437992
2013,Chino,11.0,14.5,21.8,25.0,6.8,14.7,6.2,81001.0,7.2,6.4,6.7,8.3,8.7,13.7,14.0,15.9,4.9,4.7,5.7,3.0,0.7,258.0,10.2,19107.0,334949.8,7.2,318.5145862396761,73.03606008269222,26.963939917307794
2013,Chino Hills,3.6,3.1,18.2,20.5,9.2,32.5,12.8,76575.0,5.8,6.1,9.2,7.6,8.5,9.3,15.1,17.9,7.2,5.1,4.2,2.9,1.2,63.0,7.8,23398.0,456223.6,2.4,82.2722820763957,75.50217967347636,24.497820326523634
2013,Chula Vista,11.0,10.1,20.2,23.7,9.5,17.4,8.2,256765.0,6.6,7.8,8.0,8.7,6.6,14.6,13.1,13.1,5.4,5.2,5.6,3.8,1.6,595.0,9.4,76687.0,359970.5,13.3,231.7294023718186,58.574465033186854,41.425534966813146
2013,Clovis,3.3,7.7,19.0,25.8,12.1,21.5,10.7,99758.0,6.4,7.6,7.9,7.5,9.1,11.3,13.8,13.7,6.0,4.2,6.7,3.4,2.5,181.0,8.3,32778.0,243393.8,11.5,181.43908257984322,60.22332051986088,39.776679480139116
2013,Compton,26.9,15.3,26.6,21.1,4.3,4.3,1.5,97872.0,7.7,9.0,9.0,9.2,8.6,14.0,12.9,12.6,4.8,2.9,5.5,2.8,1.1,1242.0,17.4,22811.0,202219.3,24.7,1269.0044139283962,52.7420981105607,47.25790188943931
2013,Concord,6.5,7.9,21.8,25.3,9.5,20.9,8.1,125892.0,7.7,7.8,4.6,5.4,5.8,16.6,12.9,13.1,6.7,5.3,8.1,3.8,2.1,407.0,9.2,45531.0,344163.1,11.0,323.2929812855463,61.015571808218574,38.984428191781426
